timestamp,date,latitude,longitude
1649792345,"2022-04-12 19:39:05",47.274817,-122.481979
1649792379,"2022-04-12 19:39:39",47.274828,-122.481573
1649792405,"2022-04-12 19:40:05",47.274823,-122.481172
1649792435,"2022-04-12 19:40:35",47.274803,-122.480766
1649792465,"2022-04-12 19:41:05",47.274814,-122.480367
1649792494,"2022-04-12 19:41:34",47.274808,-122.479962
1649792524,"2022-04-12 19:42:04",47.274804,-122.479563
1649792554,"2022-04-12 19:42:34",47.274802,-122.479165
1649792583,"2022-04-12 19:43:03",47.27482,-122.478769
1649792612,"2022-04-12 19:43:32",47.274815,-122.478364
1649792649,"2022-04-12 19:44:09",47.27476,-122.477914
1649792743,"2022-04-12 19:45:43",47.274495,-122.477823
1649792787,"2022-04-12 19:46:27",47.274118,-122.477793
1649792817,"2022-04-12 19:46:57",47.273827,-122.477812
1649792877,"2022-04-12 19:47:57",47.273298,-122.477813
1649792937,"2022-04-12 19:48:57",47.272755,-122.477808
1649792991,"2022-04-12 19:49:51",47.272484,-122.47782
1649793019,"2022-04-12 19:50:19",47.272193,-122.477833
1649793053,"2022-04-12 19:50:53",47.271922,-122.477813
1649793084,"2022-04-12 19:51:24",47.271649,-122.477807
1649793116,"2022-04-12 19:51:56",47.271378,-122.477841
1649793167,"2022-04-12 19:52:47",47.270984,-122.477874
1649793198,"2022-04-12 19:53:18",47.270712,-122.477816
1649793226,"2022-04-12 19:53:46",47.270441,-122.477816
1649793259,"2022-04-12 19:54:19",47.270169,-122.477816
1649793288,"2022-04-12 19:54:48",47.269891,-122.477821
1649793317,"2022-04-12 19:55:17",47.269615,-122.477804
1649793354,"2022-04-12 19:55:54",47.26934,-122.477835
1649793383,"2022-04-12 19:56:23",47.269062,-122.477852
1649793421,"2022-04-12 19:57:01",47.268705,-122.477873
1649793452,"2022-04-12 19:57:32",47.268432,-122.477851
1649793483,"2022-04-12 19:58:03",47.268159,-122.477873
1649793512,"2022-04-12 19:58:32",47.267885,-122.47789
1649793544,"2022-04-12 19:59:04",47.267612,-122.477878
1649793594,"2022-04-12 19:59:54",47.267335,-122.477888
1649793626,"2022-04-12 20:00:26",47.267061,-122.477841
1649793664,"2022-04-12 20:01:04",47.266746,-122.477885
1649793699,"2022-04-12 20:01:39",47.266476,-122.477897
1649793729,"2022-04-12 20:02:09",47.266204,-122.4779
1649793775,"2022-04-12 20:02:55",47.265797,-122.477873
1649793808,"2022-04-12 20:03:28",47.26552,-122.4779
1649793838,"2022-04-12 20:03:58",47.265243,-122.47791
1649793868,"2022-04-12 20:04:28",47.264977,-122.478009
1649793900,"2022-04-12 20:05:00",47.264705,-122.477991
1649793930,"2022-04-12 20:05:30",47.264435,-122.477996
1649793963,"2022-04-12 20:06:03",47.264156,-122.47797
1649794001,"2022-04-12 20:06:41",47.263831,-122.477977
1649794031,"2022-04-12 20:07:11",47.263556,-122.477987
1649794068,"2022-04-12 20:07:48",47.263249,-122.477971
1649794098,"2022-04-12 20:08:18",47.262975,-122.477986
1649794127,"2022-04-12 20:08:47",47.262701,-122.477982
1649794157,"2022-04-12 20:09:17",47.26247,-122.47772
1649794191,"2022-04-12 20:09:51",47.262193,-122.477711
1649794219,"2022-04-12 20:10:19",47.261918,-122.477704
