timestamp,"date (UTC)","NO2 (ppb)","VOC (ppb)","pm 10 (ug/m3)","pm 2.5 (ug/m3)","NO2 (Plume AQI)","VOC (Plume AQI)","pm 10 (Plume AQI)","pm 2.5 (Plume AQI)","pm 1 (ug/m3)","pm 1 (Plume AQI)"
1651653562,"2022-05-04 08:39:22",0,145,3,2,0,12,3,4,1,3
1651653622,"2022-05-04 08:40:22",0,147,12.886523,2,0,12,13,4,1,3
1651653682,"2022-05-04 08:41:22",0,150,3,2,0,12,3,4,1,3
1651653742,"2022-05-04 08:42:22",0,146,3,2,0,12,3,4,1,3
1651653802,"2022-05-04 08:43:22",0,144,3,2,0,12,3,4,1,3
1651653862,"2022-05-04 08:44:22",0,142,3,2,0,11,3,4,1,3
1651653922,"2022-05-04 08:45:22",0,145,3,2,0,12,3,4,1,3
1651653982,"2022-05-04 08:46:22",0,143,3,2,0,11,3,4,1,3
1651654042,"2022-05-04 08:47:22",0,144,3,2,0,12,3,4,1,3
1651654102,"2022-05-04 08:48:22",0,143,3,2,0,11,3,4,1,3
1651654162,"2022-05-04 08:49:22",0,143,3,2,0,11,3,4,1,3
1651654222,"2022-05-04 08:50:22",0,143,3,2,0,11,3,4,1,3
1651654282,"2022-05-04 08:51:22",0,143,3,2,0,11,3,4,1,3
1651654342,"2022-05-04 08:52:22",0,144,3,2,0,12,3,4,1,3
1651654402,"2022-05-04 08:53:22",0,144,3,2,0,12,3,4,1,3
1651654462,"2022-05-04 08:54:22",0,143,3,2,0,11,3,4,1,3
1651654522,"2022-05-04 08:55:22",0,142,3,2,0,11,3,4,1,3
1651654582,"2022-05-04 08:56:22",0,143,3,2,0,11,3,4,1,3
1651654642,"2022-05-04 08:57:22",0,140,3,2,0,11,3,4,1,3
1651654702,"2022-05-04 08:58:22",0,142,3,2,0,11,3,4,1,3
1651654762,"2022-05-04 08:59:22",0,143,3,2,0,11,3,4,1,3
1651654822,"2022-05-04 09:00:22",0,141,3,2,0,11,3,4,1,3
1651654882,"2022-05-04 09:01:22",0,139,3,2,0,11,3,4,1,3
1651654942,"2022-05-04 09:02:22",0,139,3,2,0,11,3,4,1,3
1651655002,"2022-05-04 09:03:22",0,140,3,2,0,11,3,4,1,3
1651655062,"2022-05-04 09:04:22",0,140,3,2,0,11,3,4,1,3
1651655122,"2022-05-04 09:05:22",0,144,3,2,0,12,3,4,1,3
1651655182,"2022-05-04 09:06:22",0,140,3,2,0,11,3,4,1,3
1651655242,"2022-05-04 09:07:22",0,142,3,2,0,11,3,4,1,3
1651655302,"2022-05-04 09:08:22",0,140,3,2,0,11,3,4,1,3
1651655362,"2022-05-04 09:09:22",0,141,3,2,0,11,3,4,1,3
1651655422,"2022-05-04 09:10:22",0,142,3,2,0,11,3,4,1,3
1651655482,"2022-05-04 09:11:22",0,139,3,2,0,11,3,4,1,3
1651655542,"2022-05-04 09:12:22",0,142,3,2,0,11,3,4,1,3
1651655602,"2022-05-04 09:13:22",0,140,3,2,0,11,3,4,1,3
1651655662,"2022-05-04 09:14:22",0,141,3,2,0,11,3,4,1,3
1651655722,"2022-05-04 09:15:22",0,139,6.122942,2,0,11,6,4,1,3
1651655782,"2022-05-04 09:16:22",0,138,3,2,0,11,3,4,1,3
1651655842,"2022-05-04 09:17:22",0,139,3,2,0,11,3,4,1,3
1651655902,"2022-05-04 09:18:22",0,140,3,2,0,11,3,4,1,3
1651655962,"2022-05-04 09:19:22",0,137,3,2,0,11,3,4,1,3
1651656022,"2022-05-04 09:20:22",0,140,3,2,0,11,3,4,1,3
1651656082,"2022-05-04 09:21:22",0,139,3,2,0,11,3,4,1,3
1651656142,"2022-05-04 09:22:22",0,137,3,2,0,11,3,4,1,3
1651656202,"2022-05-04 09:23:22",0,139,3,2,0,11,3,4,1,3
1651656262,"2022-05-04 09:24:22",0,138,3,2,0,11,3,4,1,3
1651656322,"2022-05-04 09:25:22",0,139,3,2,0,11,3,4,1,3
1651656382,"2022-05-04 09:26:22",0,138,3,2,0,11,3,4,1,3
1651656442,"2022-05-04 09:27:22",0,140,3,2,0,11,3,4,1,3
1651656502,"2022-05-04 09:28:22",0,138,3,2,0,11,3,4,1,3
1651656562,"2022-05-04 09:29:22",0,139,3,2,0,11,3,4,1,3
1651656622,"2022-05-04 09:30:22",0,138,3,2,0,11,3,4,1,3
1651656682,"2022-05-04 09:31:22",0,138,3,2,0,11,3,4,1,3
1651656742,"2022-05-04 09:32:22",0,138,3,2,0,11,3,4,1,3
1651656802,"2022-05-04 09:33:22",0,139,3,2,0,11,3,4,1,3
1651656862,"2022-05-04 09:34:22",0,138,3,2,0,11,3,4,1,3
1651656922,"2022-05-04 09:35:22",0,139,3,2,0,11,3,4,1,3
1651656982,"2022-05-04 09:36:22",0,137,3,2,0,11,3,4,1,3
1651657042,"2022-05-04 09:37:22",0,137,3,2,0,11,3,4,1,3
1651657102,"2022-05-04 09:38:22",0,138,3,2,0,11,3,4,1,3
1651657162,"2022-05-04 09:39:22",0,138,3,2,0,11,3,4,1,3
1651657222,"2022-05-04 09:40:22",0,141,3,2,0,11,3,4,1,3
1651657282,"2022-05-04 09:41:22",0,140,3,2,0,11,3,4,1,3
1651657342,"2022-05-04 09:42:22",0,142,3,2,0,11,3,4,1,3
1651657402,"2022-05-04 09:43:22",0,140,3,2,0,11,3,4,1,3
1651657462,"2022-05-04 09:44:22",0,142,3,2,0,11,3,4,1,3
1651657522,"2022-05-04 09:45:22",0,146,3,2,0,12,3,4,1,3
1651657582,"2022-05-04 09:46:22",0,142,3,2,0,11,3,4,1,3
1651657642,"2022-05-04 09:47:22",0,148,3,2,0,12,3,4,1,3
1651657702,"2022-05-04 09:48:22",0,149,3,2,0,12,3,4,1,3
1651657762,"2022-05-04 09:49:22",0,149,3,2,0,12,3,4,1,3
1651657822,"2022-05-04 09:50:22",0,150,3,2,0,12,3,4,1,3
1651657882,"2022-05-04 09:51:22",0,152,3,2,0,12,3,4,1,3
1651657942,"2022-05-04 09:52:22",0,153,3,2,0,12,3,4,1,3
1651658002,"2022-05-04 09:53:22",0,153,3,2,0,12,3,4,1,3
1651658062,"2022-05-04 09:54:22",0,156,3,2,0,12,3,4,1,3
1651658122,"2022-05-04 09:55:22",0,157,3,2,0,13,3,4,1,3
1651658182,"2022-05-04 09:56:22",0,157,3,2,0,13,3,4,1,3
1651658242,"2022-05-04 09:57:22",0,160,3,2,0,13,3,4,1,3
1651658302,"2022-05-04 09:58:22",0,157,3,2,0,13,3,4,1,3
1651658362,"2022-05-04 09:59:22",0,160,15.418718,2,0,13,15,4,1,3
1651658422,"2022-05-04 10:00:22",0,160,3,2,0,13,3,4,1,3
1651658482,"2022-05-04 10:01:22",0,161,3,2,0,13,3,4,1,3
1651658542,"2022-05-04 10:02:22",0,162,3,2,0,13,3,4,1,3
1651658602,"2022-05-04 10:03:22",0,163,,,0,13,0,0,,
1651658662,"2022-05-04 10:04:22",0,159,3,2,0,13,3,4,1,3
1651658722,"2022-05-04 10:05:22",0,161,3,2,0,13,3,4,1,3
1651658782,"2022-05-04 10:06:22",0,162,3,2,0,13,3,4,1,3
1651658842,"2022-05-04 10:07:22",0,163,3,2,0,13,3,4,1,3
1651658902,"2022-05-04 10:08:22",0,0,3,2,0,0,3,4,1,3
1651658962,"2022-05-04 10:09:22",0,162,3,2,0,13,3,4,1,3
1651659022,"2022-05-04 10:10:22",0,161,3,2,0,13,3,4,1,3
1651659082,"2022-05-04 10:11:22",0,160,3,2,0,13,3,4,1,3
1651659142,"2022-05-04 10:12:22",0,160,3,2,0,13,3,4,1,3
1651659202,"2022-05-04 10:13:22",0,165,3,2,0,13,3,4,1,3
1651659262,"2022-05-04 10:14:22",0,159,3,2,0,13,3,4,1,3
1651659322,"2022-05-04 10:15:22",0,158,3,2,0,13,3,4,1,3
1651659382,"2022-05-04 10:16:22",0,163,3,2,0,13,3,4,1,3
1651659442,"2022-05-04 10:17:22",0,162,15.516412,2,0,13,16,4,1,3
1651659502,"2022-05-04 10:18:22",0,162,3,2,0,13,3,4,1,3
1651659562,"2022-05-04 10:19:22",0,162,3,2,0,13,3,4,1,3
1651659622,"2022-05-04 10:20:22",0,161,3.0440462,2,0,13,3,4,1,3
1651659682,"2022-05-04 10:21:22",0,161,3,2,0,13,3,4,1,3
1651659742,"2022-05-04 10:22:22",0,161,3,2,0,13,3,4,1,3
1651659802,"2022-05-04 10:23:22",0,159,5.4383097,2,0,13,5,4,1,3
1651659862,"2022-05-04 10:24:22",0,162,3,2,0,13,3,4,1,3
1651659922,"2022-05-04 10:25:22",0,161,3,2,0,13,3,4,1,3
1651659982,"2022-05-04 10:26:22",0,158,3,2,0,13,3,4,1,3
1651660042,"2022-05-04 10:27:22",0,158,3,2,0,13,3,4,1,3
1651660102,"2022-05-04 10:28:22",0,161,4.04312,2,0,13,4,4,1,3
1651660162,"2022-05-04 10:29:22",0,160,3,2,0,13,3,4,1,3
1651660222,"2022-05-04 10:30:22",0,159,3,2,0,13,3,4,1,3
1651660282,"2022-05-04 10:31:22",0,157,3,2,0,13,3,4,1,3
1651660342,"2022-05-04 10:32:22",0,158,3,2,0,13,3,4,1,3
1651660402,"2022-05-04 10:33:22",0,158,3.205777,2,0,13,3,4,1,3
1651660462,"2022-05-04 10:34:22",0,159,3,2,0,13,3,4,1,3
1651660522,"2022-05-04 10:35:22",0,160,3,2,0,13,3,4,1,3
1651660582,"2022-05-04 10:36:22",0,159,3,2,0,13,3,4,1,3
1651660642,"2022-05-04 10:37:22",0,157,3,2,0,13,3,4,1,3
1651660702,"2022-05-04 10:38:22",0,160,3,2,0,13,3,4,1,3
1651660762,"2022-05-04 10:39:22",0,156,3,2,0,12,3,4,1,3
1651660822,"2022-05-04 10:40:22",0,158,3,2,0,13,3,4,1,3
1651660882,"2022-05-04 10:41:22",0,157,3,2,0,13,3,4,1,3
1651660942,"2022-05-04 10:42:22",0,158,7.732627,2,0,13,8,4,1,3
1651661002,"2022-05-04 10:43:22",0,160,5.9380417,2,0,13,6,4,1,3
1651661062,"2022-05-04 10:44:22",0,157,3,2,0,13,3,4,1,3
1651661122,"2022-05-04 10:45:22",0,158,3,2,0,13,3,4,1,3
1651661182,"2022-05-04 10:46:22",0,159,3,2,0,13,3,4,1,3
1651661242,"2022-05-04 10:47:22",0,158,3,2,0,13,3,4,1,3
1651661302,"2022-05-04 10:48:22",0,154,3,2,0,12,3,4,1,3
1651661362,"2022-05-04 10:49:22",0,156,3,2,0,12,3,4,1,3
1651661422,"2022-05-04 10:50:22",0,158,3,2,0,13,3,4,1,3
1651661482,"2022-05-04 10:51:22",0,159,3,2,0,13,3,4,1,3
1651661542,"2022-05-04 10:52:22",0,154,7.1613483,2,0,12,7,4,1,3
1651661602,"2022-05-04 10:53:22",0,156,3,2,0,12,3,4,1,3
1651661662,"2022-05-04 10:54:22",0,159,3,2,0,13,3,4,1,3
1651661722,"2022-05-04 10:55:22",0,156,3,2,0,12,3,4,1,3
1651661782,"2022-05-04 10:56:22",0,154,10.617294,2,0,12,11,4,1,3
1651661842,"2022-05-04 10:57:22",0,158,3,2,0,13,3,4,1,3
1651661902,"2022-05-04 10:58:22",0,155,3,2,0,12,3,4,1,3
1651661962,"2022-05-04 10:59:22",0,156,3,2,0,12,3,4,1,3
1651662022,"2022-05-04 11:00:22",0,159,3,2,0,13,3,4,1,3
1651662082,"2022-05-04 11:01:22",0,160,3,2,0,13,3,4,1,3
1651662142,"2022-05-04 11:02:22",0,153,3,2,0,12,3,4,1,3
1651662202,"2022-05-04 11:03:22",0,154,3,2,0,12,3,4,1,3
1651662262,"2022-05-04 11:04:22",0,155,3,2,0,12,3,4,1,3
1651662322,"2022-05-04 11:05:22",0,153,3,2,0,12,3,4,1,3
1651662382,"2022-05-04 11:06:22",0,151,3,2,0,12,3,4,1,3
1651662442,"2022-05-04 11:07:22",0,154,3,2,0,12,3,4,1,3
1651662502,"2022-05-04 11:08:22",0,152,3,2,0,12,3,4,1,3
1651662562,"2022-05-04 11:09:22",0,153,3,2,0,12,3,4,1,3
1651662622,"2022-05-04 11:10:22",0,153,3,2,0,12,3,4,1,3
1651662682,"2022-05-04 11:11:22",0,151,3,2,0,12,3,4,1,3
1651662742,"2022-05-04 11:12:22",0,157,3,2,0,13,3,4,1,3
1651662802,"2022-05-04 11:13:22",0,148,3,2,0,12,3,4,1,3
1651662862,"2022-05-04 11:14:22",0,154,3,2,0,12,3,4,1,3
1651662922,"2022-05-04 11:15:22",0,155,3,2,0,12,3,4,1,3
1651662982,"2022-05-04 11:16:22",0,155,3,2,0,12,3,4,1,3
1651663042,"2022-05-04 11:17:22",0,150,3,2,0,12,3,4,1,3
1651663102,"2022-05-04 11:18:22",0,152,3,2,0,12,3,4,1,3
1651663162,"2022-05-04 11:19:22",0,149,3,2,0,12,3,4,1,3
1651663222,"2022-05-04 11:20:22",0,152,3,2,0,12,3,4,1,3
1651663282,"2022-05-04 11:21:22",0,150,3,2,0,12,3,4,1,3
1651663342,"2022-05-04 11:22:22",0,154,6.2776103,2,0,12,6,4,1,3
1651663402,"2022-05-04 11:23:22",0,150,3,2,0,12,3,4,1,3
1651663462,"2022-05-04 11:24:22",0,151,3,2,0,12,3,4,1,3
1651663522,"2022-05-04 11:25:22",0,153,3,2,0,12,3,4,1,3
1651663582,"2022-05-04 11:26:22",0,151,3,2,0,12,3,4,1,3
1651663642,"2022-05-04 11:27:22",0,149,3,2,0,12,3,4,1,3
1651663702,"2022-05-04 11:28:22",0,155,3,2,0,12,3,4,1,3
1651663762,"2022-05-04 11:29:22",0,152,3,2,0,12,3,4,1,3
1651663822,"2022-05-04 11:30:22",0,147,3,2,0,12,3,4,1,3
1651663882,"2022-05-04 11:31:22",0,149,10.655142,2,0,12,11,4,1,3
1651663942,"2022-05-04 11:32:22",0,151,3,2,0,12,3,4,1,3
1651664002,"2022-05-04 11:33:22",0,149,3,2,0,12,3,4,1,3
1651664062,"2022-05-04 11:34:22",0,150,3,2,0,12,3,4,1,3
1651664122,"2022-05-04 11:35:22",0,150,3,2,0,12,3,4,1,3
1651664182,"2022-05-04 11:36:22",0,153,3,2,0,12,3,4,1,3
1651664242,"2022-05-04 11:37:22",0,152,3,2,0,12,3,4,1,3
1651664302,"2022-05-04 11:38:22",0,148,3,2,0,12,3,4,1,3
1651664362,"2022-05-04 11:39:22",0,148,3,2,0,12,3,4,1,3
1651664422,"2022-05-04 11:40:22",0,151,3,2,0,12,3,4,1,3
1651664482,"2022-05-04 11:41:22",0,147,3,2,0,12,3,4,1,3
1651664542,"2022-05-04 11:42:22",0,147,3,2,0,12,3,4,1,3
1651664602,"2022-05-04 11:43:22",0,148,3,2,0,12,3,4,1,3
1651664662,"2022-05-04 11:44:22",0,148,12.157233,2,0,12,12,4,1,3
1651664722,"2022-05-04 11:45:22",0,150,3,2,0,12,3,4,1,3
1651664782,"2022-05-04 11:46:22",0,150,3,2,0,12,3,4,1,3
1651664842,"2022-05-04 11:47:22",0,147,3,2,0,12,3,4,1,3
1651664902,"2022-05-04 11:48:22",0,147,3,2,0,12,3,4,1,3
1651664962,"2022-05-04 11:49:22",0,147,3,2,0,12,3,4,1,3
1651665022,"2022-05-04 11:50:22",0,144,3,2,0,12,3,4,1,3
1651665082,"2022-05-04 11:51:22",0,147,3,2,0,12,3,4,1,3
1651665142,"2022-05-04 11:52:22",0,147,3,2,0,12,3,4,1,3
1651665202,"2022-05-04 11:53:22",0,147,3,2,0,12,3,4,1,3
1651665262,"2022-05-04 11:54:22",0,147,4.315919,2,0,12,4,4,1,3
1651665322,"2022-05-04 11:55:22",0,141,4.2453856,2,0,11,4,4,1,3
1651665382,"2022-05-04 11:56:22",0,145,3,2,0,12,3,4,1,3
1651665442,"2022-05-04 11:57:22",0,146,24.533644,2,0,12,25,4,1,3
1651665502,"2022-05-04 11:58:22",0,142,8.585409,2,0,11,9,4,1,3
1651665562,"2022-05-04 11:59:22",0,145,3,2,0,12,3,4,1,3
1651665622,"2022-05-04 12:00:22",0,144,3,2,0,12,3,4,1,3
1651665682,"2022-05-04 12:01:22",0,142,3,2,0,11,3,4,1,3
1651665742,"2022-05-04 12:02:22",0,143,7.9710093,2,0,11,8,4,1,3
1651665802,"2022-05-04 12:03:22",0,142,3,2,0,11,3,4,1,3
1651665862,"2022-05-04 12:04:22",0,141,7.326522,2,0,11,7,4,1,3
1651665922,"2022-05-04 12:05:22",0,146,3,2,0,12,3,4,1,3
1651665982,"2022-05-04 12:06:22",0,141,3,2,0,11,3,4,1,3
1651666042,"2022-05-04 12:07:22",0,141,3,2,0,11,3,4,1,3
1651666102,"2022-05-04 12:08:22",0,141,3,2,0,11,3,4,1,3
1651666162,"2022-05-04 12:09:22",0,141,3,2,0,11,3,4,1,3
1651666222,"2022-05-04 12:10:22",0,141,3,2,0,11,3,4,1,3
1651666282,"2022-05-04 12:11:22",0,143,3,2,0,11,3,4,1,3
1651666342,"2022-05-04 12:12:22",0,139,3,2,0,11,3,4,1,3
1651666402,"2022-05-04 12:13:22",0,142,3,2,0,11,3,4,1,3
1651666462,"2022-05-04 12:14:22",0,140,3,2,0,11,3,4,1,3
1651666522,"2022-05-04 12:15:22",0,140,3,2,0,11,3,4,1,3
1651666582,"2022-05-04 12:16:22",0,142,3,2,0,11,3,4,1,3
1651666642,"2022-05-04 12:17:22",0,142,3,2,0,11,3,4,1,3
1651666702,"2022-05-04 12:18:22",0,142,3,2,0,11,3,4,1,3
1651666762,"2022-05-04 12:19:22",0,141,3,2,0,11,3,4,1,3
1651666822,"2022-05-04 12:20:22",0,142,3,2,0,11,3,4,1,3
1651666882,"2022-05-04 12:21:22",0,139,3,2,0,11,3,4,1,3
1651666942,"2022-05-04 12:22:22",0,139,3,2,0,11,3,4,1,3
1651667002,"2022-05-04 12:23:22",0,141,3,2,0,11,3,4,1,3
1651667062,"2022-05-04 12:24:22",0,141,3,2,0,11,3,4,1,3
1651667122,"2022-05-04 12:25:22",0,141,,,0,11,0,0,,
1651667182,"2022-05-04 12:26:22",0,141,3,2,0,11,3,4,1,3
1651667242,"2022-05-04 12:27:22",0,140,3,2,0,11,3,4,1,3
1651667302,"2022-05-04 12:28:22",0,141,3,2,0,11,3,4,1,3
1651667362,"2022-05-04 12:29:22",0,141,3,2,0,11,3,4,1,3
1651667422,"2022-05-04 12:30:22",0,0,3,2,0,0,3,4,1,3
1651667482,"2022-05-04 12:31:22",0,140,3,2,0,11,3,4,1,3
1651667542,"2022-05-04 12:32:22",0,140,3,2,0,11,3,4,1,3
1651667602,"2022-05-04 12:33:22",0,141,3,2,0,11,3,4,1,3
1651667662,"2022-05-04 12:34:22",0,139,3,2,0,11,3,4,1,3
1651667722,"2022-05-04 12:35:22",0,140,3,2,0,11,3,4,1,3
1651667782,"2022-05-04 12:36:22",0,140,3,2,0,11,3,4,1,3
1651667842,"2022-05-04 12:37:22",0,143,3,2,0,11,3,4,1,3
1651667902,"2022-05-04 12:38:22",0,144,3,2,0,12,3,4,1,3
1651667962,"2022-05-04 12:39:22",0,145,3,2,0,12,3,4,1,3
1651668022,"2022-05-04 12:40:22",0,142,3,2,0,11,3,4,1,3
1651668082,"2022-05-04 12:41:22",0,140,49.103756,3.3966284,0,11,49,7,1,3
1651668142,"2022-05-04 12:42:22",0,143,3,2,0,11,3,4,1,3
1651668202,"2022-05-04 12:43:22",0,140,3,2,0,11,3,4,1,3
1651668262,"2022-05-04 12:44:22",0,142,3,2,0,11,3,4,1,3
1651668322,"2022-05-04 12:45:22",0,139,3,2,0,11,3,4,1,3
1651668382,"2022-05-04 12:46:22",0,142,3,2,0,11,3,4,1,3
1651668442,"2022-05-04 12:47:22",0,138,3,2,0,11,3,4,1,3
1651668502,"2022-05-04 12:48:22",0,142,3,2,0,11,3,4,1,3
1651668562,"2022-05-04 12:49:22",0,143,3,2,0,11,3,4,1,3
1651668622,"2022-05-04 12:50:22",0,142,3,2,0,11,3,4,1,3
1651668682,"2022-05-04 12:51:22",0,144,25.034502,2,0,12,25,4,1,3
1651668742,"2022-05-04 12:52:22",0,139,3,2,0,11,3,4,1,3
1651668802,"2022-05-04 12:53:22",0,140,3,2,0,11,3,4,1,3
1651668862,"2022-05-04 12:54:22",0,141,10.916203,2,0,11,11,4,1,3
1651668922,"2022-05-04 12:55:22",0,141,3,2,0,11,3,4,1,3
1651668982,"2022-05-04 12:56:22",0,141,3,2,0,11,3,4,1,3
1651669042,"2022-05-04 12:57:22",0,140,3,2,0,11,3,4,1,3
1651669102,"2022-05-04 12:58:22",0,140,3,2,0,11,3,4,1,3
1651669162,"2022-05-04 12:59:22",0,143,3,2,0,11,3,4,1,3
1651669222,"2022-05-04 13:00:22",0,141,3,2,0,11,3,4,1,3
1651669282,"2022-05-04 13:01:22",0,140,3,2,0,11,3,4,1,3
1651669342,"2022-05-04 13:02:22",0,137,3,2,0,11,3,4,1,3
1651669402,"2022-05-04 13:03:22",0,139,3.2920208,2,0,11,3,4,1,3
1651669462,"2022-05-04 13:04:22",0,141,3,2,0,11,3,4,1,3
1651669522,"2022-05-04 13:05:22",0,141,3,2,0,11,3,4,1,3
1651669582,"2022-05-04 13:06:22",0,140,3,2,0,11,3,4,1,3
1651669642,"2022-05-04 13:07:22",0,139,3,2,0,11,3,4,1,3
1651669702,"2022-05-04 13:08:22",0,140,3,2,0,11,3,4,1,3
1651669762,"2022-05-04 13:09:22",0,140,3,2,0,11,3,4,1,3
1651669822,"2022-05-04 13:10:22",0,141,3,2,0,11,3,4,1,3
1651669882,"2022-05-04 13:11:22",0,138,3,2,0,11,3,4,1,3
1651669942,"2022-05-04 13:12:22",0,138,3,2,0,11,3,4,1,3
1651670002,"2022-05-04 13:13:22",0,136,3,2,0,11,3,4,1,3
1651670062,"2022-05-04 13:14:22",0,138,3,2,0,11,3,4,1,3
1651670122,"2022-05-04 13:15:22",0,138,3,2,0,11,3,4,1,3
1651670182,"2022-05-04 13:16:22",0,137,3,2,0,11,3,4,1,3
1651670242,"2022-05-04 13:17:22",0,139,3,2,0,11,3,4,1,3
1651670302,"2022-05-04 13:18:22",0,138,3,2,0,11,3,4,1,3
1651670362,"2022-05-04 13:19:22",0,138,3,2,0,11,3,4,1,3
1651670422,"2022-05-04 13:20:22",0,138,3,2,0,11,3,4,1,3
1651670482,"2022-05-04 13:21:22",0,140,3,2,0,11,3,4,1,3
1651670542,"2022-05-04 13:22:22",0,136,3,2,0,11,3,4,1,3
1651670602,"2022-05-04 13:23:22",0,135,3,2,0,11,3,4,1,3
1651670662,"2022-05-04 13:24:22",0,136,3,2,0,11,3,4,1,3
1651670722,"2022-05-04 13:25:22",0,137,3,2,0,11,3,4,1,3
1651670782,"2022-05-04 13:26:22",0,139,3,2,0,11,3,4,1,3
1651670842,"2022-05-04 13:27:22",0,138,3,2,0,11,3,4,1,3
1651670902,"2022-05-04 13:28:22",0,139,3,2,0,11,3,4,1,3
1651670962,"2022-05-04 13:29:22",0,137,3,2,0,11,3,4,1,3
1651671022,"2022-05-04 13:30:22",0,135,3,2,0,11,3,4,1,3
1651671082,"2022-05-04 13:31:22",0,138,3,2,0,11,3,4,1,3
1651671142,"2022-05-04 13:32:22",0,136,3,2,0,11,3,4,1,3
1651671202,"2022-05-04 13:33:22",0,136,3,2,0,11,3,4,1,3
1651671262,"2022-05-04 13:34:22",0,139,11.346156,2,0,11,11,4,1,3
1651671322,"2022-05-04 13:35:22",0,137,3,2,0,11,3,4,1,3
1651671382,"2022-05-04 13:36:22",0,135,6.3674293,2,0,11,6,4,1,3
1651671442,"2022-05-04 13:37:22",0,137,3,2,0,11,3,4,1,3
1651671502,"2022-05-04 13:38:22",0,139,3,2,0,11,3,4,1,3
1651671562,"2022-05-04 13:39:22",0,138,3,2,0,11,3,4,1,3
1651671622,"2022-05-04 13:40:22",0,137,3,2,0,11,3,4,1,3
1651671682,"2022-05-04 13:41:22",0,135,3,2,0,11,3,4,1,3
1651671742,"2022-05-04 13:42:22",0,140,3,2,0,11,3,4,1,3
1651671802,"2022-05-04 13:43:22",0,137,3,2,0,11,3,4,1,3
1651671862,"2022-05-04 13:44:22",0,134,3,2,0,11,3,4,1,3
1651671922,"2022-05-04 13:45:22",0,140,3,2,0,11,3,4,1,3
1651671982,"2022-05-04 13:46:22",0,138,3,2,0,11,3,4,1,3
1651672042,"2022-05-04 13:47:22",0,137,3,2,0,11,3,4,1,3
1651672102,"2022-05-04 13:48:22",0,134,3,2,0,11,3,4,1,3
1651672162,"2022-05-04 13:49:22",0,135,3,2,0,11,3,4,1,3
1651672222,"2022-05-04 13:50:22",0,138,3,2,0,11,3,4,1,3
1651672282,"2022-05-04 13:51:22",0,136,3,2,0,11,3,4,1,3
1651672342,"2022-05-04 13:52:22",0,135,8.548765,2,0,11,9,4,1,3
1651672402,"2022-05-04 13:53:22",0,135,3,2,0,11,3,4,1,3
1651672462,"2022-05-04 13:54:22",0,135,3,2,0,11,3,4,1,3
1651672522,"2022-05-04 13:55:22",0,134,3,2,0,11,3,4,1,3
1651672582,"2022-05-04 13:56:22",0,135,3,2,0,11,3,4,1,3
1651672642,"2022-05-04 13:57:22",0,133,3,2,0,11,3,4,1,3
1651672702,"2022-05-04 13:58:22",0,132,48.364418,2.6225576,0,11,48,5,1,3
1651672762,"2022-05-04 13:59:22",0,132,3,2,0,11,3,4,1,3
1651672822,"2022-05-04 14:00:22",0,133,3,2,0,11,3,4,1,3
1651672882,"2022-05-04 14:01:22",0,134,3,2,0,11,3,4,1,3
1651672942,"2022-05-04 14:02:22",0,131,3,2,0,10,3,4,1,3
1651673002,"2022-05-04 14:03:22",0,131,3,2,0,10,3,4,1,3
