siteID,depMEAN_NO2__Plume,depMEAN_VOC__Plume,depMEAN_pm_10__Plu,depMEAN_pm_1__Plum,depMEAN_pm_2_5__Pl,siteID_INT,p_XCOORD,p_YCOORD,pG_tri_raster_val,pG_slope_raster_val,pG_hw_raster_val,pG_hs_raster_val,pG_rr_raster_val,pD_parkd_none_dist,pD_waterd_none_dist,pG_park_raster_val,pG_waterd_raster_val,pG_elev_raster_val,pD_soundd_none_dist,pF_trid_none_dist,pE_hwd_none_dist,pE_hsd_none_dist,pE_rrd_none_dist
12,28.0,2.0,4.0,3.0,4.0,12,1159218.1087017208,674659.2735022306,0.0,0.45079371333122253,0.0,1.0,0.0,3281.285666125917,3730.1731880309794,1.0,2.0,115.57674407958984,27157.841471693497,8911.821151856178,9640.177055228602,151.69688180990005,5819.153382831126
13,28.0,2.0,6.0,3.0,4.0,13,1159211.9456562996,674661.6137206405,0.0,0.41104742884635925,0.0,1.0,0.0,3277.6260338766433,3725.163672898202,1.0,2.0,115.57674407958984,27155.831310759677,8906.283969971475,9634.068555004744,157.94727930377584,5822.998554701477
14,32.0,3.0,0.0,0.0,0.0,14,1159210.7025485486,674661.6442323923,0.0,0.41104742884635925,0.0,1.0,0.0,3277.3194311140774,3724.0043061088086,1.0,2.0,115.57674407958984,27155.866923862202,8905.074808106563,9633.137040835874,159.19062455848928,5824.017998182064
15,32.0,3.0,0.0,0.0,0.0,15,1159208.4824086428,674662.4283515662,0.0,0.41104742884635925,0.0,1.0,0.0,3276.061520241236,3722.1811328042772,1.0,2.0,115.57674407958984,27155.202078245413,8903.068176094965,9630.976882306755,161.43991259441242,5825.435696468048
16,27.0,2.0,3.0,3.0,4.0,16,1159209.9922481328,674663.1209354699,0.0,0.41104742884635925,0.0,1.0,0.0,3275.721710446632,3723.8363564625674,1.0,2.0,115.57674407958984,27154.430096657765,8904.689629142946,9631.611568822169,159.9585092311764,5823.79451733809
17,30.0,2.0,18.0,3.0,7.0,17,1159207.754391715,674663.1760534793,0.0,0.41104742884635925,0.0,1.0,0.0,3275.170933517268,3721.7498076382444,1.0,2.0,115.57674407958984,27154.494225940012,8902.513039719237,9629.934602463414,162.19680070242757,5825.629625676082
18,30.0,2.0,18.0,3.0,7.0,18,1159209.7524192184,674663.49166964,0.0,0.41104742884635925,0.0,1.0,0.0,3275.3069225824693,3723.7364444704513,1.0,2.0,115.57674407958984,27154.072650302263,8904.53283495823,9631.183535127599,160.2127473006176,5823.78968322642
19,0.0,2.0,3.0,3.0,4.0,19,1159209.5129183829,674663.86240381,0.0,0.41104742884635925,0.0,1.0,0.0,3274.8922146586315,3723.6368907787046,1.0,2.0,115.57674407958984,27153.715188957907,8904.376380693902,9630.75574302518,160.46665754533035,5823.784575617488
20,3.0,5.0,3.0,3.0,4.0,20,1154533.6318502277,688860.3648506403,0.0,0.6532707810401917,2.0,4.0,0.0,974.0800458445788,2652.3014541944663,2.0,1.0,105.41707611083984,14273.116803700208,8628.90755922497,911.1352976545483,2205.772790343408,7473.4449247513885
21,0.0,0.0,0.0,0.0,0.0,21,1154597.1497678012,688945.2593658864,0.0,0.19821056723594666,2.0,3.0,0.0,1000.8183159556138,2751.8454982699745,2.0,1.0,104.65937042236328,14169.452778499282,8665.160345236973,949.2882499515988,2274.7797124512394,7390.622010127296
22,5.0,5.0,0.0,0.0,0.0,22,1154558.6213015616,688955.700617969,0.0,0.4755711257457733,2.0,3.0,0.0,1032.0587075418573,2750.8215270734586,2.0,1.0,104.65937042236328,14176.080881072381,8625.252741560833,909.4086806279217,2235.991595663424,7425.401407976568
23,20.0,2.0,17.0,3.0,4.0,23,1166596.3954543024,692492.9464962333,0.0,0.8047378063201904,1.0,4.0,1.0,1182.534589931219,3935.084221206377,7.0,2.0,91.99618530273438,10959.344678687592,8992.853554456533,4519.379255526068,209.6941341787373,4833.18282695697
24,20.0,2.0,17.0,3.0,4.0,24,1166604.368535474,692514.2794588059,0.0,0.8047378063201904,1.0,4.0,1.0,1191.5867317008365,3918.8087898287636,7.0,2.0,91.99618530273438,10945.532166767041,8976.302379980285,4516.343976545228,217.00285939118962,4842.451169786192
25,23.0,2.0,61.0,3.0,9.0,25,1166620.2861545533,692514.624274388,0.0,0.8047378063201904,1.0,4.0,1.0,1180.5135075043295,3904.242955055067,7.0,2.0,91.99618530273438,10953.735238781443,8982.20177063903,4530.24200249293,232.90216992339623,4858.359913779922
26,19.0,2.0,26.0,3.0,5.0,26,1166609.7356507182,692520.3519532233,0.0,0.8047378063201904,1.0,4.0,1.0,1192.0306066257008,3911.379077982262,7.0,2.0,91.99618530273438,10943.258843440257,8972.805332173773,4518.237657261161,222.17937845507691,4848.18113675208
27,18.0,2.0,70.0,3.0,10.0,27,1166603.9229983091,692526.694788307,0.0,0.8047378063201904,1.0,4.0,1.0,1200.6245813938351,3913.98078757166,7.0,2.0,91.99618530273438,10934.792696733655,8964.69655111947,4510.133109337673,216.17311965739782,4842.7690497151925
28,18.0,2.0,70.0,3.0,10.0,28,1166602.7779874653,692530.7357907295,0.0,0.8047378063201904,1.0,4.0,1.0,1204.2871338368936,3913.3244695739336,7.0,2.0,91.99618530273438,10930.764187846587,8960.529143862905,4507.232777907231,214.90353614142384,4841.87440772847
29,19.0,1.0,27.0,3.0,6.0,29,1166593.3459197283,692531.3286373168,0.0,0.8047378063201904,1.0,4.0,1.0,1211.4002952761277,3921.6421845489886,7.0,2.0,91.99618530273438,10925.23150656111,8956.305854849537,4498.616801959445,205.45763446796687,4832.496562770579
30,19.0,2.0,3.0,3.0,4.0,30,1166601.3048933,692531.5012091398,0.0,0.8047378063201904,1.0,4.0,1.0,1205.8707759037043,3914.341340861667,7.0,2.0,91.99618530273438,10929.330722395995,8959.24953189473,4505.572732053323,213.4074486085466,4840.451108564788
31,19.0,2.0,38.0,3.0,5.0,31,1166613.7356427163,692531.5655134767,0.0,0.8047378063201904,1.0,4.0,1.0,1197.1433472007598,3903.029852791799,7.0,2.0,91.99618530273438,10935.915072284992,8964.04819010558,4516.539097806736,225.83024680297865,4852.862336931516
32,18.0,2.0,126.0,4.0,22.0,32,1166604.6756214648,692537.2571031451,0.0,0.8047378063201904,1.0,4.0,1.0,1207.5632528976867,3908.871641704223,7.0,2.0,91.99618530273438,10926.263312712104,8955.26678515484,4505.870944056549,216.5983407068938,4844.169011602992
33,19.0,2.0,67.0,3.0,9.0,33,1166636.4931431413,692537.2177331448,0.0,0.8047378063201904,1.0,4.0,1.0,1185.3323457496724,3880.005579296203,7.0,2.0,92.04852294921875,10943.323548637683,8967.783617463834,4534.071729912416,248.401825866944,4875.924039761234
34,19.0,1.0,35.0,3.0,9.0,34,1166594.8350899667,692541.5084069818,0.0,0.8047378063201904,1.0,4.0,1.0,1217.5199705255818,3916.0428548150885,7.0,2.0,91.99618530273438,10917.41497134988,8947.511312878709,4495.182787151619,206.63089420482646,4834.608184315319
35,19.0,2.0,3.0,3.0,4.0,35,1166621.3019005507,692546.3410744816,0.0,0.8047378063201904,1.0,4.0,1.0,1202.4330341514753,3889.9707539848387,7.0,2.0,91.02021789550781,10927.48012835331,8953.421665501493,4516.383206245979,232.93538074373777,4861.321855045889
36,20.0,2.0,17.0,3.0,4.0,36,1166710.4178640544,692613.1424500644,0.0,0.6051057577133179,1.0,4.0,1.0,1193.8484684740401,3781.172981378711,7.0,2.0,90.95433044433594,10919.359164080674,8927.637055254881,4565.604037263479,319.940243023178,4954.54344300672
37,19.0,1.0,35.0,3.0,9.0,37,1166711.4201586396,692613.4830005616,0.0,0.6051057577133179,1.0,4.0,1.0,1193.4894564800077,3780.119399575673,7.0,2.0,90.95433044433594,10919.61886634688,8927.730300999297,4566.351908329986,320.93151256416996,4955.565971241307
38,19.0,1.0,27.0,3.0,6.0,38,1166710.6750813872,692613.5010451376,0.0,0.6051057577133179,1.0,4.0,1.0,1193.968208432265,3780.7908781559586,7.0,2.0,90.95433044433594,10919.198268951506,8927.412871082824,4565.675856348369,320.18623383882027,4954.823695434511
39,19.0,2.0,26.0,3.0,5.0,39,1166709.929676056,692613.5190897286,0.0,0.6051057577133179,1.0,4.0,1.0,1194.447438326289,3781.462683348592,7.0,2.0,90.95433044433594,10918.777527702732,8927.095359617182,4564.999531767691,319.4406271917028,4954.081092260784
40,20.0,2.0,17.0,3.0,4.0,40,1166711.1895160526,692614.2182353139,0.0,0.6051057577133179,1.0,4.0,1.0,1194.2081415934147,3780.026710387041,7.0,2.0,90.95433044433594,10918.876525064143,8926.964551269715,4565.819619078346,320.67821546941025,4955.38420029244
41,19.0,2.0,52.5,3.0,7.0,41,1166710.4441107213,692614.2362798899,0.0,0.6051057577133179,1.0,4.0,1.0,1194.6869650898382,3780.698553370081,7.0,2.0,90.95433044433594,10918.455737494221,8926.646982364147,4565.143234639622,319.93260882252184,4954.641597117552
42,18.0,2.0,126.0,4.0,22.0,42,1166709.699033469,692614.2543244809,0.0,0.6051057577133179,1.0,4.0,1.0,1195.1658572134768,3781.37012501482,7.0,2.0,90.95433044433594,10918.035163132135,8926.329596903155,4564.467165934771,319.1873300967067,4953.8993213117
43,19.0,2.0,3.0,3.0,4.0,43,1166710.950015217,692614.5889694691,0.0,0.6051057577133179,1.0,4.0,1.0,1194.647333679433,3780.0923063572736,7.0,3.0,90.95433044433594,10918.435159267086,8926.528666536235,4565.440765158596,320.4273504151257,4955.169609377453
44,19.0,2.0,3.0,3.0,4.0,44,1166710.2046098858,692614.6066859812,0.0,0.6051057577133179,1.0,4.0,1.0,1195.125879727634,3780.764321717425,7.0,3.0,90.95433044433594,10918.014646887063,8926.211402994166,4564.764510374708,319.6817539263874,4954.426984619198
45,18.0,2.0,70.0,3.0,10.0,45,1166710.9585453868,692614.9534700662,0.0,0.6051057577133179,1.0,4.0,1.0,1194.927095777923,3779.9344750027667,7.0,3.0,90.95433044433594,10918.13400913871,8926.198669846499,4565.287103618114,320.4245904528755,4955.202101975241
46,23.0,2.0,61.0,3.0,9.0,46,1166709.9651090503,692614.9774201363,0.0,0.6051057577133179,1.0,4.0,1.0,1195.5650524374203,3780.830005370376,7.0,3.0,90.95433044433594,10917.57328104368,8925.775524043036,4564.385652109514,319.4308888723392,4954.212393704211
47,18.0,2.0,70.0,3.0,10.0,47,1166711.2160907984,692615.3120651394,0.0,0.6051057577133179,1.0,4.0,1.0,1195.0471831388816,3779.5521561901373,7.0,3.0,90.95433044433594,10917.9733467383,8925.974670419942,4565.359394622768,320.6709091902928,4955.48268177114
48,33.0,1.0,41.0,3.0,8.0,48,1149708.4856606424,694953.566246897,4.0,0.8769446015357971,4.0,5.0,8.0,2003.3091845516992,5013.381786278948,3.0,1.0,92.81172943115234,12783.567535586275,1850.109346939452,1990.24090353108,364.1654940116682,2224.6955378417497
49,32.0,2.0,16.0,3.0,4.0,49,1149682.715370968,694956.7657155544,4.0,0.8769446015357971,4.0,5.0,8.0,2018.7368462252573,5016.061535640796,3.0,1.0,92.81172943115234,12803.423201379723,1829.2281913683776,2015.7967290066204,387.9416906265537,2204.617586352959
50,25.0,1.0,3.0,3.0,4.0,50,1149668.932590142,694962.2187886387,4.0,0.4618975520133972,4.0,5.0,8.0,2024.3926254762155,5013.907952369641,3.0,1.0,92.81172943115234,12812.015535977504,1815.514105153441,2029.275951496443,399.8127009001422,2191.1677987145
51,30.0,1.0,58.0,5.0,14.0,51,1149598.4287941456,694975.660034731,4.0,0.26425957679748535,4.0,5.0,8.0,2064.790047810397,5017.410836576662,4.0,2.0,92.44490814208984,12863.956184351358,1755.8803554777116,2099.0764426515634,465.6892513308658,2132.847407435303
52,26.0,0.0,0.0,0.0,0.0,52,1149603.4241909683,694976.6295209825,4.0,0.26425957679748535,4.0,5.0,8.0,2060.531201237208,5015.264117124466,4.0,2.0,92.44490814208984,12859.230114114216,1758.7135526457153,2094.0444092716584,460.6006812281086,2135.580831721832
53,30.0,1.0,3.0,3.0,4.0,53,1149677.1445159763,694982.4451261461,4.0,0.26425957679748535,4.0,5.0,8.0,2004.185511000313,4992.335169956358,4.0,1.0,92.81172943115234,12794.12756900726,1807.4946291536096,2020.1460021357311,387.17650648229693,2182.1706182806074
54,30.0,1.0,3.0,3.0,4.0,54,1149791.62886706,694998.1855802238,4.0,0.9097891449928284,4.0,5.0,8.0,1914.0886427188816,4951.89592462125,3.0,1.0,94.21508026123047,12689.550968235586,1882.1261479009731,1905.1454881883985,272.04409032402657,2249.3277900982102
55,25.0,1.0,3.0,3.0,4.0,55,1149551.3540851325,695011.5005142242,4.0,0.10974954068660736,4.0,5.0,8.0,2074.4519592379484,4994.309826764797,4.0,2.0,92.23582458496094,12884.291364789513,1697.30590677317,2144.9145779219843,507.1469932339599,2074.481459429952
56,24.0,1.0,3.0,3.0,4.0,56,1149684.6917449683,695015.8223559707,4.0,0.6736993193626404,4.0,5.0,8.0,1975.1541637418547,4958.116797260499,4.0,2.0,92.81172943115234,12769.6825187691,1790.3240901183347,2011.5107993533063,374.16687071094753,2163.1859593078098
57,29.0,1.0,94.0,3.0,13.0,57,1149692.9164660573,695016.7111337334,4.0,0.6736993193626404,4.0,5.0,8.0,1968.7197201780145,4955.368503547134,4.0,2.0,92.81172943115234,12762.287852871792,1795.810584275435,2003.2668907126988,365.89564098933863,2168.2099854854405
58,33.0,1.0,41.0,3.0,8.0,58,1149811.8463463038,695021.3945233077,8.0,0.9097891449928284,4.0,5.0,8.0,1883.3164334854675,4925.00501298412,3.0,1.0,94.21508026123047,12659.93929207897,1882.6310646336676,1884.25945087044,247.53547146202357,2246.2544104939266
59,30.0,1.0,58.0,5.0,14.0,59,1149806.1422894746,695021.9023963064,8.0,0.9097891449928284,4.0,5.0,8.0,1886.7891500631215,4925.68339003122,3.0,1.0,94.21508026123047,12664.441724307895,1877.9179876264238,1889.950300710361,253.07887119348035,2241.9788202610184
60,32.0,2.0,16.0,3.0,4.0,60,1149813.1340733916,695023.1865144819,8.0,0.9097891449928284,4.0,5.0,8.0,1881.124602459713,4922.986729710328,3.0,1.0,94.21508026123047,12657.882155635738,1882.4803417274939,1882.931327334949,245.97155655644593,2245.8299964530156
61,26.0,0.0,0.0,0.0,0.0,61,1149812.3889961392,695023.2052152306,8.0,0.9097891449928284,4.0,5.0,8.0,1881.612865919405,4923.121456034011,3.0,1.0,94.21508026123047,12658.49624854037,1881.8942578850986,1883.6758039976517,246.70398160572523,2245.306230303881
62,29.0,1.0,94.0,3.0,13.0,62,1149807.1813293844,695023.7006210536,8.0,0.9097891449928284,4.0,5.0,8.0,1884.761354126114,4923.709324440493,3.0,1.0,94.21508026123047,12662.58982149378,1877.5680984907897,1888.8712625484575,251.76855197537913,2241.3795928730115
63,30.0,1.0,3.0,3.0,4.0,63,1149784.777502805,695032.2882023156,8.0,0.9097891449928284,4.0,5.0,8.0,1893.6979099854118,4919.99002841497,3.0,1.0,94.21508026123047,12676.69487720239,1854.8594626724966,1911.1030344691717,272.8329529227616,2219.781199877561
64,39.0,2.0,44.0,3.0,8.0,64,1158375.2458861321,697871.3944007307,4.0,1.6580138206481934,11.0,5.0,11.0,856.353504505828,7750.756961558194,5.0,0.0,93.32231140136719,4490.1619288732,4919.270752988495,225.1195754346853,1172.2275937587765,1277.0778264853204
65,36.0,2.0,6.0,3.0,4.0,65,1158393.2989996374,697877.8822486401,4.0,3.7854413986206055,11.0,5.0,11.0,874.9998203344119,7766.558503043431,5.0,0.0,93.32231140136719,4475.90615945039,4935.9135897849055,227.28113880755072,1174.7334120572566,1276.7810213977668
66,0.0,2.0,10.0,3.0,4.0,66,1158375.975871548,697880.8625576496,4.0,3.7854413986206055,11.0,5.0,11.0,862.2217007394788,7749.047208346165,5.0,0.0,93.32231140136719,4481.481890167739,4918.33611568613,216.9496028395103,1164.1464673509968,1268.3327437142113
67,0.0,2.0,10.0,3.0,4.0,67,1158407.8957552165,697895.4009143859,4.0,3.7854413986206055,11.0,5.0,11.0,896.8323552971236,7776.2466795534465,5.0,0.0,94.83979034423828,4453.57565379941,4947.2856888874285,218.02034859877492,1165.8508569103299,1265.2264405584203
68,40.0,2.0,26.0,3.0,8.0,68,1158484.4293948114,697894.9773588032,4.0,2.926389455795288,11.0,5.0,11.0,961.2687208537938,7850.443965298653,5.0,0.0,94.83979034423828,4418.431976708444,5022.796533017306,252.23456213804704,1201.2971860700627,1294.0343141410574
69,35.0,2.0,23.0,3.0,6.0,69,1158412.650666967,697896.7431033105,4.0,3.7854413986206055,11.0,5.0,11.0,901.5359103222551,7780.510862680555,5.0,0.0,94.83979034423828,4450.154109567872,4951.7442642097585,218.91851074518445,1166.8367066584772,1265.6180185686085
70,40.0,2.0,40.0,3.0,7.0,70,1158440.3274488896,697900.4406024814,4.0,2.926389455795288,11.0,5.0,11.0,926.7280391978092,7806.375517030329,5.0,0.0,94.83979034423828,4433.936575410399,4978.402474418551,227.83741301562483,1176.2325182128493,1272.1008188225462
71,36.0,2.0,119.0,6.0,21.0,71,1158444.8428598046,697902.1535255611,4.0,2.926389455795288,11.0,5.0,11.0,931.4522631420155,7810.319331318459,5.0,0.0,94.83979034423828,4430.319328572843,4982.567395668018,228.2971569063295,1176.7791005945112,1272.183516605635
72,40.0,2.0,40.0,3.0,7.0,72,1158438.9268611372,697904.1233378947,4.0,2.926389455795288,11.0,5.0,11.0,927.5526795696975,7804.098828154145,5.0,0.0,94.83979034423828,4431.330560219007,4976.405444129745,223.91491892546884,1172.3173867222988,1268.1611534438405
73,40.0,2.0,26.0,3.0,8.0,73,1158435.9642686397,697904.9261578023,4.0,2.926389455795288,11.0,5.0,11.0,925.5090129984056,7801.029614294935,5.0,0.0,94.83979034423828,4432.00255163049,4973.350399220405,221.88509595076243,1170.246269650916,1266.3243785650207
74,39.0,2.0,44.0,3.0,8.0,74,1158413.9311762154,697908.3867808133,4.0,3.7854413986206055,11.0,5.0,11.0,909.080986964521,7778.8307794545935,5.0,0.0,94.83979034423828,4439.277647430046,4951.048781905718,209.04053123264788,1157.0741675652885,1255.1638516563698
75,37.0,2.0,7.0,3.0,4.0,75,1158485.5153506398,697908.8149295598,4.0,2.926389455795288,11.0,5.0,11.0,969.4093386807708,7848.055597380327,5.0,0.0,94.83979034423828,4405.632583607742,5021.571749892219,240.3027091965301,1189.495488750271,1281.7794255574495
76,35.0,2.0,23.0,3.0,6.0,76,1158416.9833354652,697911.2306071371,4.0,2.926389455795288,11.0,5.0,11.0,913.2030172891778,7781.075744810663,5.0,0.0,94.83979034423828,4435.331633538829,4953.584351696676,207.83900458425663,1155.94506101337,1253.5857514882243
77,36.0,2.0,6.0,3.0,4.0,77,1158439.907830298,697923.8011200577,4.0,2.926389455795288,11.0,5.0,11.0,939.2346327425329,7800.157702213579,5.0,0.0,94.83979034423828,4413.472678860913,4974.125300167309,206.69813721006867,1155.2765991604408,1250.2600543030571
78,36.0,2.0,119.0,6.0,21.0,78,1158457.0993969738,697925.5671926439,4.0,2.926389455795288,11.0,5.0,11.0,954.5099526650201,7816.380367073401,5.0,0.0,94.83979034423828,4403.891668915155,4990.80068031394,212.71413267315327,1161.584510195688,1255.1792942620211
79,36.0,2.0,119.0,6.0,21.0,79,1158527.4726158082,698008.1165682226,4.0,5.67911958694458,10.0,5.0,15.0,1059.1834825768155,7864.8229680374125,5.0,0.0,92.31493377685547,4298.152954569,5047.706650774326,169.78038847392253,1120.458743607509,1207.9835603423082
80,40.0,2.0,26.0,3.0,8.0,80,1158533.7357266396,698010.1516691446,4.0,5.67911958694458,10.0,5.0,15.0,1065.4786108203775,7870.434548457869,5.0,0.0,92.31493377685547,4293.467088973307,5053.612211962691,170.72377744340776,1121.5221466833902,1208.6607133808413
81,37.0,2.0,7.0,3.0,4.0,81,1158533.9932720512,698010.5102642328,4.0,5.67911958694458,10.0,5.0,15.0,1065.895335180347,7870.600962550359,5.0,0.0,92.31493377685547,4293.030279646044,5053.815668672797,170.51598378984912,1121.3223019917966,1208.4372265139327
82,40.0,2.0,40.0,3.0,7.0,82,1158533.24786672,698010.5283088088,4.0,5.67911958694458,10.0,5.0,15.0,1065.2954309204015,7869.872054027285,5.0,0.0,92.31493377685547,4293.356510763356,5053.0753779830175,170.17026653120564,1120.9633234294247,1208.1187030542844
83,0.0,2.0,10.0,3.0,4.0,83,1158533.0264104754,698011.6283722222,4.0,5.67911958694458,10.0,5.0,15.0,1065.746508002968,7869.399229718941,5.0,0.0,92.31493377685547,4292.481062331807,5052.6985825082775,169.08563635936628,1119.8846720992374,1207.0232559352257
84,40.0,2.0,40.0,3.0,7.0,84,1158533.7806740552,698011.9748282284,4.0,5.67911958694458,10.0,5.0,15.0,1066.5628017782842,7870.051480352248,5.0,0.0,92.31493377685547,4291.826865609549,5053.3954877794595,169.10832228335798,1119.9243914350654,1207.0121294045957
85,0.0,2.0,10.0,3.0,4.0,85,1158533.5411732197,698012.3455623984,4.0,5.67911958694458,10.0,5.0,15.0,1066.5801493994043,7869.731892113298,5.0,0.0,92.31493377685547,4291.607556264036,5053.105412462209,168.66990401421998,1119.4850050548764,1206.576149268828
86,39.0,2.0,44.0,3.0,8.0,86,1158533.071357891,698013.4515313059,4.0,5.67911958694458,10.0,5.0,15.0,1066.8329204272547,7869.016449296688,5.0,0.0,92.31493377685547,4290.841082062299,5052.4823456849335,167.4701811995239,1118.2869562854169,1205.37467195898
87,40.0,2.0,26.0,3.0,8.0,87,1158535.1031779647,698015.225805983,4.0,5.67911958694458,10.0,5.0,15.0,1069.5159521090952,7870.577407536054,5.0,0.0,92.31493377685547,4288.331658136534,5054.2403318681345,166.77693862047417,1117.6515537613204,1204.5758292636713
88,39.0,2.0,3.0,3.0,4.0,88,1158534.109741643,698015.2504122257,4.0,5.67911958694458,10.0,5.0,15.0,1068.718577120342,7869.605699172774,5.0,0.0,92.31493377685547,4288.766215364425,5053.253520167504,166.31568519446884,1117.1702593634286,1204.1508086555987
89,35.0,2.0,23.0,3.0,6.0,89,1158533.3646643907,698015.2687848955,4.0,5.67911958694458,10.0,5.0,15.0,1068.120714615673,7868.876940657933,5.0,0.0,92.31493377685547,4289.092328326918,5052.513424847613,165.96981868264265,1116.8098054716638,1203.8321181735237
90,39.0,2.0,44.0,3.0,8.0,90,1158534.863677144,698015.5965401381,4.0,5.67911958694458,10.0,5.0,15.0,1069.5340825774013,7870.257953565807,5.0,0.0,92.31493377685547,4288.112377242581,5053.950480862827,166.33852037143436,1117.2120688110338,1204.1398491475015
91,36.0,2.0,6.0,3.0,4.0,91,1158532.876804471,698015.6454245597,4.0,5.67911958694458,10.0,5.0,15.0,1067.9399621165844,7868.3146028287965,5.0,0.0,92.31493377685547,4288.982128897288,5051.976891437197,165.41630777044054,1116.2505118657687,1203.2901078469667
92,35.5,2.0,14.5,3.0,5.0,92,1158534.1366444677,698016.3442420661,4.0,5.67911958694458,10.0,5.0,15.0,1069.3720131006369,7869.376447166663,5.0,0.0,92.31493377685547,4287.782376182137,5053.124448701322,165.34644193691307,1116.212819153657,1203.1616916625376
93,36.0,2.0,119.0,6.0,21.0,93,1158533.8882853836,698016.3501475602,4.0,5.67911958694458,10.0,5.0,15.0,1069.1727004606387,7869.133571303147,5.0,0.0,92.31493377685547,4287.891288062182,5052.877774905769,165.23134929415923,1116.0927163739564,1203.0556614718425
94,39.0,2.0,3.0,3.0,4.0,94,1158955.8775988817,699149.0506380647,1.0,1.6888824701309204,11.0,5.0,15.0,2177.1777765966017,8104.364302610175,6.0,0.0,64.40818786621094,3091.4198721008156,4458.704654963123,531.6316360190577,402.53060801204487,596.324015988666
95,56.0,2.0,15.0,3.0,4.0,95,1159962.092449978,700173.2900593877,1.0,0.8455676436424255,12.0,5.0,16.0,2158.4155275725698,8174.34640348793,6.0,0.0,29.170459747314453,1732.5702969006136,3201.3983232258756,203.8202982100661,367.02770090497023,462.40233601695695
96,53.0,2.0,0.0,0.0,0.0,96,1159962.3496673107,700173.6486544758,1.0,0.8455676436424255,12.0,5.0,16.0,2158.387259130369,8173.913728537402,6.0,0.0,29.170459747314453,1732.1444038545342,3201.077770875771,203.53059760585555,366.9389978713712,462.088955598936
97,53.0,2.0,0.0,0.0,0.0,97,1159964.2131806314,700178.710980311,1.0,0.8455676436424255,12.0,5.0,16.0,2159.4945848834855,8168.53305974689,6.0,0.0,29.170459747314453,1726.750031181786,3198.291626991654,201.2635706386132,364.486817858159,459.4078631531035
98,0.0,0.0,33.0,3.0,7.0,98,1159961.635429889,700195.19257465,1.0,0.5026631355285645,12.0,5.0,16.0,2170.478510690119,8154.578124664541,6.0,0.0,29.170459747314453,1712.229162738004,3197.765429487977,203.38109898582474,350.63470808161384,459.2029032316584
99,31.0,3.0,5.0,3.0,4.0,99,1164722.0471688956,700107.8325131387,7.0,2.4408457279205322,16.0,11.0,21.0,894.2620338990071,4868.732894460034,5.0,2.0,44.898502349853516,4267.5549190649745,1751.0491170768908,423.87798768003177,1854.1021674678652,1266.2236118212643
100,52.0,2.0,3.0,3.0,4.0,100,1160012.6848684698,700270.5588937253,1.0,0.5026631355285645,12.0,4.0,16.0,2169.758775346605,8064.877910933666,6.0,0.0,29.170459747314453,1623.806574583598,3134.451687348485,171.12325125925443,332.9337774050981,396.4978016942293
101,0.0,2.0,14.0,3.0,4.0,101,1160026.8961261362,700282.6153000593,1.0,0.9348276257514954,12.0,4.0,16.0,2165.0639674528,8048.051345537123,6.0,0.0,29.170459747314453,1607.6442710621625,3118.482924611923,164.86972693460964,336.7089760756551,380.65858865659004
102,0.0,3.0,3.0,3.0,4.0,102,1165510.4081249684,700206.549507305,7.0,1.226580023765564,16.0,11.0,22.0,1521.5946159111143,4095.5546689699145,5.0,2.0,21.376863479614258,4966.101703260844,2472.5825637622243,315.8060072731356,1317.7101349355378,1249.5006507441617
103,29.0,3.0,93.0,3.0,12.0,103,1165532.3680548072,700210.3953001499,7.0,1.0196809768676758,16.0,11.0,22.0,1533.6689775943976,4074.2779200413543,5.0,2.0,20.259456634521484,4985.6157026753735,2493.065495818591,313.29294546547567,1295.8362193177259,1247.927100627961
104,33.0,3.0,18.0,5.0,11.0,104,1165529.3342682272,700218.4953495562,7.0,1.0196809768676758,16.0,11.0,22.0,1539.9294937897043,4078.348766553773,5.0,2.0,20.259456634521484,4980.123360226083,2488.27008984956,305.0188368729577,1295.7688641313289,1239.5586434033094
105,0.0,3.0,3.0,3.0,4.0,105,1165525.1124918908,700218.5977115631,7.0,1.0196809768676758,16.0,11.0,22.0,1538.380034538404,4082.547046346073,5.0,2.0,20.259456634521484,4976.0950441983405,2484.1344470691474,304.6523410246487,1299.6804552556018,1239.0238823594452
106,19.0,3.0,17.0,3.0,5.0,106,1165529.5816430598,700228.7053028941,7.0,1.0196809768676758,16.0,11.0,22.0,1549.4298705742092,4079.465954965883,5.0,2.0,20.259456634521484,4977.068654731762,2486.224999942586,294.8444048424897,1291.9486082894384,1229.4278853737926
107,51.0,2.0,32.0,3.0,4.0,107,1159511.1848872155,700379.9149742275,1.0,1.856831431388855,12.0,3.0,16.0,2545.9598891405594,8186.632953587034,6.0,0.0,27.32737922668457,1753.2699235042917,3616.444963893567,678.31671546647,90.78776855465964,538.2507384201026
108,29.0,3.0,93.0,3.0,12.0,108,1165545.9359410554,700237.0651943088,7.0,1.0196809768676758,16.0,11.0,22.0,1563.5287354298937,4064.399955387629,5.0,2.0,20.259456634521484,4989.888551636078,2500.343597166467,287.52489459932883,1273.7089804137422,1222.7891835847543
109,31.0,3.0,5.0,3.0,4.0,109,1165602.3524948955,700247.7374170572,7.0,1.0196809768676758,16.0,11.0,22.0,1596.3404369827495,4010.0233778669876,5.0,2.0,19.381153106689453,5040.040406785124,2553.192356361959,280.4059757447858,1217.1266219532085,1217.9399402896213
