"esdcode","esdname","districtcode","schoolcode","districtname","schoolname","subject","indexall","indexamericanindian","indexasian","indexblack","indexhispanic","indexwhite","indexspecialed","indexltdenglish","indexlowincome","mettargetbeforeshall","mettargetbeforeshamerica","mettargetbeforeshasian","mettargetbeforeshblack","mettargetbeforeshhispanic","mettargetbeforeshwhite","mettargetbeforeshspecialed","mettargetbeforeshltdenglish","mettargetbeforeshlowincome","previousweightedcemetall","previousweightedcemetame","previousweightedcemetasian","previousweightedcemetblack","previousweightedcemethispanic","previousweightedcemetwhite","previousweightedcemetspecialed","previousweightedcemetltd","previousweightedcemetlowincome","reductionpercentall","reductionpercentamericanindian","reductionpercentasian","reductionpercentblack","reductionpercenthispanic","reductionpercentwhite","reductionpercentspecialed","reductionpercentltdenglish","reductionpercentlowincome","met10percentflagall","met10percentflagamericanindian","met10percentflagasian","met10percentflagblack","met10percentflaghispanic","met10percentflagwhite","met10percentflagspecialed","met10percentflagltdenglish","met10percentflaglowincome","metotherindicatorflagall","metotherindicatorflagame","metotherindicatorflagasian","metotherindicatorflagblack","metotherindicatorflaghispanic","metotherindicatorflagwhite","metotherindicatorflagspecialed","metotherindicatorflagltd","metotherindicatorflaglowincome","mettargetaftershflagall","mettargetaftershflagamer","mettargetaftershflagasian","mettargetaftershflagblack","mettargetaftershflaghispanic","mettargetaftershflagwhite","mettargetaftershflagspecialed","mettargetaftershflagltdenglish","mettargetaftershflaglowincome"
"17801","Puget Sound Educational Service District 121","27403","2807","Bethel School District","Bethel High School","Math","-16","-8.3","12.4","-20.8","0.4","-12.6","-46.7",,"-25.8","No","N<Required","N<Required","No","N<Required","No","No","N/A","No","30.8","11.1",,"19.5",,"34.1","9.5",,"24.6","13.3","15.6",,"5.9",,"12.2","-3",,"2.2","true","true",,"false",,"true","false",,"false","true","true","true","true","true","true","true",,"true","No","N<Required","N<Required","No","N<Required","No","No","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","2807","Bethel School District","Bethel High School","Reading","-2.6","5.7","12.8","9.9","12.8","-2.6","-49.4",,"-9","No","N<Required","N<Required","Yes","N<Required","No","No","N/A","No","83.1",,,,,"87.3","34.1",,"74.2","-21.3",,,,,"-70.9","-16.2",,"-26.6","false",,,,,"false","false",,"false","true","true","true",,"true","true","true",,"true","No","N<Required","N<Required","Yes","N<Required","No","No","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","3250","Bethel School District","Bethel Middle School","Math","-7.7",,,"-3.5",,"0.6",,,"-16","No","N<Required","No","No","No","Yes","No","N<Required","No","44.3",,,"30.8",,,,,"36.2","-3.7",,,"3.7",,,,,"-12.5","false",,,"false",,,,,"false","true",,,"true",,,,,"true","No","N<Required","No","No","No","Yes","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","3250","Bethel School District","Bethel Middle School","Reading","-27.5",,,"-24.4",,"-21.3","-58.6",,"-35.9","No","N<Required","No","No","No","No","No","N<Required","No","65.2",,,"59",,"66.4","15.7",,"57.7","-55.6",,,"-57.4",,"-50.5","-8.4",,"-62.4","false",,,"false",,"false","false",,"false","true",,,"true",,"true","true",,"true","No","N<Required","No","No","No","No","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","5174","Bethel School District","Bethel Online Academy","Math",,,,,,,,,,"N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,"false","false",,"false",,"false",,,,,,,,,,,,"N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N/A","N<Required"
"17801","Puget Sound Educational Service District 121","27403","5174","Bethel School District","Bethel Online Academy","Reading",,,,,,,,,,"N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,"false","false",,,,,,,,,,,,,,,,"N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N/A","N<Required"
"17801","Puget Sound Educational Service District 121","27403","4296","Bethel School District","Camas Prairie Elementary","Math","8.3",,,,,"20.3",,,"8.2","Yes","N<Required","N<Required","Yes","Yes","Yes","No","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","Yes","Yes","Yes","No","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","4296","Bethel School District","Camas Prairie Elementary","Reading","-8.8",,,,,"4.9",,,"-4.7","No","N<Required","N<Required","No","No","Yes","No","N/A","No","64.8",,,,,,,,"59.7","2.2",,,,,,,,"8.3","false",,,,,,,,"false","true",,,,,,,,"true","No","N<Required","N<Required","Yes","No","Yes","Yes","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","4186","Bethel School District","Cedarcrest Middle School","Math",,,,"-5.1","0.5",,,,"-6.9","No","N<Required","Yes","No","Yes","No","No","N/A","No",,,,"22",,,,,"32.8",,,,"17.6",,,,,"8.4",,,,"true",,,,,"false",,,,"true",,,,,"false","No","N<Required","Yes","No","Yes","No","No","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","4186","Bethel School District","Cedarcrest Middle School","Reading",,,,"-11.6","9.6",,,,"-2.9","No","N<Required","Yes","No","Yes","No","No","N/A","No",,,,"50",,,,,"48.5",,,,"2.9",,,,,"33.2",,,,"false",,,,,"true",,,,"true",,,,,"false","Yes","N<Required","Yes","No","Yes","Yes","No","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","4331","Bethel School District","Centennial Elementary","Math","11.5",,,,,"12.9","-20",,"17.6","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N/A","Yes",,,,,,,"14",,,,,,,,,"1.6",,,,,,,,,"false",,,,,,,,,"true",,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","4331","Bethel School District","Centennial Elementary","Reading","-5.8",,,,,"-4.8","-48.3",,"0.4","No","N<Required","N<Required","N<Required","Yes","No","No","N/A","Yes","66.5",,,,,"66.8","18",,,"6.3",,,,,"1.3","-3.2",,,"false",,,,,"false","false",,,"true",,,,,"true","true",,,"No","N<Required","N<Required","N<Required","Yes","No","No","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","1510","Bethel School District","Challenger Secondary School","Math","9.3",,,,,,,,,"N<Required","N<Required","N<Required","N/A","N<Required","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"N<Required","N<Required","N<Required","N/A","N<Required","N<Required","N<Required","N/A","N<Required"
"17801","Puget Sound Educational Service District 121","27403","1510","Bethel School District","Challenger Secondary School","Reading","12.8",,,,,,,,,"N<Required","N<Required","N<Required","N/A","N<Required","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"N<Required","N<Required","N<Required","N/A","N<Required","N<Required","N<Required","N/A","N<Required"
"17801","Puget Sound Educational Service District 121","27403","3649","Bethel School District","Chester H Thompson Elementary","Reading","-16.3",,,"-7",,"-11.5",,,"-9.1","No","N<Required","Yes","No","Yes","No","No","N/A","No","52.2",,,"48.6",,"51.7",,,"44.2","12.8",,,"9.5",,"12.7",,,"28.8","true",,,"true",,"true",,,"true","true",,,"true",,"true",,,"true","Yes","N<Required","Yes","Yes","Yes","Yes","No","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","2576","Bethel School District","Clover Creek Elementary","Math","8.5",,,,,"16.9",,,"11.8","Yes","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","2576","Bethel School District","Clover Creek Elementary","Reading","-6.9",,,,,"-0.3",,,"-4.8","No","N<Required","N<Required","N<Required","Yes","No","N<Required","N/A","No","60.5",,,,,"58.8",,,"48.1","6.9",,,,,"11.2",,,"16.5","false",,,,,"true",,,"true","true",,,,,"true",,,"true","No","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","4578","Bethel School District","Cougar Mountain Middle School","Math","-6.9",,,"-10.5",,"-2.6",,,"-10.8","No","N<Required","Yes","No","N<Required","No","No","N<Required","No","42.9",,,"18.5",,"46.9",,,"32.8","1.6",,,"10.2",,"-0.3",,,"2.4","false",,,"true",,"false",,,"false","true",,,"true",,"true",,,"false","No","N<Required","Yes","Yes","N<Required","No","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4578","Bethel School District","Cougar Mountain Middle School","Reading","-20.1",,,"-16.7",,"-17.9","-54.9",,"-21.6","No","N<Required","Yes","No","N<Required","No","No","N<Required","No","66.3",,,"63",,"69.7","22.8",,"55.2","-34.4",,,"-58",,"-47","-13.7",,"-18.4","false",,,"false",,"false","false",,"false","true",,,"true",,"true","true",,"false","No","N<Required","Yes","No","N<Required","No","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","2877","Bethel School District","Elk Plain School of Choice","Math","24.3",,,,,"26.8",,,,"Yes","N<Required","N<Required","Yes","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","Yes","N<Required","Yes","N<Required","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","2877","Bethel School District","Elk Plain School of Choice","Reading","0.4",,,,,"2.9",,,,"Yes","N<Required","N<Required","Yes","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","Yes","N<Required","Yes","N<Required","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","4099","Bethel School District","Evergreen Elementary","Math","24.6",,,,,"33.3",,,"23.1","Yes","N<Required","Yes","Yes","Yes","Yes","No","Yes","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","Yes","Yes","Yes","No","Yes","Yes"
"17801","Puget Sound Educational Service District 121","27403","4099","Bethel School District","Evergreen Elementary","Reading","-2.4",,,,,"3.3",,,"-3.2","No","N<Required","Yes","Yes","Yes","Yes","No","No","No","59",,,,,,,,"54.1","33.3",,,,,,,,"24.8","true",,,,,,,,"true","true",,,,,,,,"true","Yes","N<Required","Yes","Yes","Yes","Yes","No","Yes","Yes"
"17801","Puget Sound Educational Service District 121","27403","5159","Bethel School District","Frederickson Elementary","Math","18.5",,,,,"25.7",,,"24.1","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"17801","Puget Sound Educational Service District 121","27403","5159","Bethel School District","Frederickson Elementary","Reading","-8",,,,,"-2.2",,,"-8","No","N<Required","N<Required","N<Required","No","No","No","N<Required","No","59.6",,,,,"64.8",,,"51.6","18.1",,,,,"16.4",,,"10.1","true",,,,,"true",,,"true","true",,,,,"true",,,"true","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes"
"17801","Puget Sound Educational Service District 121","27403","4407","Bethel School District","Frontier Middle School","Math","0.2",,"19.8",,"9","2.7","-36.8",,"0.3","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,"5.6",,,,,,,,,"4.4",,,,,,,,,"false",,,,,"true",,,,"true",,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"17801","Puget Sound Educational Service District 121","27403","4407","Bethel School District","Frontier Middle School","Reading","-18.5",,"-4.4",,"-9.5","-15.5","-58",,"-21","No","N<Required","N<Required","N<Required","No","No","No","N<Required","No","57.3",,"50",,"42.9","60.5","6.9",,"46.5","-1.6",,"-3.4",,"8.3","-4.6","4.9",,"-0.3","false",,"false",,"false","false","false",,"false","true",,"true",,"true","true","true",,"false","No","N<Required","N<Required","N<Required","No","No","Yes","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4297","Bethel School District","Graham Elementary","Math","17.3",,,,,"20.4",,,"25.5","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","4297","Bethel School District","Graham Elementary","Reading","0.8",,,,,"3.1",,,"6.1","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","5033","Bethel School District","Graham Kapowsin High School","Math","6.3","37.6","13.3","18.9","16.6","7.8","-33.2",,"3.9","Yes","N<Required","Yes","N<Required","Yes","Yes","No","N/A","Yes",,,,,,,"10.6",,,,,,,,,"6.7",,,,,,,,,"false",,,,"true",,"true",,,"true",,,"Yes","N<Required","Yes","N<Required","Yes","Yes","No","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","5033","Bethel School District","Graham Kapowsin High School","Reading","1.8","12.8","7.9","6.9","1.5","5.2","-26",,"-3","Yes","N<Required","Yes","N<Required","Yes","Yes","No","N/A","No",,,,,,,"35.3",,"74.6",,,,,,,"15.4",,"-1.1",,,,,,,"true",,"false",,"true",,"true",,,"true",,"true","Yes","N<Required","Yes","N<Required","Yes","Yes","Yes","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","2748","Bethel School District","Kapowsin Elementary","Math","12",,,,,,,,"16.2","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","2748","Bethel School District","Kapowsin Elementary","Reading","-3.4",,,,,,,,"3","No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N/A","Yes","70.4",,,,,,,,,"1",,,,,,,,,"false",,,,,,,,,"true",,,,,,,,,"No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","5206","Bethel School District","Liberty Middle School","Math","-9.2",,,"-8.6",,"-3.5",,,"-13.9","No","N<Required","Yes","No","No","No","No","N<Required","No",,,,,,,,,,,,,,,,,,,"false",,,"false",,"false",,,"false","true",,,"true",,"true",,,"true","No","N<Required","Yes","No","No","No","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","5206","Bethel School District","Liberty Middle School","Reading","-25.9",,,"-26.7",,"-19.6","-48.8",,"-30.2","No","N<Required","No","No","No","No","No","N<Required","No",,,,,,,,,,,,,,,,,,,"false",,,"false",,"false","false",,"false","true",,,"true",,"true","true",,"true","No","N<Required","No","No","No","No","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4102","Bethel School District","Naches Trail Elementary","Math","20.2",,,"29.7",,"25.9",,,"22.5","Yes","N<Required","Yes","Yes","Yes","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","Yes","Yes","Yes","Yes","N<Required","Yes"
"32801","Educational Service District 101","33207","1819","Mary Walker School District","Parent Partner Program","Reading",,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"17801","Puget Sound Educational Service District 121","27403","4102","Bethel School District","Naches Trail Elementary","Reading","2.5",,,"12.3",,"5.6",,,"6.3","Yes","N<Required","Yes","Yes","Yes","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","Yes","Yes","Yes","Yes","N<Required","Yes"
"17801","Puget Sound Educational Service District 121","27403","5160","Bethel School District","Nelson Elementary School","Math","20",,,,,"21.2",,,"24.1","Yes","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","5160","Bethel School District","Nelson Elementary School","Reading","3.6",,,,,"5.5",,,"10.2","Yes","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","4538","Bethel School District","North Star Elementary","Math","9.3",,,,,"15.4",,,"7.5","Yes","N<Required","Yes","Yes","Yes","Yes","No","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","Yes","Yes","Yes","No","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","4538","Bethel School District","North Star Elementary","Reading","-12.6",,,,,"-7.8","-51.4",,"-12.7","No","N<Required","Yes","No","Yes","No","No","N/A","No","65.4",,,,,"65.9","16.7",,"56.7","-9.6",,,,,"-3.5","-2.3",,"-8.4","false",,,,,"false","false",,"false","true",,,,,"true","true",,"true","No","N<Required","Yes","No","Yes","No","No","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","4381","Bethel School District","Pioneer Valley Elementary","Math","2.5",,,,,"9.3",,,"5.2","Yes","N<Required","N<Required","Yes","Yes","Yes","No","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","Yes","Yes","Yes","Yes","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","4381","Bethel School District","Pioneer Valley Elementary","Reading","-6.1",,,"13",,"-4.8",,,"-3.4","No","N<Required","N<Required","Yes","Yes","No","No","N/A","No","64.7",,,,,"67.6",,,"48.2","11.7",,,,,"-1.5",,,"23.6","true",,,,,"false",,,"true","true",,,,,"true",,,"true","Yes","N<Required","N<Required","Yes","Yes","No","Yes","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","4227","Bethel School District","Rocky Ridge Elementary","Math","-3.3",,,,,"1.6",,,"-1.5","No","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","No","37.1",,,,,,,,"35.1","8.2",,,,,,,,"3.7","false",,,,,,,,"false","true",,,,,,,,"true","No","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4227","Bethel School District","Rocky Ridge Elementary","Reading","-13.8",,,,,"-8.7",,,"-11.2","No","N<Required","N<Required","N<Required","No","No","No","N<Required","No","57.6",,,,,"60.2",,,"54.2","7",,,,,"9",,,"5.3","false",,,,,"false",,,"false","true",,,,,"true",,,"true","No","N<Required","N<Required","N<Required","No","No","Yes","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","2543","Bethel School District","Roy Elementary","Math","13.7",,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","2543","Bethel School District","Roy Elementary","Reading","-13.1",,,,,,,,,"No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N/A","No","56.5",,,,,,,,,"-5.8",,,,,,,,,"false",,,,,,,,,"true",,,,,,,,,"No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","4103","Bethel School District","Shining Mountain Elementary","Math","11",,,,,"22",,,"5.8","Yes","N<Required","Yes","Yes","Yes","Yes","No","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","Yes","Yes","Yes","No","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","4103","Bethel School District","Shining Mountain Elementary","Reading","-7.8",,,,,"0.7",,,"-3.3","No","N<Required","Yes","No","Yes","Yes","No","N/A","No","66.1",,,,,,,,"53.2","-3.1",,,,,,,,"14.1","false",,,,,,,,"true","true",,,,,,,,"true","No","N<Required","Yes","No","Yes","Yes","No","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","2399","Bethel School District","Spanaway Elementary","Math","-4.9",,,,,"6.4",,,"-8","No","N<Required","N<Required","N<Required","N<Required","Yes","No","N/A","No","34",,,,,,,,"28.2","4.7",,,,,,,,"0.7","false",,,,,,,,"false","true",,,,,,,,"true","No","N<Required","N<Required","N<Required","N<Required","Yes","No","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","2399","Bethel School District","Spanaway Elementary","Reading","-15.7",,,,,"-5.2",,,"-12.2","No","N<Required","N<Required","N<Required","N<Required","No","No","N/A","No","50",,,,,"55.3",,,"42.7","9.3",,,,,"12.9",,,"14.5","false",,,,,"true",,,"true","true",,,,,"true",,,"true","No","N<Required","N<Required","N<Required","N<Required","Yes","No","N/A","Yes"
"17801","Puget Sound Educational Service District 121","27403","4158","Bethel School District","Spanaway Lake High School","Math","-13.9","7.8","7.5","-7.4","-27.7","-8.2","-47.7","-20.6","-17.3","No","N<Required","Yes","No","No","No","No","N<Required","No","25.7",,,"8.9","6.2","34.1","8.9","9.1","14.9","22.5",,,"35.1","14.8","17.4","-2.2","8.3","23.4","true",,,"true","true","true","false","false","true","true","true",,"true","true","true","true","true","true","No","N<Required","Yes","No","No","No","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4158","Bethel School District","Spanaway Lake High School","Reading","-5.4","11.2","7.9","0.9","-10.8","-0.4","-47.2","-41.9","-7.3","No","N<Required","Yes","Yes","No","No","No","N<Required","No","78.3",,,,"67.7","82.7","37.5","27.3","66.2","-7.4",,,,"-28.3","-15.3","-17.3","-12.5","12.8","false",,,,"false","false","false","false","true","true","true",,,"true","true","true","true","true","No","N<Required","Yes","Yes","No","No","No","N<Required","Yes"
"17801","Puget Sound Educational Service District 121","27403","3751","Bethel School District","Spanaway Middle School","Math","-12.3",,"-0.9","-14.5",,"-3","-28.4",,"-12.9","No","N<Required","No","No","No","No","No","N<Required","No","35.5",,"47.6","22.3",,"39.9","10.4",,"30.2","5.5",,"-16","8",,"8.6","6.2",,"6","false",,"false","false",,"false","false",,"false","true",,"true","true",,"true","true",,"true","No","N<Required","No","No","No","No","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","3751","Bethel School District","Spanaway Middle School","Reading","-15.6",,"-4.7","-9",,"-9.3","-44.6",,"-16.6","No","N<Required","No","No","No","No","No","N<Required","No","53.1",,"54.9","39.8",,"60.8","19.5",,"48.7","13.7",,"10.2","26.8",,"5.1","2.8",,"10.3","true",,"true","true",,"false","false",,"true","true",,"true","true",,"true","true",,"true","Yes","N<Required","Yes","Yes","No","No","No","N<Required","Yes"
"39801","Educational Service District 105","20203","3392","Bickleton School District","Bickleton Elementary & High Schl","Math",,,,,,,,,,"Yes","N/A","N/A","N/A","N<Required","Yes","N<Required","N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N/A","N/A","N/A","N<Required","Yes","N<Required","N/A","N/A"
"39801","Educational Service District 105","20203","3392","Bickleton School District","Bickleton Elementary & High Schl","Reading",,,,,,,,,,"Yes","N/A","N/A","N/A","N<Required","Yes","N<Required","N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N/A","N/A","N/A","N<Required","Yes","N<Required","N/A","N/A"
"29801","Northwest Educational Service District 189","37503","2713","Blaine School District","Blaine Elementary School","Math","12.9",,,,,"18.4","-7.8",,"6.9","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,"32.9",,,,,,,,,"-6.5",,,,,,,,,"false",,,,,,,,,"true",,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"11801","Educational Service District 123","7035","2135","Starbuck School District","Starbuck School","Reading",,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"29801","Northwest Educational Service District 189","37503","2713","Blaine School District","Blaine Elementary School","Reading","-2.1",,,,,"0.5","-28.4",,"-5.8","No","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","No","76.6",,,,,,"53.7",,"70.7","7.5",,,,,,"-37",,"-4.5","false",,,,,,"false",,"false","true",,,,,,"true",,"false","No","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","No"
"29801","Northwest Educational Service District 189","37503","3136","Blaine School District","Blaine High School","Math","14.1",,,,,"20",,,"25.8","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","37503","3136","Blaine School District","Blaine High School","Reading","7.5",,,,"12.8","11.8","-6.7",,"7.9","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,"35.3",,,,,,,,,"15.7",,,,,,,,,"true",,,,,,,"true",,"true",,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","37503","5021","Blaine School District","Blaine Home Connections","Math",,,,,,,,,,"Yes","N<Required","N<Required","N/A","N/A","Yes","N<Required","N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N/A","N/A","Yes","N<Required","N/A","N/A"
"29801","Northwest Educational Service District 189","37503","5021","Blaine School District","Blaine Home Connections","Reading",,,,,,,,,,"No","N<Required","N<Required","N/A","N/A","No","N<Required","N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","N<Required","N<Required","N/A","N/A","No","N<Required","N/A","N/A"
"29801","Northwest Educational Service District 189","37503","3796","Blaine School District","Blaine Middle School","Math","14",,,,,"16.7","-6.6",,"7.2","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,"15.6",,,,,,,,,"15.1",,,,,,,,,"true",,,,,,,,,"true",,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","37503","3796","Blaine School District","Blaine Middle School","Reading","-3.5",,,,,"-0.8","-42.4",,"-7.8","No","N<Required","N<Required","N<Required","Yes","No","No","N<Required","No","70.1",,,,,"71.8","22.2",,"62.9","2",,,,,"2.5","-4.3",,"-5.5","false",,,,,"false","false",,"false","true",,,,,"true","true",,"true","No","N<Required","N<Required","N<Required","Yes","No","Yes","N<Required","No"
"29801","Northwest Educational Service District 189","37503","4459","Blaine School District","Point Roberts Primary","Math",,,,,,,,,,"N<Required","N/A","N/A","N/A","N<Required","N<Required","N<Required","N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N<Required","N<Required","N<Required","N/A","N/A"
