EsdCode,EsdName,DistrictCode,SchoolCode,DistrictName,SchoolName,Subject,IndexAll,IndexAmericanIndian,IndexAsian,IndexBlack,IndexHispanic,IndexWhite,IndexPacificIslander,IndexTwoOrMoreRaces,IndexSpecialEd,IndexLtdEnglish,IndexLowIncome,MetTargetAll,MetTargetAmericanIndian,MetTargetAsian,MetTargetBlack,MetTargetHispanic,MetTargetWhite,MetTargetPacificIslander,MetTargetTwoOrMoreRaces,MetTargetSpecialEd,MetTargetLtdEnglish,MetTargetLowIncome
17801,Puget Sound Educational Service District 121,27010,2359,Tacoma School District,Stewart,Reading,-43,-36.4,,-43.4,-45.5,-27.2,-24.7,-75,-72.5,-50.1,-47.9,No,N<Required,No,No,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,27010,1860,Tacoma School District,Tacoma School of the Arts,Math,-63.2,,0,-54.7,-39.3,-60.8,,,,,-68.2,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N/A,N<Required
17801,Puget Sound Educational Service District 121,27010,1860,Tacoma School District,Tacoma School of the Arts,Reading,-13.9,0,0,-2.5,0,-10.2,,,,,-9.2,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N/A,N<Required
17801,Puget Sound Educational Service District 121,27010,3448,Tacoma School District,Truman,Math,-45.7,-50,,-56,,-39.4,-30,-12.2,-66.8,,-52.5,No,N<Required,No,No,No,No,N<Required,N<Required,No,No,No
17801,Puget Sound Educational Service District 121,27010,3448,Tacoma School District,Truman,Reading,-37.6,-51.6,,-45.1,,-30.8,-30,-50,-66.9,,-47.5,No,N<Required,No,No,No,No,N<Required,N<Required,No,No,No
17801,Puget Sound Educational Service District 121,27010,2083,Tacoma School District,Washington,Math,-17.4,,-0.9,-77.9,-20.8,-9.7,,-25,-58.8,0,-28.6,No,N/A,N<Required,N<Required,N<Required,No,N/A,N/A,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2083,Tacoma School District,Washington,Reading,-13.7,,0,-4.9,0,-9.7,,-25,-39.3,0,-11,No,N/A,N<Required,N<Required,N<Required,No,N/A,N/A,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2874,Tacoma School District,Whitman,Math,-50.9,,,-51,,-28.1,-43,,-71.5,-34.9,-53.6,No,N<Required,No,No,No,No,N<Required,N<Required,No,No,No
17801,Puget Sound Educational Service District 121,27010,2874,Tacoma School District,Whitman,Reading,-59.4,,,-53.6,,-39.3,-43,,,-51.5,-61.4,No,N<Required,No,No,No,No,N<Required,N<Required,No,No,No
17801,Puget Sound Educational Service District 121,27010,3452,Tacoma School District,Whittier,Math,-31.9,,-0.6,-34.7,-19.6,-18.4,-50,-22.1,-54.1,-40,-42.1,No,N/A,N<Required,No,N<Required,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,27010,3452,Tacoma School District,Whittier,Reading,-25.4,,-0.6,-27.8,-13.3,-13.3,-50,-0.9,,-40,-32.2,No,N/A,N<Required,No,N<Required,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,27010,3246,Tacoma School District,Wilson,Math,-83.6,,-57.1,,-75.5,-80.1,,-73,-67.9,-60.2,-83,No,N<Required,N<Required,No,N<Required,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,3246,Tacoma School District,Wilson,Reading,-51.4,,-31.5,-41.8,-31.5,-49.1,0,-16.3,-84.4,-60.2,-48.1,No,N<Required,N<Required,No,N<Required,No,N<Required,N<Required,N<Required,N<Required,No
34801,Educational Service District 113,14077,5032,Taholah School District,Taholah Elementary & Middle School,Math,,,,,-77.6,,,-90,-86.7,,,No,No,N/A,N/A,N<Required,N/A,N/A,N/A,N<Required,N/A,No
34801,Educational Service District 113,14077,5032,Taholah School District,Taholah Elementary & Middle School,Reading,,,,,-77.6,,,-90,-86.7,,,No,No,N/A,N/A,N<Required,N/A,N/A,N/A,N<Required,N/A,No
34801,Educational Service District 113,14077,3580,Taholah School District,Taholah High School,Math,,,,,,,,,,,,N<Required,N<Required,N/A,N/A,N/A,N<Required,N/A,N/A,N<Required,N/A,N<Required
34801,Educational Service District 113,14077,3580,Taholah School District,Taholah High School,Reading,-34.9,-39.3,,,,,,0,,,-31.6,N<Required,N<Required,N/A,N/A,N/A,N<Required,N/A,N/A,N<Required,N/A,N<Required
17801,Puget Sound Educational Service District 121,17409,3937,Tahoma School District,Cedar River Middle School,Math,-28.6,-60,,-25.1,-33,-25.9,0,-13.8,-66.2,-56.8,-39.4,No,N<Required,Yes,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,3937,Tahoma School District,Cedar River Middle School,Reading,-25.4,-41.9,,-1.2,-27.6,-23.4,0,-10.7,-58.7,-57.1,-31.8,No,N<Required,Yes,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,4453,Tahoma School District,Glacier Park Elementary,Math,-12.8,0,0,0,,-11.1,0,-1.1,-39.3,-1.3,-22.2,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,4453,Tahoma School District,Glacier Park Elementary,Reading,-14.2,0,0,0,,-11.5,0,-4.4,-38,-15.6,-25.5,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,3286,Tahoma School District,Lake Wilderness Elementary,Math,-27.1,0,-30.2,-56.8,,-22.6,0,,-49.5,-48.8,-30.2,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,3286,Tahoma School District,Lake Wilderness Elementary,Reading,-21.1,0,-20,-56.8,,-15.7,0,,-50.7,-40.8,-20,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,4415,Tahoma School District,Rock Creek Elementary,Math,-21.2,,-0.6,-27.4,,-18.4,0,-6.7,-41.5,-12.2,-29.4,No,N/A,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,4415,Tahoma School District,Rock Creek Elementary,Reading,-19.5,,-0.6,-26.2,,-17.4,0,-5.4,-45.8,-12.2,-29.4,No,N/A,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,1711,Tahoma School District,Russell Ridge Center,Math,,,,,,-41.8,,,,,-50,No,N/A,N/A,N<Required,N<Required,N<Required,N/A,N/A,N<Required,N/A,N<Required
17801,Puget Sound Educational Service District 121,17409,1711,Tahoma School District,Russell Ridge Center,Reading,,,,,,-26.4,,-66.6,,,-50,No,N/A,N/A,N<Required,N<Required,N<Required,N/A,N/A,N<Required,N/A,N<Required
17801,Puget Sound Educational Service District 121,17409,3589,Tahoma School District,Shadow Lake Elementary,Math,-24.7,,0,-41.9,-33.6,-18,0,-4.7,-32.4,,-32.5,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,3589,Tahoma School District,Shadow Lake Elementary,Reading,-22.7,,0,-41.9,-21.2,-16.8,0,-14.5,-42.3,-81.8,-26.2,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,4556,Tahoma School District,Tahoma Jr High,Math,-32.5,0,-5.9,-13.9,-41.8,-30.2,0,-17.4,-77.5,,-49.4,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,4556,Tahoma School District,Tahoma Jr High,Reading,-22.7,0,-8.6,-13.9,-29.3,-18.8,0,-15.4,-63.2,,-34.7,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,3341,Tahoma School District,Tahoma Middle School,Math,,,-8.9,0,,,0,,,,,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,3341,Tahoma School District,Tahoma Middle School,Reading,,0,-8.9,0,,,0,,,,,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,2849,Tahoma School District,Tahoma Senior High School,Math,-79.4,,-58.2,-75,-86.9,-76.3,-38.3,-82.7,-87.4,,-86,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,17409,2849,Tahoma School District,Tahoma Senior High School,Reading,-74.5,,-58.2,-75,-81.2,-71.2,-8.9,-71.8,-81.5,,-78.4,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
