EsdCode,EsdName,DistrictCode,SchoolCode,DistrictName,SchoolName,Subject,IndexAll,IndexAmericanIndian,IndexAsian,IndexBlack,IndexHispanic,IndexWhite,IndexPacificIslander,IndexTwoOrMoreRaces,IndexSpecialEd,IndexLtdEnglish,IndexLowIncome,MetTargetBeforeSHAll,MetTargetBeforeSHAmericanIndian,MetTargetBeforeSHAsian,MetTargetBeforeSHBlack,MetTargetBeforeSHHispanic,MetTargetBeforeSHWhite,MetTargetBeforeSHPacificIslander,MetTargetBeforeSHTwoOrMoreRaces,MetTargetBeforeSHSpecialEd,MetTargetBeforeSHLtdEnglish,MetTargetBeforeSHLowIncome,PreviousWeightedCEMetAll,PreviousWeightedCEMetAmericanIndian,PreviousWeightedCEMetAsian,PreviousWeightedCEMetBlack,PreviousWeightedCEMetHispanic,PreviousWeightedCEMetWhite,PreviousWeightedCEMetPACIFICISLANDER,PreviousWeightedCEMetTWOORMORERACES,PreviousWeightedCEMetSpecialEd,PreviousWeightedCEMetLtdEnglish,PreviousWeightedCEMetLowIncome,ReductionPercentAll,ReductionPercentAmericanIndian,ReductionPercentAsian,ReductionPercentBlack,ReductionPercentHispanic,ReductionPercentWhite,ReductionPercentPACIFICISLANDER,ReductionPercentTWOORMORERACES,ReductionPercentSpecialEd,ReductionPercentLtdEnglish,ReductionPercentLowIncome,Met10PercentFlagAll,Met10PercentFlagAmericanIndian,Met10PercentFlagAsian,Met10PercentFlagBlack,Met10PercentFlagHispanic,Met10PercentFlagWhite,Met10PercentFlagPACIFICISLANDER,Met10PercentFlagTWOORMORERACES,Met10PercentFlagSpecialEd,Met10PercentFlagLtdEnglish,Met10PercentFlagLowIncome,MetOtherIndicatorFlagAll,MetOtherIndicatorFlagAmericanIndian,MetOtherIndicatorFlagAsian,MetOtherIndicatorFlagBlack,MetOtherIndicatorFlagHispanic,MetOtherIndicatorFlagWhite,MetOtherIndicatorFlagPACIFICISLANDER,MetOtherIndicatorFlagTWOORMORERACES,MetOtherIndicatorFlagSpecialEd,MetOtherIndicatorFlagLtdEnglish,MetOtherIndicatorFlagLowIncome,MetTargetAfterSHFlagAll,MetTargetAfterSHFlagAmericanIndian,MetTargetAfterSHFlagAsian,MetTargetAfterSHFlagBlack,MetTargetAfterSHFlagHispanic,MetTargetAfterSHFlagWhite,MetTargetAfterSHFlagPACIFICISLANDER,MetTargetAfterSHFlagTWOORMORERACES,MetTargetAfterSHFlagSpecialEd,MetTargetAfterSHFlagLtdEnglish,MetTargetAfterSHFlagLowIncome
17801,Puget Sound Educational Service District 121,27010,2167,Tacoma School District,Fern Hill,Reading,-19.1,-100,,-2.9,-13.9,-7.6,-5.6,0,-58.3,-16.9,-17.9,No,N<Required,No,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No,64.1,100,,58.3,46.9,70.1,,,23.5,25,57,4.2,,,30,16.8,-16.2,,,-13.3,28.2,15.4,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,N<Required,No,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,5170,Tacoma School District,First Creek Middle School,Math,-58.8,-4.6,-34.6,-58.3,-61.5,-37.2,,-45,-69.3,-77.9,-61.7,No,N<Required,No,No,No,No,No,No,No,No,No,16.1,7.1,,9.9,13.5,22.2,,,9.4,3.4,15.6,21.5,37.2,,19.7,15.9,29,,,7.7,8.1,18.3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE,TRUE,TRUE,No,N<Required,No,No,No,No,No,N<Required,No,No,No
17801,Puget Sound Educational Service District 121,27010,5170,Tacoma School District,First Creek Middle School,Reading,-46.1,0,-22.9,-42.9,-49.7,-26.9,-44.8,-10.4,-63.7,-77.5,-48.5,No,N<Required,No,No,No,No,No,No,No,No,No,27.2,,,28.1,26.1,26.4,,,10.4,4.3,27.2,26.4,,,18.7,15.4,39.1,,,11.2,7.2,22.6,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,No,N<Required,No,No,No,No,No,N<Required,No,No,No
17801,Puget Sound Educational Service District 121,27010,3880,Tacoma School District,Foss,Math,-26.6,0,0,-42,-20.4,-10.3,0,0,-37.2,-13.5,-30.5,No,N<Required,N<Required,No,No,No,N<Required,N<Required,N<Required,N<Required,No,50,,,32.8,50,48.3,,,11.5,60,45.2,29.2,,,10.8,18.8,54.3,,,31.2,-42.9,24.7,TRUE,,,FALSE,FALSE,TRUE,,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,No,N<Required,N<Required,No,No,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,3880,Tacoma School District,Foss,Reading,-19.1,0,-10.3,-17.4,-12.7,-7.4,0,0,-32.4,-60.3,-19.7,No,N<Required,N<Required,No,No,No,N<Required,N<Required,N<Required,N<Required,No,73,,,58.2,57.7,81.2,,,18.5,20,67.9,-0.3,,,18.4,23.8,-6.2,,,30.6,-9.4,7.9,FALSE,,FALSE,FALSE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,FALSE,,FALSE,No,N<Required,N<Required,No,No,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2148,Tacoma School District,Franklin,Math,-40.4,,-50,,-49.1,,0,0,-45.3,-100,-42.5,No,N/A,N<Required,No,N<Required,No,N<Required,N<Required,N<Required,N<Required,No,48,,,,22.2,,,,50,,45.2,-15.8,,,,-2.9,,,,-53.8,0,-15.7,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,No,N/A,N<Required,No,N<Required,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2148,Tacoma School District,Franklin,Reading,-23.7,,-50,,-12.8,,0,0,-39.6,-100,-27.7,No,N/A,N<Required,No,N<Required,No,N<Required,N<Required,N<Required,N<Required,No,58,,,,22.2,,,,41.7,25,53.4,-4.5,,,,57.1,,,,-25.3,-33.3,-7.4,FALSE,FALSE,FALSE,,TRUE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,No,N/A,N<Required,No,N<Required,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,5307,Tacoma School District,Fresh Start,Math,-40.8,0,,-24.6,,-29.8,,-100,,,-21.9,N<Required,N<Required,N/A,N<Required,N/A,N<Required,N/A,N/A,N/A,N/A,N<Required,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,N<Required,N<Required,N/A,N<Required,N/A,N<Required,N/A,N<Required,N/A,N/A,N<Required
17801,Puget Sound Educational Service District 121,27010,5307,Tacoma School District,Fresh Start,Reading,-11,0,,0,,-1.6,,-100,,,-13.5,N<Required,N<Required,N/A,N<Required,N/A,N<Required,N/A,N/A,N/A,N/A,N<Required,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,N<Required,N<Required,N/A,N<Required,N/A,N<Required,N/A,N<Required,N/A,N/A,N<Required
17801,Puget Sound Educational Service District 121,27010,2746,Tacoma School District,Geiger,Math,-43.6,-100,-8.7,-42.8,-28.3,-34.5,,-14.3,,-65.6,-48.8,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N/A,No,N<Required,No,26.9,50,,,42.9,33.3,,,,33.3,24.1,17.8,-100,,22.2,-23.5,16.7,,,,-25,6.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2746,Tacoma School District,Geiger,Reading,-23.3,-66.7,-0.8,-17.3,-31.3,-13.7,,0,,-73,-26.9,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N/A,No,N<Required,No,41.8,,,30,42.9,42.4,,,,22.2,40.7,31.5,33.3,,20.6,7.4,40,,,,-14.3,13.1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,27010,5327,Tacoma School District,Goodwill GED,Math,-100,,,-100,,,,,,,-100,N<Required,N/A,N/A,N<Required,N/A,N/A,N/A,N/A,N/A,N/A,N<Required,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N<Required,N/A,N/A,N<Required,N/A,N/A,N/A,N/A,N/A,N/A,N<Required
17801,Puget Sound Educational Service District 121,27010,5327,Tacoma School District,Goodwill GED,Reading,-100,,,-100,,-100,,,,,-100,N<Required,N/A,N/A,N<Required,N/A,N<Required,N/A,N/A,N/A,N/A,N<Required,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,N<Required,N/A,N/A,N<Required,N/A,N<Required,N/A,N/A,N/A,N/A,N<Required
17801,Puget Sound Educational Service District 121,27010,3053,Tacoma School District,Grant,Math,-17.7,-100,0,-20.1,-29.7,-10.3,-50,-100,-48,,-15.2,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N/A,No,56.3,,,37.5,37.5,60.8,,,32.3,,46.3,26.9,0,,8.6,-12,35.7,,,-23,,28.8,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N/A,No
17801,Puget Sound Educational Service District 121,27010,3053,Tacoma School District,Grant,Reading,-12.4,-50,0,-3.7,-14.1,-7,-50,-100,-48,,-8.1,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N/A,No,67.8,50,,56.3,50,73.6,,,29,,53.7,19.5,0,,18.4,-20,19,,,-17.4,,29.4,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N/A,No
17801,Puget Sound Educational Service District 121,27010,2377,Tacoma School District,Gray,Math,-45.2,-87.5,-8.3,-50.6,-35.5,-33.7,-18.7,-28.3,-58.5,-49.6,-48.5,No,N<Required,No,No,No,No,N<Required,N<Required,No,No,No,30.9,25,,23,24,35.1,,,16.3,21.7,26.1,22.2,-16.7,,14.3,26.9,25.4,,,7.1,1.4,21.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,N<Required,No,No,No,No,N<Required,N<Required,No,No,No
17801,Puget Sound Educational Service District 121,27010,2377,Tacoma School District,Gray,Reading,-34.1,-25,-4.4,-30.5,-32.4,-23.4,-16,-14.3,-61.8,-45.5,-35.8,No,N<Required,No,No,No,No,N<Required,N<Required,No,No,No,49.4,50,,46,37.5,53.4,,,19.8,23.9,45.9,15.7,0,,14.1,16,19.3,,,-0.4,2.4,16.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No,N<Required,No,No,No,No,N<Required,N<Required,No,No,No
17801,Puget Sound Educational Service District 121,27010,5066,Tacoma School District,Helen B. Stafford Elementary,Math,-4.3,0,,-1.6,,,0,-0.5,0,,-4.5,No,N<Required,Yes,N<Required,No,Yes,N<Required,N<Required,N<Required,Yes,No,60.9,,,47.1,,,,,,,52.4,64.2,,,47.1,,,,,,,66.5,TRUE,,,TRUE,,,,FALSE,,,TRUE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,,FALSE,No,N<Required,Yes,N<Required,No,Yes,N<Required,N<Required,N<Required,Yes,No
17801,Puget Sound Educational Service District 121,27010,5066,Tacoma School District,Helen B. Stafford Elementary,Reading,-13.5,-100,-0.4,-1.8,-7.3,,0,-0.5,-46.2,,-13.1,No,N<Required,No,N<Required,No,Yes,N<Required,N<Required,N<Required,No,No,52,,,47.1,46.3,,,,20,,48.4,46.7,,,39.6,42.9,,,,1,,47.7,TRUE,FALSE,FALSE,TRUE,TRUE,,,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,No,N<Required,No,N<Required,No,Yes,N<Required,N<Required,N<Required,No,No
17801,Puget Sound Educational Service District 121,27010,1817,Tacoma School District,Home Based,Math,-96.1,-100,-100,-100,-100,-95.7,,-100,,,-100,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N/A,N/A,N/A,No,,,,,,,,,,,,1.2,,,,,1.3,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,N<Required,N<Required,N<Required,N<Required,N<Required,N<Required,N/A,N<Required,N/A,N/A,N<Required
17801,Puget Sound Educational Service District 121,27010,1817,Tacoma School District,Home Based,Reading,-89.3,-100,-100,-90,-100,-90.2,,-100,,,-72.4,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N/A,N/A,N/A,No,3.3,,,,,3.6,,,,,,0.2,,,,,-0.3,,,,,9.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,N<Required,N<Required,N<Required,N<Required,N<Required,N<Required,N/A,N<Required,N/A,N/A,N<Required
17801,Puget Sound Educational Service District 121,27010,2338,Tacoma School District,Jason Lee,Math,-38.7,-19.7,-7.6,-52.9,-16.7,-21.7,-19.2,-64,-61.7,-71,-47.3,No,N<Required,N<Required,No,No,No,N<Required,N<Required,No,N<Required,No,39.3,41.7,,27.7,33.3,49.2,,,18.7,25,34.2,22.1,0,,7,37.2,34.6,,,3.3,-20,12.1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,No,N<Required,N<Required,No,No,Yes,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2338,Tacoma School District,Jason Lee,Reading,-30.2,-8.9,-16.2,-42.2,-11.8,-12,-44.3,-31.5,-57.4,-40.8,-37.6,No,N<Required,N<Required,No,No,No,N<Required,N<Required,No,N<Required,No,45.1,25,,35.2,33.3,53.8,,,19.8,33.3,40.8,29.9,39.4,,11.5,37.2,52.1,,,5.8,-20,18.8,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Yes,N<Required,N<Required,No,No,Yes,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2103,Tacoma School District,Jefferson,Math,-12.3,0,0,,0,-3.4,0,-100,0,0,-15.4,No,N<Required,N<Required,No,N<Required,No,N<Required,N<Required,N<Required,N<Required,No,59.8,,,,,62.4,,,,,55.6,30.7,,,,,43.3,,,,,20,TRUE,,,,,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,N<Required,N<Required,No,N<Required,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2103,Tacoma School District,Jefferson,Reading,-9.1,0,0,,-2.8,-1.8,-100,0,0,-100,-8.8,No,N<Required,N<Required,No,N<Required,No,N<Required,N<Required,N<Required,N<Required,No,60.6,,,,75,63.5,,,,,56.8,38.9,,,,-25,45.2,,,,0,35.7,TRUE,,,,FALSE,TRUE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,N<Required,N<Required,No,N<Required,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2036,Tacoma School District,Larchmont,Math,-34.3,-3.3,-14.7,-27.5,,-22.5,-33.3,-25,-53.4,-44.9,-30.9,No,N<Required,N<Required,No,No,No,N<Required,N<Required,N<Required,N<Required,No,53.5,50,,63,,54.4,,,56,16,52.1,-7.6,-33.3,,-62,,-6,,,-66.1,12,-0.6,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,N<Required,N<Required,No,No,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2036,Tacoma School District,Larchmont,Reading,-18.6,0,-4.9,-14.2,,-4.2,-33.3,-25,-9.5,-16.9,-17.9,No,N<Required,N<Required,No,Yes,No,N<Required,N<Required,N<Required,N<Required,No,53.5,,,59.3,,54.4,,,50,28,52.1,27.8,,,-12.2,,41.5,,,15.4,30.6,28.3,TRUE,,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,N<Required,N<Required,No,Yes,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2215,Tacoma School District,Lincoln,Math,-29.5,0,-5.4,-29.4,-25.9,-20,-30.1,0,-59,-23.9,-29.3,No,N<Required,No,No,No,No,N<Required,N<Required,No,N<Required,No,50.7,,,43.5,45.3,59.7,,,9.1,17.6,46.4,27.3,,,26.4,27.9,21.1,,,17.5,39.3,31.9,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,No,N<Required,No,No,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2215,Tacoma School District,Lincoln,Reading,-28.2,0,-20.3,-27.6,-18.8,-16.6,-13.2,-2.4,-56.1,-67.9,-26.6,No,N<Required,No,No,No,No,N<Required,N<Required,No,N<Required,No,68.7,,,61.2,61,76.9,,,22,31.6,65.9,-10.4,,,-2.5,19.3,-20.9,,,7.1,-25.3,1,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,No,N<Required,No,No,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2771,Tacoma School District,Lister,Math,-36.4,-100,,-39.6,,-17.4,-24.6,-40,-47,,-39.7,No,N<Required,No,No,No,No,N<Required,N<Required,N<Required,No,No,44.7,100,,30,,51.8,,,5,,41.7,10.8,,,11.2,,17,,,14.8,,8.5,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,,FALSE,TRUE,TRUE,TRUE,,FALSE,No,N<Required,No,No,No,No,N<Required,N<Required,N<Required,No,No
17801,Puget Sound Educational Service District 121,27010,2771,Tacoma School District,Lister,Reading,-32.9,0,,-33.1,,-15.7,-24.6,0,-61.4,,-36.1,No,N<Required,No,No,No,No,N<Required,N<Required,N<Required,No,No,48.7,,,42.5,,53.6,,,,,45.1,11.1,,,3.6,,16.9,,,14.3,,9.7,FALSE,,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,FALSE,,FALSE,TRUE,TRUE,TRUE,,FALSE,No,N<Required,No,No,No,No,N<Required,N<Required,N<Required,No,No
17801,Puget Sound Educational Service District 121,27010,2805,Tacoma School District,Lowell,Math,-8.3,0,0,-11.6,0,-5.3,0,0,-23.4,-50,,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N<Required,No,83.1,,,77.8,,85.2,,,45,,,-12.6,,,-89.5,,-16.1,,,-18.2,,,FALSE,,,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2805,Tacoma School District,Lowell,Reading,-6.2,0,0,0,0,-4.7,0,0,-52.5,-50,,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N<Required,No,84,,,,,84,,,50,,,-3.7,,,,,-3.2,,,-60,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2336,Tacoma School District,Lyon,Math,-44.4,,-19.2,-42.3,-40.2,-18.7,-100,-100,-65.8,-82.6,-46.2,No,N/A,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No,40.9,25,,56.3,28,37.2,,,31.6,12.5,33.3,-2,,,-55.1,8.5,28,,,-25.3,-7.9,5.9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,N/A,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2336,Tacoma School District,Lyon,Reading,-31.3,,-24.9,-31,-19.3,-11.1,-50,-100,-21.4,-46.7,-32,No,N/A,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No,47.8,25,,62.5,44,48.8,,,42.1,31.3,43.7,8.7,,,-52.4,12.9,30.2,,,13.6,-13.1,12.8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,N/A,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,27010,4283,Tacoma School District,Pearl Street Center,Reading,-100,,,,,-100,,,-100,,-100,N<Required,N/A,N/A,N/A,N/A,N<Required,N/A,N/A,N<Required,N/A,N<Required,,,,,,,,,,,,0,,,,,0,,,0,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,FALSE,,,N<Required,N/A,N/A,N/A,N/A,N<Required,N/A,N/A,N<Required,N/A,N<Required
17801,Puget Sound Educational Service District 121,27010,2252,Tacoma School District,Manitou Park,Math,-33.4,-50,0,-28.3,-36.3,-13.7,0,-7.6,-50.6,,-36.8,No,N<Required,N<Required,No,No,No,N<Required,N<Required,N<Required,No,No,49.8,100,,39.3,39.5,55.3,,,25,,46.5,7.6,,,18.6,-5.1,9.7,,,-12.3,,4.6,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,No,N<Required,N<Required,No,No,No,N<Required,N<Required,N<Required,No,No
17801,Puget Sound Educational Service District 121,27010,2252,Tacoma School District,Manitou Park,Reading,-24.6,-50,0,-19.9,-20.2,-8.1,0,0,-76.1,,-26.9,No,N<Required,N<Required,No,No,No,N<Required,N<Required,N<Required,No,No,54.8,,,46.4,50,67.1,,,20,,51,17.5,50,,23.6,0,-5.2,,,-11.8,,16.3,FALSE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,No,N<Required,N<Required,No,No,No,N<Required,N<Required,N<Required,No,No
17801,Puget Sound Educational Service District 121,27010,2941,Tacoma School District,Mann,Math,-39.9,-50,-9.4,-47.2,,-23.4,-20,-67.8,-66.2,-49.7,-44.1,No,N<Required,N<Required,No,No,No,N<Required,N<Required,No,N<Required,No,41.5,57.1,,23.5,,53.5,,,10.9,20,34.5,8,-16.7,,7.4,,5.1,,,2.5,-4.2,8.7,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No,N<Required,N<Required,No,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2941,Tacoma School District,Mann,Reading,-30.8,-50,-0.9,-30.8,,-15.7,-20,-34.3,,-33.3,-34.1,No,N<Required,N<Required,No,No,No,N<Required,N<Required,No,N<Required,No,51.4,71.4,,35.3,,57.7,,,,,42.4,8.4,-75,,9.8,,16.9,,,,33.3,13.1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,No,N<Required,N<Required,No,No,No,N<Required,N<Required,No,N<Required,No
17801,Puget Sound Educational Service District 121,27010,2376,Tacoma School District,Mason,Math,-27,0,,-42.2,,-20.9,-12.5,-17.9,-74.8,0,-39,No,N<Required,No,No,No,No,N<Required,N<Required,No,N<Required,No,56.5,,,25.9,,60,,,11,,37.4,22.4,,,14.6,,29.1,,,-0.4,,18.4,FALSE,,,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,No,N<Required,No,No,No,No,N<Required,N<Required,No,N<Required,No
