"esdcode","esdname","districtcode","schoolcode","districtname","schoolname","subject","indexall","indexamericanindian","indexasian","indexblack","indexhispanic","indexwhite","indexspecialed","indexltdenglish","indexlowincome","mettargetbeforeshall","mettargetbeforeshamerica","mettargetbeforeshasian","mettargetbeforeshblack","mettargetbeforeshhispanic","mettargetbeforeshwhite","mettargetbeforeshspecialed","mettargetbeforeshltdenglish","mettargetbeforeshlowincome","previousweightedcemetall","previousweightedcemetame","previousweightedcemetasian","previousweightedcemetblack","previousweightedcemethispanic","previousweightedcemetwhite","previousweightedcemetspecialed","previousweightedcemetltd","previousweightedcemetlowincome","reductionpercentall","reductionpercentamericanindian","reductionpercentasian","reductionpercentblack","reductionpercenthispanic","reductionpercentwhite","reductionpercentspecialed","reductionpercentltdenglish","reductionpercentlowincome","met10percentflagall","met10percentflagamericanindian","met10percentflagasian","met10percentflagblack","met10percentflaghispanic","met10percentflagwhite","met10percentflagspecialed","met10percentflagltdenglish","met10percentflaglowincome","metotherindicatorflagall","metotherindicatorflagame","metotherindicatorflagasian","metotherindicatorflagblack","metotherindicatorflaghispanic","metotherindicatorflagwhite","metotherindicatorflagspecialed","metotherindicatorflagltd","metotherindicatorflaglowincome","mettargetaftershflagall","mettargetaftershflagamer","mettargetaftershflagasian","mettargetaftershflagblack","mettargetaftershflaghispanic","mettargetaftershflagwhite","mettargetaftershflagspecialed","mettargetaftershflagltdenglish","mettargetaftershflaglowincome"
"34801","Educational Service District 113","14005","2763","Aberdeen School District","Robert Gray Elementary","Math","-8.4",,,,,,,,"-14.5","No","N<Required","N<Required","N<Required","N<Required","No","No","N<Required","No","39.5",,,,,,,,"30.8","-3.2",,,,,,,,"-1.7","false",,,,,,,,"false","true",,,,,,,,"true","No","N<Required","N<Required","N<Required","N<Required","No","No","N<Required","No"
"34801","Educational Service District 113","14005","2763","Aberdeen School District","Robert Gray Elementary","Reading","-2.5",,,,,,,,"-7.2","No","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","No","56.3",,,,,,,,"47.9","-7.8",,,,,,,,"-5.1","false",,,,,,,,"false","true",,,,,,,,"true","No","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","No"
"34801","Educational Service District 113","14005","2971","Aberdeen School District","Stevens Elementary School","Math","5.3",,,,,"10.4",,,"1.7","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes"
"34801","Educational Service District 113","14005","2971","Aberdeen School District","Stevens Elementary School","Reading","8.6",,,,,"9.5",,,"6.1","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes"
"34801","Educational Service District 113","21226","2227","Adna School District","Adna Elementary School","Math","18.6",,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","Yes"
"34801","Educational Service District 113","21226","2227","Adna School District","Adna Elementary School","Reading","16",,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","Yes"
"34801","Educational Service District 113","21226","2441","Adna School District","Adna Middle/High School","Math","5",,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N/A","Yes"
"34801","Educational Service District 113","21226","2441","Adna School District","Adna Middle/High School","Reading","13.2",,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N/A","Yes"
"32801","Educational Service District 101","22017","2860","Almira School District","Almira Elementary School","Math",,,,,,,"-9.5",,"19.3","Yes","N/A","N/A","N/A","N<Required","Yes","N<Required","N/A","N<Required",,,,,,,"18.2",,,,,,,,,"-1.9",,,,,,,"false",,"false",,,,,,,"true",,"true",,"true","Yes","N/A","N/A","N/A","N<Required","Yes","N<Required","N/A","N<Required"
"32801","Educational Service District 101","22017","2860","Almira School District","Almira Elementary School","Reading",,,,,,,"-16.7",,"28.7","Yes","N/A","N/A","N/A","N<Required","Yes","N<Required","N/A","N<Required",,,,,,,"27.3",,,,,,,,,"-14.6",,,,,,,"false",,"false",,,,,,,"true",,"true",,"true","Yes","N/A","N/A","N/A","N<Required","Yes","N<Required","N/A","N<Required"
"18801","Olympic Educational Service District 114","18100","5161","Bremerton School District","Special Services","Reading",,,,,,,,,,"N<Required","N/A","N/A","N/A","N<Required","N<Required","N/A","N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N<Required","N<Required","N/A","N/A","N/A"
"29801","Northwest Educational Service District 189","29103","2467","Anacortes School District","Anacortes High School","Math","10.5",,"37.6",,,"14.3","-33.1",,"-7.7","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","No",,,,,,,"7.1",,"45.3",,,,,,,"2.1",,"-10.3",,,,,,,"false",,"false",,,"true",,,,"false",,"false","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","29103","2467","Anacortes School District","Anacortes High School","Reading","21",,"25.7",,,"23","6.2",,"12.6","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"false",,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","2707","Anacortes School District","Anacortes Middle School","Math","10.7",,,,"6","13.2","-34.7",,"-1.8","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","No",,,,,,,"2.7",,"41.5",,,,,,,"4.8",,"2.6",,,,,,,"false",,"false",,,,,"true",,"true",,"true","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","29103","2707","Anacortes School District","Anacortes Middle School","Reading","13.3",,,,"26.1","14.3","-22.3",,"9.2","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,"7.9",,,,,,,,,"11.5",,,,,,,,,"true",,,,,,,"true",,"true",,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","1905","Anacortes School District","Cooperatives","Math",,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N<Required","N<Required","N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N<Required","N<Required","N/A","N/A"
"29801","Northwest Educational Service District 189","29103","1905","Anacortes School District","Cooperatives","Reading",,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N<Required","N<Required","N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N<Required","N<Required","N/A","N/A"
"29801","Northwest Educational Service District 189","29103","3182","Anacortes School District","Fidalgo Elementary","Math","30",,,,,,,,"26.6","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","3182","Anacortes School District","Fidalgo Elementary","Reading","23.7",,,,,,,,"25.2","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","1849","Anacortes School District","Home Education Partnership","Math",,,,,,,,,,"N<Required","N/A","N<Required","N/A","N<Required","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,"N<Required","N/A","N<Required","N/A","N<Required","N<Required","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","1849","Anacortes School District","Home Education Partnership","Reading",,,,,,,,,,"N<Required","N/A","N<Required","N/A","N<Required","N<Required","N<Required","N/A","N<Required",,,,,,,"100",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,"N<Required","N/A","N<Required","N/A","N<Required","N<Required","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","3252","Anacortes School District","Island View Elementary","Math","13.5",,,,,,,,"6.1","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","3252","Anacortes School District","Island View Elementary","Reading","15.5",,,,,,,,"9.2","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","1525","Anacortes School District","Learning Opportunity Center","Math",,,,,,,,,,"N<Required","N/A","N<Required","N/A","N<Required","N<Required","N/A","N/A","N<Required",,,,,,,,,,,,,,,,,,,"false",,"false",,"false","false",,,"false","false",,"true",,"true","false",,,"true","N<Required","N/A","N<Required","N/A","N<Required","N<Required","N/A","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","1525","Anacortes School District","Learning Opportunity Center","Reading",,,,,,,,,,"N<Required","N/A","N<Required","N/A","N<Required","N<Required","N/A","N/A","N<Required","100",,,,,"100",,,"100",,,,,,,,,,"false",,"false",,"false","false",,,"false","false",,"true",,"true","false",,,"true","N<Required","N/A","N<Required","N/A","N<Required","N<Required","N/A","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","3057","Anacortes School District","Mount Erie Elementary","Math","21.5",,,,,,,,"28.8","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","3057","Anacortes School District","Mount Erie Elementary","Reading","21.7",,,,,,,,"26.1","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","2523","Arlington School District","Arlington High School","Math","1",,"37.6",,"-8.7","2.8",,,"-8.2","Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","No",,,,,"34.6",,,,"35.7",,,,,"-4",,,,"8.9",,,,,"false",,,,"false",,,"true",,"true",,,,"true","Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","2523","Arlington School District","Arlington High School","Reading","19.6",,,,"25.7","20.1","-2.5",,"14.5","Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes",,,,,,,"41.5",,,,,,,,,"17.2",,,,,,,,,"true",,,,,,,"true",,"false",,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4327","Arlington School District","Eagle Creek Elementary","Math","5.3",,,,,"10.8",,,"-2","Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","No",,,,,,,,,"43.5",,,,,,,,,"-3.2",,,,,,,,,"false",,,,,,,,,"true","Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","4327","Arlington School District","Eagle Creek Elementary","Reading","10.6",,,,,"15",,,"6.1","Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","5010","Arlington School District","Haller Middle School","Math","7.7",,,,"11.4","11.4","-13.5",,"3.8","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,"20.3",,,,,,,,,"2.9",,,,,,,,,"false",,,,,,,,,"true",,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","5010","Arlington School District","Haller Middle School","Reading","23.3",,,,"32.2","24.9","8.3",,"26.5","Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4436","Arlington School District","Kent Prairie Elementary","Math","16.6",,,,,"19.3",,,"15.8","Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4436","Arlington School District","Kent Prairie Elementary","Reading","15",,,,,"15.6",,,"22.2","Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4573","Arlington School District","Pioneer Elementary","Math","18.6",,,,,"22",,,"17.1","Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4573","Arlington School District","Pioneer Elementary","Reading","19.5",,,,,"20.9",,,"20.9","Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","3124","Arlington School District","Post Middle School","Math","7.7",,,,,"10.4",,,"-0.2","Yes","N<Required","N<Required","N<Required","No","Yes","No","N<Required","No",,,,,,,,,"45.3",,,,,,,,,"-5.4",,,,,,,,,"false",,,,,,,,,"true","Yes","N<Required","N<Required","N<Required","No","Yes","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","3124","Arlington School District","Post Middle School","Reading","22.9",,,,,"24.4","-10.9",,"18.9","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,"35.2",,,,,,,,,"-7.3",,,,,,,,,"false",,,,,,,,,"true",,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4154","Arlington School District","Presidents Elementary","Math","7.7",,,,,"9.5","-16.4",,"1.9","Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes",,,,,,,"16",,,,,,,,,"4.8",,,,,,,,,"false",,,,,,,,,"true",,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4154","Arlington School District","Presidents Elementary","Reading","9.8",,,,,"12.5","-21.8",,"12.1","Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes",,,,,,,"32",,,,,,,,,"-12.7",,,,,,,,,"false",,,,,,,,,"true",,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","1714","Arlington School District","Stillaguamish School","Math","-22",,,,,,,,,"No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N/A","N<Required","20.9",,,,,,,,,"-1.4",,,,,,,,,"false",,,,,,,,"false","false",,,,,,,,,"No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","31016","1714","Arlington School District","Stillaguamish School","Reading","-14.5",,,,,,,,,"No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N/A","N<Required","42.3",,,,,,,,,"-8.8",,,,,,,,,"false",,,,,,,,"false","false",,,,,,,,,"No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","31016","2152","Arlington School District","Trafton Elementary","Math","20.3",,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","N<Required"
"29801","Northwest Educational Service District 189","31016","2152","Arlington School District","Trafton Elementary","Reading",,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","N<Required"
"29801","Northwest Educational Service District 189","31016","4287","Arlington School District","Weston High School","Math","-39",,,,,,,,,"N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N/A","N<Required","25",,,,,,,,,"-21.2",,,,,,,,,"false","false",,,,,,,,"false","true",,,,,,,,"N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","31016","4287","Arlington School District","Weston High School","Reading","25.7",,,,,,,,,"N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N<Required","N/A","N<Required"
"11801","Educational Service District 123","2420","2507","Asotin-Anatone School District","Asotin Elementary","Math","16.7",,,,,,,,"17.8","Yes","N<Required","N/A","N/A","N<Required","Yes","Yes","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N/A","N/A","N<Required","Yes","Yes","N/A","Yes"
"11801","Educational Service District 123","2420","2507","Asotin-Anatone School District","Asotin Elementary","Reading","12.3",,,,,,,,"13","Yes","N<Required","N/A","N/A","N<Required","Yes","Yes","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N/A","N/A","N<Required","Yes","Yes","N/A","Yes"
"11801","Educational Service District 123","2420","2434","Asotin-Anatone School District","Asotin Jr Sr High","Math","10.9",,,,,,,,,"Yes","N/A","N/A","N<Required","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N/A","N/A","N<Required","N<Required","Yes","N<Required","N/A","Yes"
"11801","Educational Service District 123","2420","2434","Asotin-Anatone School District","Asotin Jr Sr High","Reading","17.8",,,,,,,,,"Yes","N/A","N/A","N<Required","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N/A","N/A","N<Required","N<Required","Yes","N<Required","N/A","Yes"
"17801","Puget Sound Educational Service District 121","17408","3825","Auburn School District","Alpac Elementary School","Math","0.6",,,,"-4.2","12.8",,,"-6.7","Yes","N<Required","Yes","N<Required","No","Yes","No","No","No",,,,,"39.3",,,,"48",,,,,"-6.8",,,,"-13.6",,,,,"false",,,,"false",,,,,"true",,,,"true","Yes","N<Required","Yes","N<Required","No","Yes","Yes","No","No"
"17801","Puget Sound Educational Service District 121","17408","3825","Auburn School District","Alpac Elementary School","Reading","7.6",,,,"17.8","14.4",,,"9.6","Yes","N<Required","Yes","N<Required","Yes","Yes","Yes","Yes","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","N<Required","Yes","Yes","Yes","Yes","Yes"
"17801","Puget Sound Educational Service District 121","17408","5082","Auburn School District","Arthur Jacobsen Elementary","Math","19.1",,"33.8",,,"30.6",,,"10.9","Yes","N<Required","Yes","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"17801","Puget Sound Educational Service District 121","17408","5082","Auburn School District","Arthur Jacobsen Elementary","Reading","17.3",,"23.7",,,"23.8",,,"12.2","Yes","N<Required","Yes","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
