"esdcode","esdname","districtcode","schoolcode","districtname","schoolname","subject","indexall","indexamericanindian","indexasian","indexblack","indexhispanic","indexwhite","indexspecialed","indexltdenglish","indexlowincome","mettargetbeforeshall","mettargetbeforeshamerica","mettargetbeforeshasian","mettargetbeforeshblack","mettargetbeforeshhispanic","mettargetbeforeshwhite","mettargetbeforeshspecialed","mettargetbeforeshltdenglish","mettargetbeforeshlowincome","previousweightedcemetall","previousweightedcemetame","previousweightedcemetasian","previousweightedcemetblack","previousweightedcemethispanic","previousweightedcemetwhite","previousweightedcemetspecialed","previousweightedcemetltd","previousweightedcemetlowincome","reductionpercentall","reductionpercentamericanindian","reductionpercentasian","reductionpercentblack","reductionpercenthispanic","reductionpercentwhite","reductionpercentspecialed","reductionpercentltdenglish","reductionpercentlowincome","met10percentflagall","met10percentflagamericanindian","met10percentflagasian","met10percentflagblack","met10percentflaghispanic","met10percentflagwhite","met10percentflagspecialed","met10percentflagltdenglish","met10percentflaglowincome","metotherindicatorflagall","metotherindicatorflagame","metotherindicatorflagasian","metotherindicatorflagblack","metotherindicatorflaghispanic","metotherindicatorflagwhite","metotherindicatorflagspecialed","metotherindicatorflagltd","metotherindicatorflaglowincome","mettargetaftershflagall","mettargetaftershflagamer","mettargetaftershflagasian","mettargetaftershflagblack","mettargetaftershflaghispanic","mettargetaftershflagwhite","mettargetaftershflagspecialed","mettargetaftershflagltdenglish","mettargetaftershflaglowincome"
"29801","Northwest Educational Service District 189","29103","3252","Anacortes School District","Island View Elementary","Reading","28.79",,,,,,,,"28.76","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"29801","Northwest Educational Service District 189","31016","2523","Arlington School District","Arlington High School","Math","20.22",,"56.4",,,"21.15","-17.95",,"0.06","true","N<Required","N<Required","N<Required","N<Required","true","No","N<Required","true",,,,,,,"7.69",,,,,,,,,"7.42",,,,,,,,,"false",,,,,"true",,,,"true",,,"true","N<Required","N<Required","N<Required","N<Required","true","No","N<Required","true"
"29801","Northwest Educational Service District 189","31016","2523","Arlington School District","Arlington High School","Reading","23.67",,"38.5",,,"24.02","-12.05",,"16.09","true","N<Required","N<Required","N<Required","N<Required","true","No","N<Required","true",,,,,,,"27.5",,,,,,,,,"9.72",,,,,,,,,"false",,,,,"true",,,,"true",,,"true","N<Required","N<Required","N<Required","N<Required","true","No","N<Required","true"
"29801","Northwest Educational Service District 189","31016","4327","Arlington School District","Eagle Creek Elementary","Math","29.46",,,,,,,,"22.29","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"29801","Northwest Educational Service District 189","31016","4327","Arlington School District","Eagle Creek Elementary","Reading","23.58",,,,,,,,"16.42","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"29801","Northwest Educational Service District 189","31016","5010","Arlington School District","Haller Middle School","Math","27.46",,,,,"29.52",,,"25.1","true","N<Required","Yes","N<Required","Yes","true","No","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","Yes","N<Required","Yes","true","No","N<Required","true"
"29801","Northwest Educational Service District 189","31016","5010","Arlington School District","Haller Middle School","Reading","38.56",,,,,"38.96","14.98",,"42.82","true","N<Required","Yes","N<Required","Yes","true","Yes","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","Yes","N<Required","Yes","true","Yes","N<Required","true"
"29801","Northwest Educational Service District 189","31016","4436","Arlington School District","Kent Prairie Elementary","Math","32.63",,,,,,,,"29.01","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"29801","Northwest Educational Service District 189","31016","4436","Arlington School District","Kent Prairie Elementary","Reading","27.89",,,,,,,,"29.37","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"29801","Northwest Educational Service District 189","31016","4573","Arlington School District","Pioneer Elementary","Math","40.06",,,,,"42.37","36.8",,"41.79","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"29801","Northwest Educational Service District 189","31016","4573","Arlington School District","Pioneer Elementary","Reading",,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"29801","Northwest Educational Service District 189","31016","3124","Arlington School District","Post Middle School","Math","30.05",,,,,"31.84","-5.2",,"27.01","true","N<Required","N<Required","N<Required","Yes","true","No","N<Required","true",,,,,,,"11.93",,,,,,,,,"4.91",,,,,,,,,"false",,,,,,,,,"true",,,"true","N<Required","N<Required","N<Required","Yes","true","No","N<Required","true"
"29801","Northwest Educational Service District 189","31016","3124","Arlington School District","Post Middle School","Reading","33.69",,,,,"34.47","-1.63",,"37.93","true","N<Required","N<Required","N<Required","Yes","true","No","N<Required","true",,,,,,,"23.85",,,,,,,,,"3.15",,,,,,,,,"false",,,,,,,,,"true",,,"true","N<Required","N<Required","N<Required","Yes","true","No","N<Required","true"
"29801","Northwest Educational Service District 189","31016","4154","Arlington School District","Presidents Elementary","Math","31.81",,,,,"33.62",,,"28.99","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"29801","Northwest Educational Service District 189","31016","4154","Arlington School District","Presidents Elementary","Reading","26.88",,,,,"28.57",,,"30.14","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","3825","Auburn School District","Alpac Elementary School","Math","25.63",,,,"26.82","36.28",,,"19.39","true","N<Required","N<Required","N<Required","Yes","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","Yes","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","3825","Auburn School District","Alpac Elementary School","Reading","16.51",,,,"21.66","24.08",,,"14.07","true","N<Required","N<Required","N<Required","Yes","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","Yes","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","5037","Auburn School District","Auburn Mountainview High School","Math","20.41",,"36.81",,"17.23","23.66",,,"4.43","true","N<Required","Yes","N<Required","Yes","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","Yes","N<Required","Yes","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","5037","Auburn School District","Auburn Mountainview High School","Reading","29.28",,"38.5",,"31.87","30.51","3.53","13.37","25.43","true","N<Required","Yes","N<Required","Yes","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","true",,"true","N<Required","Yes","N<Required","Yes","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","4474","Auburn School District","Auburn Riverside High School","Math","18.84",,"8.51",,"10.3","25.15",,,"8.8","true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","4474","Auburn School District","Auburn Riverside High School","Reading","27.55",,"22.19",,"22.79","32.14","-20.05","-36.61","20.75","true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,"40.91","16.67",,,,,,,,"-37.5","-10.77",,,,,,,,"false","false",,,,,,"true",,"true","true",,"true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","2795","Auburn School District","Auburn Senior High School","Math","-1.85","-26.44","25.93","4","-16.61","5.42","-27.52","-8.31","-5.77","false","N<Required","N<Required","N<Required","No","true","No","N<Required","false","35.97","7.14",,,"12.5",,"15.15","11.11","21.95","-0.04","-2.02",,,"2.74",,"-9.63","5.26","7.66","false","false",,,"false",,"false","false","false","true","true","true","true","true",,"true","true","true","false","N<Required","N<Required","N<Required","No","true","No","N<Required","false"
"17801","Puget Sound Educational Service District 121","17408","2795","Auburn School District","Auburn Senior High School","Reading","16.38","13.3","38.5","20.84","5.3","22.89","-24.88","-9.93","7.57","true","N<Required","N<Required","N<Required","Yes","true","No","N<Required","true",,,,,,,"32.43","37.5",,,,,,,,"-15.11","-14.29",,,,,,,,"false","false",,,"true","true","true",,,"true","true",,"true","N<Required","N<Required","N<Required","Yes","true","No","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","2394","Auburn School District","Cascade Middle School","Math","12.33",,"32.49",,"2","21.09",,,"0.26","true","N<Required","Yes","Yes","Yes","true","No","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","Yes","Yes","Yes","true","No","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","2394","Auburn School District","Cascade Middle School","Reading","18.79",,"38.72",,"8.8","26.23",,,"10.65","true","N<Required","Yes","Yes","Yes","true","No","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","Yes","Yes","Yes","true","No","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","3439","Auburn School District","Chinook Elementary School","Math","7.49","-9.52",,,,"41.31",,,"-3.29","true","No","N<Required","N<Required","N<Required","true","N<Required","N<Required","false",,"25.76",,,,,,,"34.65",,"-6.63",,,,,,,"-11.54",,"false",,,,,,,"false",,"true",,,,,,,"true","true","No","N<Required","N<Required","N<Required","true","N<Required","N<Required","false"
"17801","Puget Sound Educational Service District 121","17408","3439","Auburn School District","Chinook Elementary School","Reading","-0.05","-8.65",,,,"30.06",,,"-9.03","false","No","N<Required","N<Required","N<Required","true","N<Required","N<Required","false","56.57","36.36",,,,,,,"45.67","-16.35","-4.76",,,,,,,"-16.97","false","false",,,,,,,"false","true","true",,,,,,,"true","false","No","N<Required","N<Required","N<Required","true","N<Required","N<Required","false"
"17801","Puget Sound Educational Service District 121","17408","2932","Auburn School District","Dick Scobee Elementary School","Math","22.02",,,,,"31.37",,,"19.77","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","2932","Auburn School District","Dick Scobee Elementary School","Reading","12.6",,,,,"18.84",,,"6.09","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","3745","Auburn School District","Evergreen Heights Elementary","Math","23.87",,,,,"35.3",,,"17","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","3745","Auburn School District","Evergreen Heights Elementary","Reading","22.97",,,,,"30.57",,,"18.51","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","3669","Auburn School District","Gildo Rey Elementary School","Math","34.03",,,,,"46.14","9.75","0.54","28.03","true","N<Required","N<Required","N<Required","Yes","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false","true",,"true","N<Required","N<Required","N<Required","Yes","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","3669","Auburn School District","Gildo Rey Elementary School","Reading","23.39",,,,,"29.43","2.02","12.09","18.33","true","N<Required","N<Required","N<Required","Yes","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false","true",,"true","N<Required","N<Required","N<Required","Yes","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","4347","Auburn School District","Hazelwood Elementary School","Math","32.77",,,,,"40.44",,,"30.87","true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","4347","Auburn School District","Hazelwood Elementary School","Reading","22.69",,,,,"28.26",,,"22.84","true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","4417","Auburn School District","Ilalko Elementary School","Math","31.85",,,,,"36.21","-5.09",,"18.77","true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,"26.83",,,,,,,,,"-13.24",,,,,,,,,"false",,,,,,,,,"true",,,"true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","4417","Auburn School District","Ilalko Elementary School","Reading","18.91",,,,,"21.15","-17.3",,"12.86","true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,"34.15",,,,,,,,,"-21.48",,,,,,,,,"false",,,,,,,,,"true",,,"true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","4120","Auburn School District","Lake View Elementary School","Math","24.49",,,,,,,,"16.97","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","4120","Auburn School District","Lake View Elementary School","Reading","19.23",,,,,,,,"24.39","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","5051","Auburn School District","Lakeland Hills Elementary","Math","39.05",,"51.69",,,"43.67",,,"31.13","true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","5051","Auburn School District","Lakeland Hills Elementary","Reading","29.24",,,,,"30.45",,,"24.82","true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","Yes","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","3525","Auburn School District","Lea Hill Elementary School","Math","29.38",,,"44.18",,"35.5","10.89",,"22.37","true","N<Required","Yes","Yes","Yes","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"true","N<Required","Yes","Yes","Yes","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","3525","Auburn School District","Lea Hill Elementary School","Reading","16.93",,,"29.85",,"22.85","-6.33",,"12.48","true","N<Required","Yes","Yes","Yes","true","N<Required","N<Required","true",,,,,,,"34.21",,,,,,,,,"-10.55",,,,,,,,,"false",,,,,,,,,"true",,,"true","N<Required","Yes","Yes","Yes","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","4462","Auburn School District","Mt Baker Middle School","Math","24.2",,"56",,"8.98","30.53",,,"10.59","true","N<Required","Yes","Yes","Yes","true","No","No","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","Yes","Yes","Yes","true","No","No","true"
"17801","Puget Sound Educational Service District 121","17408","4462","Auburn School District","Mt Baker Middle School","Reading","28.09",,"49.01",,"22.09","32.97",,"-1.02","17.54","true","N<Required","Yes","Yes","Yes","true","No","No","true",,,,,,,,"28.57",,,,,,,,,"-9.27",,,,,,,,,"false",,,,,,,,,"true",,"true","N<Required","Yes","Yes","Yes","true","No","No","true"
"17801","Puget Sound Educational Service District 121","17408","3169","Auburn School District","Olympic Middle School","Math","8.41","1.94","27.62","16.95","0.02","24.34",,,"-0.29","true","Yes","Yes","Yes","Yes","true","No","No","false",,,,,,,,,"22.07",,,,,,,,,"7.66",,,,,,,,,"false",,,,,,,,,"true","true","Yes","Yes","Yes","Yes","true","No","No","false"
"17801","Puget Sound Educational Service District 121","17408","3169","Auburn School District","Olympic Middle School","Reading","16.68","2.6","46","16.38","18.31","28.99",,"-13.74","10.26","true","Yes","Yes","Yes","Yes","true","No","No","true",,,,,,,,"20.9",,,,,,,,,"-6.66",,,,,,,,,"false",,,,,,,,,"true",,"true","Yes","Yes","Yes","Yes","true","No","No","true"
"17801","Puget Sound Educational Service District 121","17408","3227","Auburn School District","Pioneer Elementary School","Math","21.67",,,,"10.01","42.53",,,"11.84","true","N<Required","N<Required","N<Required","Yes","true","N<Required","No","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","Yes","true","N<Required","No","true"
"17801","Puget Sound Educational Service District 121","17408","3227","Auburn School District","Pioneer Elementary School","Reading","20.14",,,,"12.3",,,"-11.63","13.02","true","N<Required","N<Required","N<Required","Yes","true","N<Required","No","true",,,,,,,,"43.48",,,,,,,,,"-29.46",,,,,,,,,"false",,,,,,,,,"true",,"true","N<Required","N<Required","N<Required","Yes","true","N<Required","No","true"
"17801","Puget Sound Educational Service District 121","17408","4385","Auburn School District","Rainier Middle School","Math","24.97",,"49.21",,,"31.26",,,"15.28","true","N<Required","Yes","No","Yes","true","No","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","Yes","No","Yes","true","No","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","4385","Auburn School District","Rainier Middle School","Reading","29.22",,"49.61",,,"33.14",,,"20.4","true","N<Required","Yes","Yes","Yes","true","No","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","Yes","Yes","Yes","true","No","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","2659","Auburn School District","Terminal Park Elementary School","Math","31.2",,,,,"38.53",,,"21.07","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","2659","Auburn School District","Terminal Park Elementary School","Reading","22.71",,,,,"30.47",,,"16","true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","2326","Auburn School District","Washington Elementary School","Math","20.12",,,,,"32.01",,,"14.74","true","N<Required","N<Required","N<Required","Yes","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","Yes","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","17408","2326","Auburn School District","Washington Elementary School","Reading","16.71",,,,,"27.66",,,"13.45","true","N<Required","N<Required","N<Required","Yes","true","N<Required","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","Yes","true","N<Required","N<Required","true"
"17801","Puget Sound Educational Service District 121","18303","4542","Bainbridge Island School District","Sakai Intermediate","Math",,,,,,"42.5",,,,"true","N<Required","N<Required","N<Required","N<Required","true","Yes","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","Yes","N<Required","true"
"17801","Puget Sound Educational Service District 121","18303","4542","Bainbridge Island School District","Sakai Intermediate","Reading",,,,,,"40.44",,,,"true","N<Required","N<Required","N<Required","N<Required","true","Yes","N<Required","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","N<Required","N<Required","N<Required","N<Required","true","Yes","N<Required","true"
