"esdcode","esdname","districtcode","schoolcode","districtname","schoolname","subject","indexall","indexamericanindian","indexasian","indexblack","indexhispanic","indexwhite","indexspecialed","indexltdenglish","indexlowincome","mettargetbeforeshall","mettargetbeforeshamerica","mettargetbeforeshasian","mettargetbeforeshblack","mettargetbeforeshhispanic","mettargetbeforeshwhite","mettargetbeforeshspecialed","mettargetbeforeshltdenglish","mettargetbeforeshlowincome","previousweightedcemetall","previousweightedcemetame","previousweightedcemetasian","previousweightedcemetblack","previousweightedcemethispanic","previousweightedcemetwhite","previousweightedcemetspecialed","previousweightedcemetltd","previousweightedcemetlowincome","reductionpercentall","reductionpercentamericanindian","reductionpercentasian","reductionpercentblack","reductionpercenthispanic","reductionpercentwhite","reductionpercentspecialed","reductionpercentltdenglish","reductionpercentlowincome","met10percentflagall","met10percentflagamericanindian","met10percentflagasian","met10percentflagblack","met10percentflaghispanic","met10percentflagwhite","met10percentflagspecialed","met10percentflagltdenglish","met10percentflaglowincome","metotherindicatorflagall","metotherindicatorflagame","metotherindicatorflagasian","metotherindicatorflagblack","metotherindicatorflaghispanic","metotherindicatorflagwhite","metotherindicatorflagspecialed","metotherindicatorflagltd","metotherindicatorflaglowincome","mettargetaftershflagall","mettargetaftershflagamer","mettargetaftershflagasian","mettargetaftershflagblack","mettargetaftershflaghispanic","mettargetaftershflagwhite","mettargetaftershflagspecialed","mettargetaftershflagltdenglish","mettargetaftershflaglowincome"
"34801","Educational Service District 113","14005","2763","Aberdeen School District","Robert Gray Elementary","Reading","0.5",,,,,,,,"-4.8","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","No",,,,,,,,,"53.7",,,,,,,,,"-12.6",,,,,,,,,"false",,,,,,,,,"true","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","No"
"34801","Educational Service District 113","14005","2971","Aberdeen School District","Stevens Elementary School","Math","12",,,,,"20",,,"10.1","Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"34801","Educational Service District 113","14005","2971","Aberdeen School District","Stevens Elementary School","Reading","8",,,,,"11.5",,,"7.9","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes"
"34801","Educational Service District 113","21226","2227","Adna School District","Adna Elementary School","Math","14.6",,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","N<Required"
"34801","Educational Service District 113","21226","2227","Adna School District","Adna Elementary School","Reading","14.3",,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","N<Required",,,"100",,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","N<Required"
"34801","Educational Service District 113","21226","2441","Adna School District","Adna Middle/High School","Math","-2.6",,,,,,,,,"No","N<Required","N<Required","N/A","N<Required","No","N<Required","N/A","No","46.6",,,,,,,,,"-12.1",,,,,,,,,"false",,,,,,,,,"true",,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","No"
"34801","Educational Service District 113","21226","2441","Adna School District","Adna Middle/High School","Reading","17",,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","Yes"
"32801","Educational Service District 101","22017","2860","Almira School District","Almira Elementary School","Math",,,,,,,,,,"Yes","N/A","N/A","N<Required","N<Required","Yes","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,,,,"Yes","N/A","N/A","N<Required","N<Required","Yes","N<Required","N/A","N<Required"
"32801","Educational Service District 101","22017","2860","Almira School District","Almira Elementary School","Reading",,,,,,,,,,"Yes","N/A","N/A","N<Required","N<Required","Yes","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,,,,"Yes","N/A","N/A","N<Required","N<Required","Yes","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","2467","Anacortes School District","Anacortes High School","Math","3.2",,,,,"5.5","-39.3",,"-1.2","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","No",,,,,,,"17.4",,"33.3",,,,,,,"-12.4",,"17.9",,,,,,,"false",,"true",,,,,,,"false",,"false","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","29103","2467","Anacortes School District","Anacortes High School","Reading","15.8",,,,,"17.9","13.6",,"11.2","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","2707","Anacortes School District","Anacortes Middle School","Math",,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N/A","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N/A","No"
"29801","Northwest Educational Service District 189","29103","2707","Anacortes School District","Anacortes Middle School","Reading",,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N/A","Yes"
"29801","Northwest Educational Service District 189","29103","1905","Anacortes School District","Cooperatives","Math",,,,,,,,,,"N<Required","N/A","N/A","N/A","N<Required","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N<Required","N<Required","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","1905","Anacortes School District","Cooperatives","Reading",,,,,,,,,,"N<Required","N/A","N/A","N/A","N<Required","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N<Required","N<Required","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","3182","Anacortes School District","Fidalgo Elementary","Math","29.1",,,,,,,,"31.5","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","3182","Anacortes School District","Fidalgo Elementary","Reading","23.9",,,,,,,,"24","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","1849","Anacortes School District","Home Education Partnership","Math",,,,,,,,,,"Yes","N/A","N<Required","N/A","N<Required","Yes","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N/A","N<Required","N/A","N<Required","Yes","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","1849","Anacortes School District","Home Education Partnership","Reading",,,,,,,,,,"Yes","N/A","N<Required","N/A","N<Required","Yes","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N/A","N<Required","N/A","N<Required","Yes","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","3252","Anacortes School District","Island View Elementary","Math","8.2",,,,,,,,"0.7","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,"50",,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","3252","Anacortes School District","Island View Elementary","Reading","12.8",,,,,,,,"9.9","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,"100",,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","1525","Anacortes School District","Learning Opportunity Center","Math",,,,,,,,,,"N<Required","N<Required","N/A","N/A","N/A","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,"false",,,,,"false",,,,"true",,,,,"true",,,"N<Required","N<Required","N/A","N/A","N/A","N<Required","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","1525","Anacortes School District","Learning Opportunity Center","Reading",,,,,,,,,,"N<Required","N<Required","N/A","N/A","N/A","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,"false",,,,,"false",,,,"true",,,,,"true",,,"N<Required","N<Required","N/A","N/A","N/A","N<Required","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","3057","Anacortes School District","Mount Erie Elementary","Math","28.1",,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","3057","Anacortes School District","Mount Erie Elementary","Reading","23",,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","3923","Anacortes School District","Secret Harbor","Math",,,,,,,,,,"N<Required","N<Required","N/A","N<Required","N/A","N<Required","N<Required","N/A","N<Required",,"33.3",,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,,,,,,,"N<Required","N<Required","N/A","N<Required","N/A","N<Required","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","3923","Anacortes School District","Secret Harbor","Reading",,,,,,,,,,"N<Required","N<Required","N/A","N<Required","N/A","N<Required","N<Required","N/A","N<Required",,"33.3",,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,,,,,,,"N<Required","N<Required","N/A","N<Required","N/A","N<Required","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","31016","2523","Arlington School District","Arlington High School","Math","-5.2",,"24.2",,"-6.1","-3","-25.3",,"-13.4","No","N<Required","N<Required","N<Required","N<Required","No","No","N<Required","No","57.9",,,,"42.9","58.6","14.5",,"30.2","-15.8",,,,"-14.4","-13.4","8.7",,"8","false",,,,"false","false","false",,"false","true",,"true",,"false","true","false",,"false","No","N<Required","N<Required","N<Required","N<Required","No","No","N<Required","No"
"29801","Northwest Educational Service District 189","31016","2523","Arlington School District","Arlington High School","Reading","16.2",,"25.7",,"25.7","16.7","-14.9",,"9.7","Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes",,,,,,,"34.5",,,,,,,,,"10.6",,,,,,,,,"true",,,,,"true",,"false",,"false",,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4327","Arlington School District","Eagle Creek Elementary","Math","8.9",,,,,,,,"1.9","Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4327","Arlington School District","Eagle Creek Elementary","Reading","11",,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","5010","Arlington School District","Haller Middle School","Math","6.5",,,,,"8.3","-18.3",,"8.7","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,"16.7",,,,,,,,,"4.4",,,,,,,,,"false",,,,,,,,,"true",,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","37502","2607","Ferndale School District","Custer Elem","Reading","8.1",,,,,,,,"1.3","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","5010","Arlington School District","Haller Middle School","Reading","21.4",,,,"32.6","22.2","2.9",,"24.4","Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4436","Arlington School District","Kent Prairie Elementary","Math","13",,,,,,,,"15.1","Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4436","Arlington School District","Kent Prairie Elementary","Reading","17.1",,,,,,,,"22.3","Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4573","Arlington School District","Pioneer Elementary","Math",,,,,,,,,"18.2","Yes","N<Required","Yes","N<Required","N<Required","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","N<Required","N<Required","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4573","Arlington School District","Pioneer Elementary","Reading",,,,,,,,,"22.6","Yes","N<Required","Yes","N<Required","N<Required","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","N<Required","N<Required","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","3124","Arlington School District","Post Middle School","Math","8.7",,,,,"10.9","-22",,"7.2","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,"16.3",,,,,,,,,"2.5",,,,,,,,,"false",,,,,,,,,"true",,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","3124","Arlington School District","Post Middle School","Reading","22.1",,,,,"23","-7.3",,"27.3","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,"26.3",,,,,,,,,"12.2",,,,,,,,,"true",,,,,,,,,"true",,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4154","Arlington School District","Presidents Elementary","Math","11.9",,,,,"13.5",,,"17","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4154","Arlington School District","Presidents Elementary","Reading","15.5",,,,,"18.1",,,"14.7","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","1714","Arlington School District","Stillaguamish School","Math",,,,,,,,,,"No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required"
"29801","Northwest Educational Service District 189","31016","1714","Arlington School District","Stillaguamish School","Reading",,,,,,,,,,"No","N<Required","N<Required","N<Required","N<Required","Yes","N/A","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true","No","N<Required","N<Required","N<Required","N<Required","Yes","N/A","N/A","N<Required"
"29801","Northwest Educational Service District 189","31016","2152","Arlington School District","Trafton Elementary","Math","16.5",,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N<Required","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N<Required","N<Required"
"29801","Northwest Educational Service District 189","31016","2152","Arlington School District","Trafton Elementary","Reading","23.9",,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N<Required","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N<Required","N<Required"
"29801","Northwest Educational Service District 189","31016","4287","Arlington School District","Weston High School","Math",,,,,,,,,,"N<Required","N<Required","N/A","N/A","N<Required","N<Required","N<Required","N<Required","N<Required",,,,,,,,,"20",,,,,,,,,,,"false",,,"false",,,"false","false",,"true",,,"true",,,"true","true","N<Required","N<Required","N/A","N/A","N<Required","N<Required","N<Required","N<Required","N<Required"
"29801","Northwest Educational Service District 189","31016","4287","Arlington School District","Weston High School","Reading","25.7",,,,,"25.7",,,,"N<Required","N<Required","N/A","N/A","N<Required","N<Required","N<Required","N<Required","N<Required",,,,,,,,,,,,,,,,,,,,"false",,,"false",,,"false",,"true","true",,,"true","true",,"true",,"N<Required","N<Required","N/A","N/A","N<Required","N<Required","N<Required","N<Required","N<Required"
"11801","Educational Service District 123","2420","2507","Asotin-Anatone School District","Asotin Elementary","Math","16",,,,,,,,"14.9","Yes","N<Required","N/A","N/A","N/A","Yes","No","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N/A","N/A","N/A","Yes","Yes","N/A","Yes"
"11801","Educational Service District 123","2420","2507","Asotin-Anatone School District","Asotin Elementary","Reading","15.6",,,,,,,,"11.7","Yes","N<Required","N/A","N/A","N/A","Yes","No","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N/A","N/A","N/A","Yes","Yes","N/A","Yes"
"11801","Educational Service District 123","2420","2434","Asotin-Anatone School District","Asotin Jr Sr High","Math","14.4",,,,,,,,,"Yes","N<Required","N/A","N<Required","N/A","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N/A","N<Required","N/A","Yes","N<Required","N/A","Yes"
"11801","Educational Service District 123","2420","2434","Asotin-Anatone School District","Asotin Jr Sr High","Reading","14.6",,,,,,,,,"Yes","N<Required","N/A","N<Required","N/A","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N/A","N<Required","N/A","Yes","N<Required","N/A","Yes"
"17801","Puget Sound Educational Service District 121","17408","3825","Auburn School District","Alpac Elementary School","Math","1.4",,,,"0","9.4",,,"0.6","Yes","N<Required","Yes","N<Required","Yes","Yes","N<Required","No","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","N<Required","Yes","Yes","N<Required","Yes","Yes"
"17801","Puget Sound Educational Service District 121","17408","3825","Auburn School District","Alpac Elementary School","Reading","3.3",,,,"15.3","9.2",,"-19.4","1.1","Yes","N<Required","Yes","N<Required","Yes","Yes","N<Required","No","Yes",,,,,,,,"16",,,,,,,,,"16.7",,,,,,,,,"true",,,,,,,,,"true",,"Yes","N<Required","Yes","N<Required","Yes","Yes","N<Required","Yes","Yes"
"17801","Puget Sound Educational Service District 121","17408","5082","Auburn School District","Arthur Jacobsen Elementary","Math","16.9",,"31.9",,,"26.2",,,"14.7","Yes","N<Required","Yes","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
