"esdcode","esdname","districtcode","schoolcode","districtname","schoolname","subject","indexall","indexamericanindian","indexasian","indexblack","indexhispanic","indexwhite","indexspecialed","indexltdenglish","indexlowincome","mettargetbeforeshall","mettargetbeforeshamerica","mettargetbeforeshasian","mettargetbeforeshblack","mettargetbeforeshhispanic","mettargetbeforeshwhite","mettargetbeforeshspecialed","mettargetbeforeshltdenglish","mettargetbeforeshlowincome","previousweightedcemetall","previousweightedcemetame","previousweightedcemetasian","previousweightedcemetblack","previousweightedcemethispanic","previousweightedcemetwhite","previousweightedcemetspecialed","previousweightedcemetltd","previousweightedcemetlowincome","reductionpercentall","reductionpercentamericanindian","reductionpercentasian","reductionpercentblack","reductionpercenthispanic","reductionpercentwhite","reductionpercentspecialed","reductionpercentltdenglish","reductionpercentlowincome","met10percentflagall","met10percentflagamericanindian","met10percentflagasian","met10percentflagblack","met10percentflaghispanic","met10percentflagwhite","met10percentflagspecialed","met10percentflagltdenglish","met10percentflaglowincome","metotherindicatorflagall","metotherindicatorflagame","metotherindicatorflagasian","metotherindicatorflagblack","metotherindicatorflaghispanic","metotherindicatorflagwhite","metotherindicatorflagspecialed","metotherindicatorflagltd","metotherindicatorflaglowincome","mettargetaftershflagall","mettargetaftershflagamer","mettargetaftershflagasian","mettargetaftershflagblack","mettargetaftershflaghispanic","mettargetaftershflagwhite","mettargetaftershflagspecialed","mettargetaftershflagltdenglish","mettargetaftershflaglowincome"
"34801","Educational Service District 113","14005","2305","Aberdeen School District","Miller Junior High","Math","-6.4",,,,"-20.2","-0.2",,,"-17.7","No","N<Required","N<Required","N<Required","No","No","No","N<Required","No","46.6",,,,"16.5","53.6",,,"33.1","-3.7",,,,"6.7","-8.8",,,"-2.3","false",,,,"false","false",,,"false","true",,,,"true","true",,,"true","No","N<Required","N<Required","N<Required","No","No","No","N<Required","No"
"34801","Educational Service District 113","14005","2305","Aberdeen School District","Miller Junior High","Reading","-11.9",,,,"-12.5","-8.7","-41.8",,"-22","No","N<Required","N<Required","N<Required","No","No","No","N<Required","No","54.5",,,,"37.6","58.6","11.4",,"41.8","-19.8",,,,"-6.1","-26.8","-2.6",,"-14.4","false",,,,"false","false","false",,"false","true",,,,"true","true","true",,"true","No","N<Required","N<Required","N<Required","No","No","No","N<Required","No"
"34801","Educational Service District 113","14005","2763","Aberdeen School District","Robert Gray Elementary","Math","5.2",,"41.5","-58",,,,,"2.7","Yes","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N<Required","Yes",,,,"50",,,,,,,,,"-100",,,,,,,,,"false",,,,,,,,"true","true",,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N<Required","Yes"
"34801","Educational Service District 113","14005","2763","Aberdeen School District","Robert Gray Elementary","Reading","2.7",,"31.2","23.9",,,,,"-2.7","Yes","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N<Required","No",,,,,,,,,"45.2",,,,,,,,,"6.2",,,,,,,,,"false",,,"true","true",,,,,"true","Yes","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N<Required","No"
"34801","Educational Service District 113","14005","2971","Aberdeen School District","Stevens Elementary School","Math","14.5",,,,,"16.4",,,"13.7","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"34801","Educational Service District 113","14005","2971","Aberdeen School District","Stevens Elementary School","Reading","4.1",,,,,"7.5",,,"0.9","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes"
"34801","Educational Service District 113","21226","2227","Adna School District","Adna Elementary School","Math","10",,,,,,,,"9.8","Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","Yes"
"34801","Educational Service District 113","21226","2227","Adna School District","Adna Elementary School","Reading","3.4",,,,,,,,"11.1","Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N/A","Yes"
"34801","Educational Service District 113","21226","2441","Adna School District","Adna Middle/High School","Math","7.3",,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N<Required","Yes"
"34801","Educational Service District 113","21226","2441","Adna School District","Adna Middle/High School","Reading","21.4",,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N<Required","Yes"
"32801","Educational Service District 101","22017","2860","Almira School District","Almira Elementary School","Math",,,,,,,,,,"Yes","N/A","N/A","N<Required","N<Required","Yes","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N/A","N/A","N<Required","N<Required","Yes","N<Required","N/A","N<Required"
"32801","Educational Service District 101","22017","2860","Almira School District","Almira Elementary School","Reading",,,,,,,,,,"Yes","N/A","N/A","N<Required","N<Required","Yes","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N/A","N/A","N<Required","N<Required","Yes","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","2467","Anacortes School District","Anacortes High School","Math","5.9",,,,,"6.7","-35.5",,"-8.1","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N/A","No",,,,,,,"9.1",,"39.7",,,,,,,"-0.8",,"1.1",,,,,,,"false",,"false",,,,,,,"true",,"true","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N/A","No"
"29801","Northwest Educational Service District 189","29103","2467","Anacortes School District","Anacortes High School","Reading","21.5",,,,,"21.8","-4.1",,"19.6","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N/A","Yes",,,,,,,"45.5",,,,,,,,,"-16.7",,,,,,,,,"false",,,,,,,,,"true",,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N/A","Yes"
"29801","Northwest Educational Service District 189","29103","2707","Anacortes School District","Anacortes Middle School","Math",,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","2707","Anacortes School District","Anacortes Middle School","Reading",,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","5176","Anacortes School District","Cap Sante High School","Math",,,,,,,,,,"N<Required","N<Required","N<Required","N/A","N<Required","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,,,,,,"N<Required","N<Required","N<Required","N/A","N<Required","N<Required","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","5176","Anacortes School District","Cap Sante High School","Reading",,,,,,,,,,"N<Required","N<Required","N<Required","N/A","N<Required","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,,,,,,"N<Required","N<Required","N<Required","N/A","N<Required","N<Required","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","3182","Anacortes School District","Fidalgo Elementary","Math","31.6",,,,,,,,"30.3","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","3182","Anacortes School District","Fidalgo Elementary","Reading","23.4",,,,,,,,"24.3","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","1849","Anacortes School District","Home Education Partnership","Math",,,,,,,,,,"Yes","N/A","N<Required","N<Required","N<Required","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N/A","N<Required","N<Required","N<Required","N<Required","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","1849","Anacortes School District","Home Education Partnership","Reading",,,,,,,,,,"Yes","N/A","N<Required","N<Required","N<Required","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N/A","N<Required","N<Required","N<Required","N<Required","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","29103","3252","Anacortes School District","Island View Elementary","Math","19.2",,,,,,,,"17.8","Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","3252","Anacortes School District","Island View Elementary","Reading","15.4",,,,,,,,"14.8","Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","3057","Anacortes School District","Mount Erie Elementary","Math","21.4",,,,,,,,"23","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","29103","3057","Anacortes School District","Mount Erie Elementary","Reading","21.3",,,,,,,,"24.5","Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","2523","Arlington School District","Arlington High School","Math","-11.3",,"20.4",,"-23.4","-9.5","-31.3",,"-19.9","No","N<Required","N<Required","N<Required","N<Required","No","No","N<Required","No","57.6",,,,"32","59",,,"41.5","-28.9",,,,"-19","-30.1","17.8",,"-16.8","false",,,,"false","false","true",,"false","true",,"true",,"true","true","true",,"true","No","N<Required","N<Required","N<Required","N<Required","No","Yes","N<Required","No"
"29801","Northwest Educational Service District 189","31016","2523","Arlington School District","Arlington High School","Reading","14.6",,,,"25.7","14.1","-10.3",,"7.5","Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes",,,,,,,"51.5",,,,,,,,,"-10",,,,,,,,,"false",,,,,,,"true",,"true",,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4327","Arlington School District","Eagle Creek Elementary","Math","16.1",,,,,,,,"6.4","Yes","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4327","Arlington School District","Eagle Creek Elementary","Reading","9.7",,,,,,,,"5.5","Yes","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","N<Required","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","5010","Arlington School District","Haller Middle School","Math","9.6",,,,"37.1","10.8","-1.7",,"7.3","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,"22.6",,,,,,,,,"10.3",,,,,,,,,"true",,,,,,,,,"true",,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","5010","Arlington School District","Haller Middle School","Reading","23.6",,,,"34.9","24.3","14.7",,"22.7","Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4436","Arlington School District","Kent Prairie Elementary","Math","24.1",,,,,,,,"29","Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4436","Arlington School District","Kent Prairie Elementary","Reading","17.6",,,,,,,,"21.4","Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4573","Arlington School District","Pioneer Elementary","Math","14.3",,,,,"19.1",,,"5.8","Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4573","Arlington School District","Pioneer Elementary","Reading","10.3",,,,,"14.6",,,"0.7","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","3124","Arlington School District","Post Middle School","Math","9.3",,,,,"11.3","-13.6",,"2.3","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,"13.6",,,,,,,,,"14.1",,,,,,,,,"true",,,,,,,,,"true",,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","3124","Arlington School District","Post Middle School","Reading","20.9",,,,,"22.7","-13.5",,"16.9","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,"30.5",,,,,,,,,"-0.7",,,,,,,,,"false",,,,,,,,,"true",,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4154","Arlington School District","Presidents Elementary","Math","5.8",,,,,"10.5",,,"4","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","Yes","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","4154","Arlington School District","Presidents Elementary","Reading","3.9",,,,,"7",,,"1.9","Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","Yes","Yes","No","N<Required","Yes"
"29801","Northwest Educational Service District 189","31016","1714","Arlington School District","Stillaguamish School","Math",,,,,,,,,,"No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","31016","1714","Arlington School District","Stillaguamish School","Reading","4.2",,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N<Required","N<Required","Yes","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","31016","2152","Arlington School District","Trafton Elementary","Math","24.8",,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N<Required","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N<Required","N<Required"
"29801","Northwest Educational Service District 189","31016","2152","Arlington School District","Trafton Elementary","Reading",,,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N<Required","N<Required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N<Required","N/A","N<Required","Yes","N<Required","N<Required","N<Required"
"29801","Northwest Educational Service District 189","31016","4287","Arlington School District","Weston High School","Math",,,,,,,,,,"N<Required","N<Required","N/A","N/A","N<Required","N<Required","N<Required","N/A","N<Required",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,,,,,,,"N<Required","N<Required","N/A","N/A","N<Required","N<Required","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","31016","4287","Arlington School District","Weston High School","Reading",,,,,,,,,,"N<Required","N<Required","N/A","N/A","N<Required","N<Required","N<Required","N/A","N<Required",,"100",,,,,,,,,,,,,,,,,,"false",,,,,,,,,"true",,,,,,,,"N<Required","N<Required","N/A","N/A","N<Required","N<Required","N<Required","N/A","N<Required"
"11801","Educational Service District 123","2420","2507","Asotin-Anatone School District","Asotin Elementary","Math","16.4",,,,,,,,"12.1","Yes","N<Required","N/A","N/A","N<Required","Yes","Yes","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N/A","N/A","N<Required","Yes","Yes","N/A","Yes"
"11801","Educational Service District 123","2420","2507","Asotin-Anatone School District","Asotin Elementary","Reading","12.3",,,,,,,,"9.5","Yes","N<Required","N/A","N/A","N<Required","Yes","Yes","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N/A","N/A","N<Required","Yes","Yes","N/A","Yes"
"11801","Educational Service District 123","2420","2434","Asotin-Anatone School District","Asotin Jr Sr High","Math","12.5",,,,,,,,"4.9","Yes","N<Required","N/A","N<Required","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N/A","N<Required","N<Required","Yes","N<Required","N/A","Yes"
"11801","Educational Service District 123","2420","2434","Asotin-Anatone School District","Asotin Jr Sr High","Reading","19.5",,,,,,,,,"Yes","N<Required","N/A","N<Required","N<Required","Yes","N<Required","N/A","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","N/A","N<Required","N<Required","Yes","N<Required","N/A","Yes"
"17801","Puget Sound Educational Service District 121","17408","3825","Auburn School District","Alpac Elementary School","Math","13.7",,,,"15.7","25.3",,,"12.1","Yes","N<Required","Yes","N<Required","Yes","Yes","Yes","No","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","N<Required","Yes","Yes","Yes","Yes","Yes"
"17801","Puget Sound Educational Service District 121","17408","3825","Auburn School District","Alpac Elementary School","Reading","4",,,,"6.7","12.8",,,"2.7","Yes","N<Required","Yes","N<Required","Yes","Yes","No","No","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","N<Required","Yes","Yes","No","No","Yes"
"17801","Puget Sound Educational Service District 121","17408","5082","Auburn School District","Arthur Jacobsen Elementary","Math","20.1",,,,,"25.4",,,"15.6","Yes","N<Required","Yes","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"17801","Puget Sound Educational Service District 121","17408","5082","Auburn School District","Arthur Jacobsen Elementary","Reading","9.4",,,,,"17.4",,,"1.2","Yes","N<Required","Yes","N<Required","N<Required","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","N<Required","N<Required","Yes","N<Required","N<Required","Yes"
"17801","Puget Sound Educational Service District 121","17408","5037","Auburn School District","Auburn Mountainview High School","Math","-11",,"5.7","-21.1",,"-2.7",,,"-15.6","No","N<Required","Yes","No","N<Required","No","N<Required","N<Required","No","45.8",,,"19.4",,"52.2",,,"37.2","-1.5",,,"4.9",,"-1.2",,,"-0.4","false",,,"false",,"false",,,"false","true",,,"true",,"true",,,"true","No","N<Required","Yes","No","N<Required","No","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","17408","5037","Auburn School District","Auburn Mountainview High School","Reading","9.8",,"20","15.7",,"15.4",,,"4.2","Yes","N<Required","Yes","Yes","No","Yes","N<Required","N<Required","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","N<Required","Yes","Yes","No","Yes","N<Required","N<Required","Yes"
"17801","Puget Sound Educational Service District 121","17408","4474","Auburn School District","Auburn Riverside High School","Math","-11.7",,"-10.6",,"-19.6","-2.5","-40","-40.7","-29.5","No","N<Required","No","No","No","No","N<Required","N<Required","No","49.6",,"62.9",,"21.6","54.4",,"26.7","29.1","-9",,"-72.3",,"8.1","-3","8.7","-27.3","-7.2","false",,"false",,"false","false","false","false","false","true",,"true",,"false","true","true","true","true","No","N<Required","No","No","No","No","N<Required","N<Required","No"
