id,newid,Y15_BusPer,Y15_SciPer,Y15_EdLegper,Y15_HealPer,Y15_OfficePer,Y15_ExtrPer,Y15_LogiPer
1500000US530530714074,530714074,0.296686747,0,0.082831325,0.018072289,0.049698795,0.298192771,0.126506024
1500000US530530714081,530714081,0.059498956,0.026096033,0.065762004,0.064718163,0.219206681,0.19519833,0.10960334
1500000US530530714082,530714082,0,0.010351967,0.026915114,0.022774327,0.101449275,0.320910973,0.080745342
1500000US530530714083,530714083,0.055727554,0.034055728,0.021671827,0,0.139318885,0.362229102,0.238390093
1500000US530530714091,530714091,0.060465116,0.039534884,0.027906977,0,0.186046512,0.158139535,0.28372093
1500000US530530714092,530714092,0.040506329,0.06835443,0,0.048101266,0.184810127,0.210126582,0.134177215
1500000US530530714093,530714093,0.143497758,0.037369208,0.037369208,0.068759342,0.150971599,0.324364723,0.065769806
1500000US530530714094,530714094,0.100806452,0,0,0,0.169354839,0.149193548,0.282258065
1500000US530530714101,530714101,0,0,0,0.019230769,0.455621302,0.341715976,0.165680473
1500000US530530714102,530714102,0.037475345,0.072978304,0,0,0.106508876,0.295857988,0.234714004
1500000US530530714103,530714103,0.044808743,0.019672131,0.024043716,0.075409836,0.296174863,0.379234973,0.112568306
1500000US530530714104,530714104,0.156494523,0.046948357,0.043818466,0.018779343,0.189358372,0.297339593,0.131455399
1500000US530530714111,530714111,0.146290491,0.021943574,0.113897597,0.031347962,0.203761755,0.272727273,0.161964472
1500000US530530714112,530714112,0.017817372,0,0.138084633,0,0.325167038,0.320712695,0.033407572
1500000US530530714113,530714113,0.179125529,0.062059238,0.016925247,0.05077574,0.124118477,0.19887165,0.160789845
1500000US530530715031,530715031,0.073954984,0.067524116,0.151125402,0,0.202572347,0.382636656,0.011254019
1500000US530530715032,530715032,0.034210526,0,0,0,0.401315789,0.390789474,0.103947368
1500000US530530715033,530715033,0.032258065,0.073313783,0.020527859,0.08797654,0.134897361,0.439882698,0.023460411
1500000US530530715034,530715034,0.220543807,0.064954683,0.025679758,0.01510574,0.20694864,0.274924471,0.045317221
1500000US530530715041,530715041,0.095389507,0,0.092209857,0.050874404,0.227344992,0.306836248,0.049284579
1500000US530530715042,530715042,0.039039039,0.067067067,0.196196196,0.015015015,0.318318318,0.277277277,0.013013013
1500000US530530715043,530715043,0.036290323,0.02016129,0.100806452,0.080645161,0.068548387,0.27016129,0.084677419
1500000US530530715044,530715044,0.014571949,0.091074681,0.100182149,0.045537341,0.302367942,0.131147541,0.04007286
1500000US530530715051,530715051,0.098167539,0.086387435,0.045811518,0.009162304,0.303664921,0.143979058,0.058900524
1500000US530530715052,530715052,0.07918552,0.022624434,0.135746606,0.020361991,0.117647059,0.264705882,0.205882353
1500000US530530715053,530715053,0.01369863,0.089041096,0.098173516,0.059360731,0.264840183,0.244292237,0.123287671
1500000US530530715054,530715054,0.096256684,0.045454545,0.054812834,0.018716578,0.28342246,0.25,0.129679144
1500000US530530715061,530715061,0.090707965,0.066371681,0.084070796,0.046460177,0.119469027,0.25,0.099557522
1500000US530530715062,530715062,0.092077088,0,0.120985011,0.080299786,0.158458244,0.28372591,0.124197002
1500000US530530715063,530715063,0.137067938,0.057210965,0.058402861,0.073897497,0.122765197,0.21215733,0.075089392
1500000US530530716011,530716011,0.006912442,0.023809524,0.111367127,0.069892473,0.25499232,0.175115207,0.157450077
1500000US530530716012,530716012,0.189655172,0.015517241,0.136206897,0.029310345,0.074137931,0.375862069,0.070689655
1500000US530530716021,530716021,0.099497487,0.016080402,0.133668342,0.08241206,0.142713568,0.377889447,0.084422111
1500000US530530716022,530716022,0.068333333,0,0.088333333,0.063333333,0.288333333,0.248333333,0.11
1500000US530530716023,530716023,0.137367915,0,0.028818444,0.080691643,0.233429395,0.220941402,0.076849183
1500000US530530716024,530716024,0.147368421,0,0.254385965,0,0.173684211,0.268421053,0.096491228
1500000US530530717031,530717031,0.103174603,0.045351474,0.035147392,0.024943311,0.301587302,0.274376417,0.114512472
1500000US530530717032,530717032,0,0,0.052980132,0.04415011,0.282560706,0.306843267,0.079470199
1500000US530530717041,530717041,0,0.005872483,0.025167785,0.01090604,0.407718121,0.129194631,0.343959732
1500000US530530717042,530717042,0.074003795,0,0.039848197,0.017077799,0.246679317,0.383301708,0.187855787
1500000US530530717043,530717043,0.057377049,0.043715847,0.030054645,0.038251366,0.453551913,0.267759563,0.090163934
1500000US530530717051,530717051,0.024590164,0.016393443,0.016393443,0.067622951,0.139344262,0.196721311,0.393442623
1500000US530530717052,530717052,0.109215017,0,0.098976109,0.034129693,0.235494881,0.155290102,0.199658703
1500000US530530717053,530717053,0.153172867,0.050328228,0.019693654,0.01750547,0.236323851,0.214442013,0.111597374
1500000US530530717061,530717061,0.075282309,0.007528231,0.018820577,0.035131744,0.276035132,0.254705144,0.075282309
1500000US530530717071,530717071,0.055343511,0.020992366,0.150763359,0,0.185114504,0.375954198,0.13740458
1500000US530530717072,530717072,0.088571429,0.062857143,0.06,0,0.388571429,0.054285714,0.102857143
1500000US530530717073,530717073,0.036319613,0.043583535,0,0,0.203389831,0.351089588,0.05811138
1500000US530530718031,530718031,0.098995696,0.021520803,0.070301291,0.18507891,0.160688666,0.255380201,0.044476327
1500000US530530718032,530718032,0.036363636,0.038181818,0.038181818,0.086363636,0.181818182,0.3,0.087272727
1500000US530530718033,530718033,0,0,0.078431373,0,0.406162465,0.341736695,0.137254902
1500000US530530718034,530718034,0.152588556,0,0,0,0.108991826,0.204359673,0.204359673
1500000US530530718051,530718051,0.037383178,0,0.074766355,0.023364486,0.371495327,0.147196262,0.137850467
1500000US530530718052,530718052,0.053571429,0.012987013,0.076298701,0.063311688,0.248376623,0.202922078,0.071428571
1500000US530530718053,530718053,0.091687042,0,0.009779951,0.145476773,0.239608802,0.196821516,0.014669927
1500000US530530718061,530718061,0.051668461,0.011840689,0.066738428,0.01722282,0.324004306,0.228202368,0.185145318
1500000US530530718062,530718062,0.03087886,0,0.038004751,0.080760095,0.334916865,0.372921615,0.042755344
1500000US530530718071,530718071,0.118500605,0.099153567,0.084643289,0.018137848,0.188633615,0.262394196,0.118500605
1500000US530530718072,530718072,0.088023088,0.01010101,0,0.067821068,0.23953824,0.37950938,0.051948052
1500000US530530718081,530718081,0.046875,0,0.059375,0.03125,0.2265625,0.1828125,0.2578125
1500000US530530718082,530718082,0.034108527,0.009302326,0.054263566,0,0.330232558,0.11627907,0.282170543
1500000US530530718083,530718083,0,0,0.080321285,0.032128514,0.21686747,0.273092369,0.289156627
1500000US530530719011,530719011,0,0,0.059322034,0.111864407,0.184745763,0.383050847,0.16779661
1500000US530530719012,530719012,0.064935065,0,0.262987013,0.038961039,0.126623377,0.415584416,0
1500000US530530719013,530719013,0.213438735,0.090909091,0.162055336,0,0.343873518,0.083003953,0.106719368
1500000US530530719014,530719014,0.125894134,0.052932761,0.131616595,0.144492132,0.158798283,0.058655222,0.194563662
1500000US530530719021,530719021,0.21884984,0,0.062300319,0.084664537,0.170926518,0.367412141,0.095846645
1500000US530530719022,530719022,0.037037037,0,0.182336182,0,0.190883191,0.404558405,0.088319088
1500000US530530719023,530719023,0.206375839,0.038590604,0.265100671,0.025167785,0.139261745,0.219798658,0.058724832
1500000US530530719024,530719024,0.135531136,0,0.179487179,0.267399267,0.186813187,0.139194139,0
1500000US530530719025,530719025,0.180769231,0.076923077,0.303846154,0.053846154,0,0.161538462,0
1500000US530530720001,530720001,0.056847545,0,0.093023256,0,0.374677003,0.056847545,0.299741602
1500000US530530720002,530720002,0.092063492,0.034920635,0.06984127,0,0.098412698,0.295238095,0.13968254
1500000US530530720003,530720003,0.128472222,0,0,0.0625,0.576388889,0.09375,0.104166667
1500000US530530720004,530720004,0.068571429,0,0.102857143,0,0.205714286,0.297142857,0.2
1500000US530530721051,530721051,0.27444795,0.041009464,0.113564669,0.097791798,0.08044164,0.250788644,0.070977918
1500000US530530721052,530721052,0.27751938,0.048062016,0.254263566,0.134883721,0.091472868,0.111627907,0.037209302
1500000US530530721053,530721053,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1500000US530530721054,530721054,0.191347754,0.048252912,0.108153078,0.06655574,0.191347754,0.244592346,0.081530782
1500000US530530721061,530721061,0.032163743,0,0.029239766,0.178362573,0.16374269,0.409356725,0.108187135
1500000US530530721062,530721062,0.170015456,0.020092736,0.069551777,0.026275116,0.097372488,0.28438949,0.200927357
1500000US530530721063,530721063,0.031578947,0.031578947,0.157894737,0.018421053,0.127631579,0.234210526,0.257894737
1500000US530530721064,530721064,0.069016153,0,0.074889868,0.03671072,0.324522761,0.267254038,0.160058737
1500000US530530721071,530721071,0.110210697,0.081037277,0.145867099,0.009724473,0.157212318,0.265802269,0.011345219
1500000US530530721072,530721072,0.147826087,0.014492754,0.046376812,0.182608696,0.176811594,0.342028986,0.01884058
1500000US530530721073,530721073,0.044619423,0.044619423,0.128608924,0.076115486,0.157480315,0.307086614,0.060367454
1500000US530530721074,530721074,0.031152648,0.037383178,0.127725857,0.105919003,0.218068536,0.283489097,0.115264798
1500000US530530721081,530721081,0.022624434,0,0.090497738,0.027149321,0.522624434,0.201357466,0.067873303
1500000US530530721082,530721082,0.032679739,0.02832244,0.058823529,0.137254902,0.346405229,0.248366013,0
1500000US530530721083,530721083,0.192982456,0,0.070175439,0.058479532,0.257309942,0.333333333,0.087719298
1500000US530530721084,530721084,0.232980333,0.051437216,0.019667171,0.010590015,0.340393343,0.281391831,0
1500000US530530721085,530721085,0.128205128,0.104895105,0.263403263,0.083916084,0.153846154,0.053613054,0.153846154
1500000US530530721091,530721091,0.165151515,0.051515152,0.162121212,0.122727273,0.095454545,0.334848485,0.013636364
1500000US530530721092,530721092,0.151439299,0.026282854,0.100125156,0.09261577,0.172715895,0.306633292,0.038798498
1500000US530530721111,530721111,0.121835443,0.083860759,0.118670886,0.030063291,0.278481013,0.15664557,0.167721519
1500000US530530721112,530721112,0.260368664,0.085253456,0.117511521,0.069124424,0.19124424,0.115207373,0.066820276
1500000US530530721121,530721121,0.153846154,0.020192308,0.082692308,0.041346154,0.2,0.285576923,0.042307692
1500000US530530721122,530721122,0.182926829,0.017073171,0.036585366,0.080487805,0.153658537,0.180487805,0.134146341
1500000US530530721123,530721123,0.13667426,0,0.031890661,0.041002278,0.173120729,0.375854214,0.161731207
1500000US530530723051,530723051,0.148760331,0,0.036363636,0.148760331,0.305785124,0.233057851,0.074380165
1500000US530530723052,530723052,0.111827957,0.034408602,0.141935484,0.195698925,0.122580645,0.210752688,0.075268817
1500000US530530723053,530723053,0.13916501,0.041749503,0.208747515,0,0.284294235,0.107355865,0.127236581
1500000US530530723054,530723054,0.356589147,0,0.253229974,0.033591731,0.180878553,0.093023256,0.020671835
1500000US530530723055,530723055,0.206896552,0,0.224137931,0.105015674,0.169278997,0.184952978,0.062695925
1500000US530530723056,530723056,0.167487685,0.157635468,0,0.078817734,0.118226601,0.246305419,0.064039409
1500000US530530723071,530723071,0.067164179,0,0.043283582,0.079104478,0.305970149,0.234328358,0.097014925
1500000US530530723072,530723072,0.213367609,0.071979434,0.087403599,0.159383033,0.089974293,0.213367609,0.095115681
1500000US530530723073,530723073,0.190909091,0.075757576,0.124242424,0.018181818,0.060606061,0.275757576,0.163636364
1500000US530530723074,530723074,0.109473684,0.096842105,0.229473684,0.071578947,0.077894737,0.275789474,0.096842105
1500000US530530723081,530723081,0.17384106,0,0.155629139,0.059602649,0.127483444,0.314569536,0.120860927
1500000US530530723082,530723082,0.328398385,0.01615074,0.122476447,0.098250336,0.104979812,0.242261104,0.01615074
1500000US530530723083,530723083,0.079457364,0.153100775,0.205426357,0.03875969,0.048449612,0.236434109,0.112403101
1500000US530530723084,530723084,0.120967742,0.096774194,0.019354839,0.124193548,0.319354839,0.170967742,0
1500000US530530723085,530723085,0.122077922,0,0.202597403,0.184415584,0.062337662,0.296103896,0.04025974
1500000US530530723091,530723091,0.293103448,0.074712644,0.024425287,0.218390805,0.109195402,0.170977011,0.067528736
1500000US530530723092,530723092,0.152573529,0.0625,0.088235294,0.052389706,0.168198529,0.298713235,0.103860294
1500000US530530723093,530723093,0.120315582,0,0.039447732,0.153846154,0.110453649,0.319526627,0.1617357
1500000US530530723094,530723094,0.166666667,0.043560606,0.049242424,0.098484848,0.15719697,0.429924242,0
1500000US530530723101,530723101,0.272916667,0.072916667,0.09375,0.06875,0.1125,0.316666667,0.01875
1500000US530530723102,530723102,0.107758621,0.051724138,0.11637931,0.146551724,0.168103448,0.211206897,0.034482759
1500000US530530723103,530723103,0.118924509,0.056876939,0.163391934,0.077559462,0.163391934,0.278179938,0.052740434
1500000US530530723111,530723111,0.140350877,0.039136302,0.068825911,0.052631579,0.155195682,0.385964912,0.041835358
1500000US530530723112,530723112,0.027149321,0,0.104072398,0.097285068,0.260180995,0.325791855,0.036199095
1500000US530530723113,530723113,0.27680798,0.006234414,0.078553616,0.033665835,0.221945137,0.271820449,0.048628429
1500000US530530723121,530723121,0.17,0.065,0.153333333,0.136666667,0.205,0.168333333,0.039166667
1500000US530530723122,530723122,0.076203209,0,0.053475936,0.070855615,0.323529412,0.354278075,0
1500000US530530723123,530723123,0.024566474,0,0,0,0.274566474,0.329479769,0.053468208
1500000US530530723131,530723131,0.121179039,0.034934498,0.123362445,0.220524017,0.220524017,0.121179039,0.077510917
1500000US530530723132,530723132,0.08984375,0.067708333,0.169270833,0.079427083,0.143229167,0.302083333,0.048177083
1500000US530530724051,530724051,0.229698376,0.051044084,0.248259861,0.053364269,0.120649652,0.225058005,0.018561485
1500000US530530724052,530724052,0.089447236,0.046231156,0.157788945,0.103517588,0.071356784,0.293467337,0.111557789
1500000US530530724061,530724061,0.225961538,0.045192308,0.090384615,0.098076923,0.104807692,0.295192308,0.010576923
1500000US530530724062,530724062,0.133069829,0.083003953,0.060606061,0.109354414,0.198945982,0.264822134,0.109354414
1500000US530530724063,530724063,0.17176259,0.024280576,0.147482014,0.074640288,0.159172662,0.267985612,0.053956835
1500000US530530724071,530724071,0.097251586,0.042283298,0.110993658,0,0.297040169,0.366807611,0.023255814
1500000US530530724072,530724072,0.113263785,0.078986587,0.12071535,0.187779434,0.119225037,0.304023845,0.050670641
1500000US530530724073,530724073,0.168190128,0.038391225,0.153564899,0.166361974,0.140767824,0.201096892,0.067641682
1500000US530530724081,530724081,0.109329446,0.021865889,0.166180758,0.201166181,0.155976676,0.221574344,0.058309038
1500000US530530724082,530724082,0.167251462,0.016374269,0.257309942,0.101754386,0.080701754,0.115789474,0.176608187
1500000US530530724083,530724083,0.234251969,0.084645669,0.086614173,0.188976378,0.033464567,0.312992126,0
1500000US530530724084,530724084,0.184168013,0.105008078,0.187399031,0.164781906,0.084006462,0.150242326,0
1500000US530530724091,530724091,0.192930781,0.083946981,0.153166421,0.055964654,0.206185567,0.198821797,0.039764359
1500000US530530724092,530724092,0.247563353,0.027290448,0.187134503,0.031189084,0.083820663,0.317738791,0.056530214
1500000US530530724101,530724101,0.122712594,0.08073197,0.132400431,0.068891281,0.104413348,0.324004306,0.044133477
1500000US530530724102,530724102,0.197831978,0.059620596,0.154471545,0.050135501,0.146341463,0.22899729,0.086720867
1500000US530530725031,530725031,0.143534994,0.081850534,0.083036773,0.042704626,0.081850534,0.338078292,0.166073547
1500000US530530725032,530725032,0.193518519,0.067592593,0.137962963,0.101851852,0.153703704,0.197222222,0.071296296
1500000US530530725041,530725041,0.302277433,0.041407867,0.128364389,0.095238095,0.112836439,0.16563147,0.031055901
1500000US530530725042,530725042,0.169530355,0.071019473,0.172966781,0.03207331,0.10652921,0.219931271,0.077892325
1500000US530530725051,530725051,0.16500994,0.031809145,0.065606362,0.083499006,0.254473161,0.222664016,0.155069583
1500000US530530725052,530725052,0.173295455,0.019886364,0.09375,0.082386364,0.159090909,0.235795455,0.143465909
1500000US530530725053,530725053,0.264645072,0.022053756,0.080634045,0.205375603,0.150930393,0.172294969,0.069607167
1500000US530530725054,530725054,0.111702128,0.079787234,0,0.106382979,0.125886525,0.441489362,0.134751773
1500000US530530725061,530725061,0.159090909,0.070707071,0.106060606,0.176767677,0.141414141,0.161616162,0.080808081
1500000US530530725062,530725062,0.296477495,0.058708415,0.097847358,0.122309198,0.071428571,0.176125245,0.058708415
1500000US530530725071,530725071,0.293144208,0.165484634,0.24822695,0.040189125,0.063829787,0.094562648,0.052009456
1500000US530530725072,530725072,0.187017002,0.041731066,0.097372488,0.088098918,0.295208655,0.194744977,0.044822257
1500000US530530726011,530726011,0.130434783,0.034454471,0.041837572,0.049220673,0.254306809,0.194421657,0.191140279
1500000US530530726012,530726012,0.181632653,0.087755102,0.114285714,0.02244898,0.185714286,0.251020408,0.071428571
1500000US530530726013,530726013,0.172628305,0.01399689,0.096423017,0.059097978,0.139968896,0.273716952,0.192846034
1500000US530530726021,530726021,0.180555556,0.081018519,0.087962963,0.020833333,0.291666667,0.122685185,0.159722222
1500000US530530726022,530726022,0.178333333,0.035,0.1,0.043333333,0.346666667,0.133333333,0.053333333
1500000US530530726023,530726023,0.137992832,0.044802867,0.11827957,0.094982079,0.139784946,0.172043011,0.14516129
1500000US530530726031,530726031,0.440273038,0,0.040955631,0.051194539,0.146757679,0,0.320819113
1500000US530530726032,530726032,0.142433234,0,0,0.109792285,0.394658754,0.204747774,0.148367953
1500000US530530726033,530726033,0.099378882,0,0.201863354,0.201863354,0.142857143,0.232919255,0.043478261
1500000US530530726034,530726034,0.146520147,0.014652015,0.111721612,0.045787546,0.271062271,0.287545788,0.064102564
1500000US530530726035,530726035,0.106060606,0,0.106060606,0,0.454545455,0.121212121,0.106060606
1500000US530530728001,530728001,0.183739837,0.081842818,0.139837398,0.14796748,0.131707317,0.202710027,0.022222222
1500000US530530728002,530728002,0.191967871,0.073895582,0.136546185,0.133333333,0.128514056,0.246586345,0.053815261
1500000US530530729011,530729011,0.112627986,0.020477816,0.06996587,0.112627986,0.179180887,0.240614334,0.148464164
1500000US530530729031,530729031,0.102974828,0.029748284,0.109839817,0.029748284,0.109839817,0.322654462,0.201372998
1500000US530530729051,530729051,0.093333333,0,0.056666667,0.07,0.365,0.165,0.181666667
1500000US530530729052,530729052,0.308900524,0.036649215,0.036649215,0,0.162303665,0.314136126,0
1500000US530530729053,530729053,0.13029316,0.084690554,0.048859935,0.039087948,0.058631922,0.28990228,0.348534202
1500000US530530729061,530729061,0,0,0.070175439,0,0.859649123,0,0.070175439
1500000US530530729062,530729062,0,0,0,0,0.053333333,0.24,0.173333333
1500000US530530729071,530729071,0,0,0.103550296,0.097633136,0.25443787,0.201183432,0.310650888
1500000US530530729072,530729072,0.096306069,0.039577836,0.122691293,0.088390501,0.093667546,0.333773087,0.159630607
1500000US530530729073,530729073,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1500000US530530730011,530730011,0.028490028,0.037037037,0.122507123,0.065527066,0.056980057,0.236467236,0.0997151
1500000US530530730012,530730012,0.048973144,0.018957346,0.05371248,0.085308057,0.187993681,0.093206951,0.334913112
1500000US530530730013,530730013,0.140877598,0.015011547,0.137413395,0.060046189,0.101616628,0.135103926,0.168591224
1500000US530530730014,530730014,0.276134122,0,0.149901381,0.035502959,0.169625247,0.171597633,0.197238659
1500000US530530730015,530730015,0.167130919,0.061281337,0.080779944,0.075208914,0.158774373,0.222841226,0.150417827
1500000US530530730051,530730051,0.128571429,0.047619048,0.15,0.085714286,0.085714286,0.088095238,0.161904762
1500000US530530730052,530730052,0.123243243,0.032432432,0.141621622,0.015135135,0.16972973,0.157837838,0.300540541
1500000US530530730053,530730053,0.192307692,0,0.086538462,0,0,0.192307692,0.230769231
1500000US530530730054,530730054,0.174231332,0.124450952,0.174231332,0.043923865,0.172767204,0.055636896,0.127379209
1500000US530530730061,530730061,0.108930324,0.031403337,0.045142296,0.015701668,0.122669284,0.264965653,0.221786065
1500000US530530730062,530730062,0.179755672,0.062827225,0.09947644,0,0.134380454,0.322862129,0.132635253
1500000US530530731081,530731081,0.08365019,0,0.102661597,0.034220532,0.328263625,0.204055767,0.191381496
1500000US530530731082,530731082,0.133221851,0.05574136,0.080824972,0.050724638,0.105351171,0.363991081,0.056298774
1500000US530530731083,530731083,0.075555556,0,0.064,0.056,0.130666667,0.490666667,0.04
1500000US530530731101,530731101,0.164276402,0.039113429,0.091264668,0.041720991,0.164276402,0.267275098,0.086049544
1500000US530530731102,530731102,0.136319377,0.037000974,0.149951315,0.074001947,0.149951315,0.154819864,0.188899708
1500000US530530731111,530731111,0.144086022,0.068817204,0.087096774,0.011827957,0.21827957,0.250537634,0.115053763
1500000US530530731112,530731112,0.22601626,0,0.063414634,0.095934959,0.211382114,0.195121951,0.056910569
1500000US530530731113,530731113,0.069473684,0.042105263,0.145263158,0.035789474,0.098947368,0.258947368,0.136842105
1500000US530530731131,530731131,0.12992126,0.082677165,0.031496063,0,0.225721785,0.099737533,0.219160105
1500000US530530731132,530731132,0.314035088,0.043859649,0.047368421,0.05877193,0.169298246,0.172807018,0.036842105
1500000US530530731133,530731133,0.101113967,0.085689803,0.102827763,0.064267352,0.185089974,0.232219366,0.149957155
1500000US530530731141,530731141,0.202048417,0.015828678,0.054934823,0.043761639,0.165735568,0.291433892,0.098696462
1500000US530530731142,530731142,0.037936267,0,0.048558422,0.040971168,0.245827011,0.326251897,0.215477997
1500000US530530731143,530731143,0.136622391,0.075901328,0.062618596,0.032258065,0.155597723,0.185958254,0.060721063
1500000US530530731151,530731151,0.164570231,0.011530398,0.062893082,0.081761006,0.121593291,0.324947589,0.094339623
1500000US530530731152,530731152,0.103542234,0.028610354,0.069482289,0,0.08719346,0.268392371,0.227520436
1500000US530530731153,530731153,0.130081301,0,0.162601626,0,0.146341463,0.219512195,0.25203252
1500000US530530731161,530731161,0.131498471,0.01529052,0.076452599,0.060142712,0.206931702,0.19266055,0.092762487
1500000US530530731162,530731162,0.093256815,0,0.038737446,0.022955524,0.098995696,0.289813486,0.31420373
1500000US530530731171,530731171,0.069844789,0.055432373,0.066518847,0.079822616,0.164079823,0.277161863,0.098669623
1500000US530530731172,530731172,0.12338594,0.010043042,0.06312769,0.06456241,0.101865136,0.31276901,0.239598278
1500000US530530731181,530731181,0.085846868,0.024361949,0.107888631,0.031322506,0.118329466,0.334106729,0.109048724
1500000US530530731182,530731182,0.171113155,0.044158234,0.148114075,0.031278749,0.148114075,0.18675253,0.111315547
1500000US530530731191,530731191,0.121405751,0.012779553,0.049520767,0.00798722,0.172523962,0.182108626,0.207667732
1500000US530530731192,530731192,0.170995671,0.014069264,0.116883117,0.031385281,0.108225108,0.307359307,0.117965368
1500000US530530731201,530731201,0.073426573,0.060606061,0.078088578,0.03962704,0.250582751,0.314685315,0.05011655
1500000US530530731202,530731202,0.151133501,0.054156171,0.137279597,0.104534005,0.215365239,0.205289673,0.039042821
1500000US530530731211,530731211,0.17806841,0.049295775,0.080482897,0.068410463,0.085513078,0.279678068,0.132796781
1500000US530530731212,530731212,0.116841257,0.040290089,0.132957293,0.135374698,0.112812248,0.206285254,0.08622079
1500000US530530731221,530731221,0.13510101,0.037878788,0.049242424,0.103535354,0.099747475,0.215909091,0.056818182
1500000US530530731222,530731222,0.184452297,0.05795053,0.075618375,0.059363958,0.189399293,0.218374558,0.161130742
1500000US530530731231,530731231,0.263256394,0.081097941,0.1172801,0.067997505,0.103555833,0.251403618,0.044915783
1500000US530530731232,530731232,0.136363636,0.055397727,0.055397727,0.130681818,0.140625,0.276988636,0.086647727
1500000US530530731241,530731241,0.099630996,0,0.014760148,0.011070111,0.365313653,0.191881919,0.13099631
1500000US530530731242,530731242,0.092007435,0,0.050185874,0.043680297,0.130111524,0.29739777,0.196096654
1500000US530530731251,530731251,0.102345416,0.027185501,0.091684435,0.09434968,0.143390192,0.295842217,0.130597015
1500000US530530731252,530731252,0.032715376,0,0.092693566,0.114503817,0.033805889,0.198473282,0.215921483
1500000US530530731253,530731253,0.153524492,0.016726404,0.036439665,0.054958184,0.107526882,0.35125448,0.115890084
1500000US530530731261,530731261,0.203714452,0.022634939,0.060940221,0.125362739,0.233313987,0.222867092,0.065002902
1500000US530530732001,530732001,0.021032505,0.076481836,0.076481836,0.028680688,0.108986616,0.242829828,0.239005736
1500000US530530732002,530732002,0.102857143,0,0.045714286,0.077142857,0.225714286,0.168571429,0.271428571
1500000US530530732003,530732003,0.025782689,0.071823204,0.060773481,0.123388582,0.232044199,0.136279926,0.127071823
1500000US530530732004,530732004,0.063313096,0.006938422,0.073720729,0.029488291,0.210754553,0.187337381,0.297484822
1500000US530530733011,530733011,0.117081448,0.068438914,0.027714932,0.023190045,0.291855204,0.220588235,0.077488688
1500000US530530733012,530733012,0.101083032,0.028880866,0.046931408,0.097472924,0.545126354,0.144404332,0
1500000US530530733013,530733013,0.466666667,0,0.104761905,0.123809524,0,0.133333333,0.047619048
1500000US530530733014,530733014,0.100740741,0,0.019259259,0.01037037,0.165925926,0.197037037,0.183703704
1500000US530530733021,530733021,0.144110276,0.053884712,0.097744361,0.020050125,0.135338346,0.200501253,0.115288221
1500000US530530733022,530733022,0.196721311,0.029508197,0.155737705,0.027868852,0.121311475,0.247540984,0.045901639
1500000US530530733023,530733023,0.246031746,0.025793651,0.10515873,0.063492063,0.037698413,0.321428571,0.043650794
1500000US530530734041,530734041,0.091062395,0.018549747,0.042158516,0.069139966,0.306913997,0.188870152,0.155143339
1500000US530530734042,530734042,0,0,0.124324324,0.045945946,0.154054054,0.083783784,0.432432432
1500000US530530734043,530734043,0.163755459,0.087336245,0.069868996,0.024017467,0.227074236,0.172489083,0.163755459
1500000US530530734044,530734044,0.243902439,0.073170732,0.12398374,0.12398374,0.144308943,0.160569106,0.093495935
1500000US530530734045,530734045,0.091724826,0.035892323,0.168494516,0.073778664,0.175473579,0.161515454,0.108673978
1500000US530530734051,530734051,0.117713004,0.016816143,0.075112108,0.051569507,0.206278027,0.130044843,0.218609865
1500000US530530734052,530734052,0.132100396,0.038309115,0.054161162,0.036988111,0.243064729,0.252311757,0.081902246
1500000US530530734061,530734061,0.195767196,0.022486772,0.215608466,0.097883598,0.162698413,0.16005291,0.115079365
1500000US530530734062,530734062,0.133425034,0.011004127,0.126547455,0.053645117,0.162310867,0.231086657,0.141678129
1500000US530530734063,530734063,0.100652377,0.026095061,0.061509786,0.027027027,0.216216216,0.347623486,0.045666356
1500000US530530734071,530734071,0.046478873,0.090140845,0.076056338,0.028169014,0.245070423,0.252112676,0.078873239
1500000US530530734072,530734072,0.053333333,0,0.071111111,0.077777778,0.315555556,0.142222222,0.071111111
1500000US530530734073,530734073,0.262077295,0.027777778,0.109903382,0.071256039,0.130434783,0.233091787,0.082125604
1500000US530530734081,530734081,0.146153846,0.041758242,0.069230769,0.032967033,0.121978022,0.312087912,0.143956044
1500000US530530734082,530734082,0.326839827,0.108225108,0.16017316,0.043290043,0.123376623,0.095238095,0.043290043
1500000US530530734083,530734083,0.094827586,0.07112069,0.183189655,0.017241379,0.103448276,0.243534483,0.088362069
1500000US530530735001,530735001,0.154142582,0.148362235,0.098265896,0.040462428,0.069364162,0.163776493,0.10982659
1500000US530530735002,530735002,0.089615932,0.086770982,0.224751067,0.059743954,0.073968706,0.253200569,0.152204836
1500000US530530735003,530735003,0.384133612,0.025052192,0.064718163,0.020876827,0.192066806,0.091858038,0.127348643
1500000US530530735004,530735004,0.183514774,0.174183515,0.144634526,0.158631415,0.01399689,0.149300156,0.037325039
1500000US530530735005,530735005,0.048309179,0,0.084541063,0.137681159,0.057971014,0.200483092,0.06763285
1500000US530530735006,530735006,0.350547731,0.018779343,0.048513302,0.017214397,0.043818466,0.391236307,0.046948357
