id,Y14_busi,Y14_sci,Y14_edleg,Y14_health,Y14_serve,Y14_saleoff,Y14_extract,Y14_logist
530613003,0.083815029,0.037572254,0,0.104046243,0.329479769,0.216763006,0.052023121,0.052023121
530613004,0.145669291,0.12992126,0.169291339,0.039370079,0.307086614,0.082677165,0.122047244,0.090551181
530613005,0.036553525,0,0,0.010443864,0.151436031,0.313315927,0.211488251,0.060052219
530613006,0.125,0.025,0.216666667,0.055555556,0.183333333,0.175,0.163888889,0.019444444
530614001,0.05655527,0.074550129,0.071979434,0,0.372750643,0.262210797,0.041131105,0
530614002,0.036199095,0,0.126696833,0.031674208,0.65158371,0.036199095,0.045248869,0.045248869
530614003,0.224137931,0.024630542,0.206896552,0,0.295566502,0.096059113,0.068965517,0
530615001,0.202964652,0.077537058,0.165336374,0.050171038,0.184720639,0.149372862,0.080957811,0.05359179
530615002,0.19253911,0.024067389,0.209386282,0.104693141,0.205776173,0.16967509,0.061371841,0.061371841
530615003,0.122699387,0.079754601,0.198364008,0,0.126789366,0.196319018,0.157464213,0.030674847
530615004,0.251521298,0.070993915,0.107505071,0.085192698,0.026369168,0.208924949,0.288032454,0.097363083
530616011,0.154582763,0.105335157,0.17373461,0.117647059,0.224350205,0.181942544,0.009575923,0.009575923
530616021,0.16957606,0.079800499,0.097256858,0.139650873,0.174563591,0.154613466,0.189526185,0.019950125
530617001,0.110416667,0.045833333,0.089583333,0.158333333,0.229166667,0.114583333,0.041666667,0
530617002,0.01863354,0.027950311,0.142857143,0,0.086956522,0.062111801,0.046583851,0.046583851
530617003,0.147540984,0.095081967,0.127868852,0.104918033,0.167213115,0.245901639,0.180327869,0.042622951
530617004,0.021352313,0.088967972,0.081850534,0,0.174377224,0.170818505,0.68683274,0.110320285
530617005,0.111392405,0,0.172151899,0.02278481,0.301265823,0.220253165,0,0
530618001,0.18627451,0.029411765,0.114379085,0,0.267973856,0.215686275,0.104575163,0.032679739
530618002,0,0.085648148,0.05787037,0.020833333,0.296296296,0.185185185,0.048611111,0.048611111
530618003,0.169014085,0,0.136150235,0.075117371,0.070422535,0.244131455,0,0
530619001,0.041343669,0.033591731,0.111111111,0,0.201550388,0.333333333,0.255813953,0.018087855
530619002,0.26006192,0,0.06501548,0.06501548,0.167182663,0.241486068,0.123839009,0.030959752
530620001,0.057471264,0.017241379,0.051724138,0,0.16091954,0.267241379,0.304597701,0.206896552
530620002,0.154494382,0.008426966,0.078651685,0.030898876,0.258426966,0.191011236,0.04494382,0.028089888
530620003,0.133079848,0.036121673,0.19391635,0.015209125,0.211026616,0.157794677,0.039923954,0.039923954
530620004,0.172351885,0.014362657,0.066427289,0.044883303,0.127468582,0.429084381,0.154398564,0.068222621
530623001,0.162408759,0.025547445,0.120437956,0,0.337591241,0.144160584,0.211678832,0.032846715
530623002,0.025925926,0.051851852,0.12962963,0,0.290740741,0.137037037,0.385185185,0
530623003,0.216117216,0.009157509,0.075091575,0,0.212454212,0.091575092,0.076923077,0
530623004,0.01875,0,0.066666667,0,0.28125,0.433333333,0.210416667,0.014583333
530624001,0.208955224,0,0.017639077,0,0.421981004,0.065128901,0.070556309,0
530624002,0.111959288,0,0,0.063613232,0.287531807,0.340966921,0,0
530624003,0.155555556,0.025641026,0.088888889,0.041025641,0.227350427,0.141880342,0.220512821,0.032478632
530624004,0.09380531,0.088495575,0.054867257,0.012389381,0.338053097,0.237168142,0.175221239,0.175221239
530624005,0,0,0.044164038,0,0.27444795,0.337539432,0.687697161,0
530625001,0.123314066,0,0.140655106,0,0.16955684,0.323699422,0.065510597,0.065510597
530625002,0,0.013513514,0.045945946,0.037837838,0.305405405,0.385135135,0.335135135,0
530625003,0.266666667,0,0.066666667,0.162962963,0.277777778,0.077777778,0.148148148,0
530625004,0.04805915,0,0.027726433,0,0.306839187,0.438077634,0.184842884,0.018484288
530625005,0.044791667,0,0.061458333,0.023958333,0.278125,0.423958333,0.030208333,0.030208333
530625006,0.122840691,0,0.119001919,0.063339731,0.24184261,0.257197697,0,0
530625007,0.194244604,0,0.03057554,0.061151079,0.370503597,0.176258993,0.14028777,0
530626001,0.021459227,0,0.079399142,0.068669528,0.291845494,0.296137339,0.270386266,0
530626002,0.077966102,0.014689266,0.073446328,0.056497175,0.162711864,0.316384181,0.110734463,0.054237288
530628011,0.091269841,0.035714286,0.138888889,0.109126984,0.158730159,0.325396825,0.246031746,0
530628012,0.140997831,0,0.03362256,0.017353579,0.315618221,0.273318872,0.224511931,0.020607375
530628013,0.160736196,0.066257669,0.143558282,0.030674847,0.174233129,0.333742331,0.073619632,0
530628014,0.07112069,0.090517241,0.17887931,0.096982759,0.254310345,0.280172414,0,0
530628021,0.111380145,0.012106538,0.130750605,0.076271186,0.326876513,0.15496368,0.124697337,0.027845036
530628022,0.022522523,0.013513514,0.045045045,0.012012012,0.534534535,0.06006006,0.18018018,0.108108108
530628023,0.107991361,0,0.047516199,0.034557235,0.298056156,0.235421166,0.211663067,0.151187905
530629001,0.101071975,0.009954058,0.068147014,0.026033691,0.286370597,0.209800919,0.24042879,0.053598775
530629002,0.100340136,0.054421769,0,0,0.321428571,0.355442177,0.074829932,0
530629003,0.046511628,0.125223614,0.023255814,0.021466905,0.194991055,0.220035778,0.175313059,0
530629004,0.036809816,0,0.095092025,0,0.530674847,0.070552147,0.27607362,0.036809816
530629005,0.09556314,0.150170648,0.04778157,0,0.307167235,0.129692833,0.33447099,0
530629006,0.043478261,0,0.043478261,0.046583851,0.279503106,0.118012422,0.208074534,0.208074534
530630001,0.123980424,0.068515498,0.013050571,0,0.234910277,0.195758564,0.117455139,0
530630002,0.054108216,0,0.080160321,0.049098196,0.183366733,0.276553106,0.347695391,0.053106212
530631001,0.257971014,0.084057971,0.052173913,0,0.214492754,0.231884058,0.084057971,0.026086957
530631002,0.165548098,0,0.035794183,0.022371365,0.232662192,0.268456376,0.140939597,0.140939597
530631003,0.103274559,0,0.103274559,0.050377834,0.249370277,0.070528967,0.574307305,0.105793451
530631004,0.028862479,0.057724958,0.129032258,0.01188455,0.198641766,0.456706282,0.101867572,0
530632001,0.154566745,0,0.093676815,0,0.241217799,0.2529274,0.098360656,0
530632002,0.094640821,0.054732041,0.0672748,0.030786773,0.214367161,0.264538198,0.249714937,0.046750285
530632003,0.120104439,0.020887728,0.080939948,0.067885117,0.232375979,0.318537859,0.143603133,0.060052219
530632004,0.175202156,0.148247978,0.167115903,0,0.107816712,0.272237197,0.102425876,0
530632005,0.052434457,0.06741573,0.056179775,0,0.205992509,0.29588015,0.378277154,0.183520599
530633001,0.022690438,0,0.115072934,0.034035656,0.194489465,0.103727715,0.541329011,0.158833063
530633002,0.046248715,0.04008222,0.122302158,0.036998972,0.251798561,0.159301131,0.394655704,0
530633003,0,0,0.170767004,0.020260492,0.318379161,0.199710564,0.075253256,0
530633004,0.040609137,0.043147208,0.266497462,0,0.520304569,0.02284264,0.086294416,0
530633005,0.027692308,0,0.009230769,0,0.252307692,0.535384615,0.178461538,0.092307692
530634001,0,0.118343195,0.065088757,0.088757396,0.298816568,0.272189349,0.118343195,0
530634002,0.053008596,0.061604585,0.09025788,0.050143266,0.270773639,0.136103152,0.121776504,0.081661891
530634003,0.013114754,0,0,0.06557377,0.386885246,0.344262295,0.124590164,0
530634004,0.048275862,0.048275862,0.144827586,0,0.203448276,0.393103448,0.131034483,0
530634005,0.087774295,0,0.062695925,0.047021944,0.272727273,0.181818182,0.094043887,0
530634006,0.12,0.08,0.026666667,0,0.205714286,0.272380952,0.243809524,0.04952381
530635011,0.070121951,0.054878049,0.06097561,0.024390244,0.402439024,0.143292683,0.24695122,0.057926829
530635012,0.044226044,0.017199017,0.125307125,0.01965602,0.243243243,0.358722359,0.058968059,0.058968059
530635013,0.10982659,0.069364162,0.075144509,0.040462428,0.176300578,0.289017341,0,0
530635014,0.036339166,0.00807537,0.0269179,0.02422611,0.496635262,0.191117093,0.226110363,0
530635021,0.081761006,0,0.090146751,0.171907757,0.213836478,0.19706499,0.224318658,0.060796646
530635022,0.04209622,0.021477663,0.073883162,0.068728522,0.267182131,0.173539519,0.110824742,0.035223368
530635023,0.05907173,0,0.022503516,0.047819972,0.341772152,0.289732771,0.092827004,0.064697609
530701001,0.06006006,0.009009009,0.189189189,0.018018018,0.114114114,0.318318318,0.408408408,0.018018018
530701002,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
530701003,0.194827586,0.048275862,0.124137931,0.055172414,0.144827586,0.20862069,0.181034483,0.043103448
530701004,0.151468315,0.023183926,0.091190108,0,0.145285935,0.312210201,0.125193199,0.072642968
530702031,0.190833959,0.05634861,0.107438017,0.05484598,0.156273479,0.254695718,0.201352367,0.058602554
530702032,0.115283843,0.068995633,0.034061135,0.041048035,0.199126638,0.252401747,0.171179039,0.076855895
530702033,0.27244582,0,0,0.034055728,0.086687307,0.309597523,0.365325077,0
530702041,0.148275862,0.046551724,0.046551724,0.018965517,0.10862069,0.132758621,0.396551724,0.065517241
530702042,0.082744702,0.044399596,0.05247225,0.030272452,0.190716448,0.225025227,0.269424823,0.055499495
530702051,0.056756757,0.048648649,0.118018018,0.008108108,0.206306306,0.245945946,0.293693694,0.093693694
530702052,0.058098592,0,0.01056338,0.017605634,0.190140845,0.274647887,0.36971831,0.116197183
530702061,0.139310345,0.022068966,0.084137931,0.019310345,0.139310345,0.328275862,0.262068966,0.035862069
530702062,0.125796178,0.065286624,0.060509554,0.068471338,0.063694268,0.25955414,0.292993631,0.101910828
530702063,0.080831409,0.050808314,0.053117783,0.057736721,0.205542725,0.304849885,0.106235566,0.013856813
530702071,0.127483444,0.011589404,0.072847682,0.03807947,0.23013245,0.117549669,0.17218543,0.17218543
530702072,0.188,0.058,0.144,0.022,0.25,0.168,0.124,0.056
530702073,0.099150142,0.082152975,0.1898017,0,0.184135977,0.271954674,0.087818697,0.019830028
530702074,0.131756757,0.02027027,0.065878378,0.050675676,0.146959459,0.256756757,0.22972973,0.101351351
530703071,0.177272727,0.05,0.152272727,0.031818182,0.102272727,0.309090909,0.045454545,0.045454545
530703072,0.323193916,0.087452471,0.09252218,0.025348542,0.095057034,0.190114068,0.111533587,0.015209125
530703073,0.216238608,0.057166529,0.104391052,0.044739022,0.150787075,0.268434134,0.109362055,0.043082022
530703081,0.185592186,0.020757021,0.139194139,0.021978022,0.114774115,0.212454212,0.199023199,0.133089133
530703082,0.127729258,0.042576419,0.074235808,0.009825328,0.160480349,0.18558952,0.31768559,0.108078603
530703091,0.254129606,0.017789072,0.029224905,0.035578145,0.111817027,0.363405337,0.189326557,0.01905972
530703092,0.185220729,0.04318618,0.124760077,0.057581574,0.075815739,0.244721689,0.25815739,0.100767754
530703093,0.080344333,0.021520803,0.058823529,0.080344333,0.137733142,0.238163558,0.37733142,0.024390244
530703101,0.114016736,0.007322176,0.078451883,0.038702929,0.097280335,0.325313808,0.212343096,0.063807531
530703102,0.04989605,0,0.11018711,0,0.033264033,0.407484407,0.286902287,0.033264033
530703103,0.098927294,0.040524434,0.083432658,0.0488677,0.181168057,0.309892729,0.227651967,0.082240763
530703104,0.014925373,0.03358209,0,0.100746269,0.164179104,0.294776119,0.380597015,0
530703111,0.133040936,0.061403509,0.020467836,0.058479532,0.175438596,0.210526316,0.219298246,0.035087719
530703112,0.152631579,0.055263158,0.038157895,0.051315789,0.122368421,0.140789474,0.411842105,0.098684211
530703113,0.190045249,0.012443439,0.061085973,0.028280543,0.156108597,0.259049774,0.209276018,0.084841629
530703121,0.135021097,0.061181435,0.092827004,0.128691983,0.141350211,0.333333333,0.040084388,0.006329114
530703122,0.159600998,0.047381546,0.160224439,0.094139651,0.074189526,0.21882793,0.120947631,0.023690773
530703123,0.243491577,0.032159265,0.087289433,0.036753446,0.185298622,0.153139357,0.189892802,0.076569678
530703131,0.275811209,0.041297935,0.107669617,0.089970501,0.10619469,0.222713864,0.08259587,0
530703132,0.084990958,0.090415913,0.066907776,0.097649186,0.258589512,0.24954792,0.209764919,0
530703133,0.163573086,0.087006961,0.075406032,0.017401392,0.135730858,0.292343387,0.192575406,0.030162413
530703134,0.136507937,0,0.06984127,0,0.136507937,0.380952381,0.361904762,0.114285714
530703135,0.274725275,0.062271062,0.065934066,0.06959707,0.075091575,0.195970696,0.217948718,0.119047619
530703141,0.136317396,0.031536114,0.110885046,0.009155646,0.046795524,0.355035605,0.257375381,0.060020346
530703142,0.184433164,0.069373942,0.096446701,0.013536379,0.252115059,0.16751269,0.077834179,0.033840948
530703151,0.237215909,0.036931818,0.139204545,0.03125,0.105113636,0.163352273,0.177556818,0.055397727
530703152,0.1796875,0.1296875,0.0890625,0.0265625,0.3328125,0.109375,0.08125,0.04375
530703153,0.149357072,0.078140455,0.168150346,0.049455984,0.104846686,0.307616222,0.042532146,0.024727992
530703154,0.336708861,0.075949367,0.235443038,0.055696203,0.093670886,0.116455696,0,0
530703161,0.142414861,0.029927761,0.090815273,0.026831785,0.33126935,0.220846233,0.196078431,0
530703162,0.168545082,0.09067623,0.072745902,0.027663934,0.15420082,0.351434426,0.044057377,0.026639344
530704011,0.181303116,0.029745042,0.039660057,0.021246459,0.106232295,0.287535411,0.337110482,0.042492918
530704012,0.188741722,0.023178808,0.082781457,0,0.304635762,0.258278146,0.139072848,0
530704031,0.190217391,0,0.043478261,0,0.081521739,0.285326087,0.173913043,0.081521739
530704032,0,0,0,0.153558052,0.149812734,0.205992509,0.486891386,0
530704033,0.081549439,0.021406728,0.092762487,0.021406728,0.165137615,0.302752294,0.177370031,0.026503568
530704041,0.185700099,0.043694141,0.06653426,0.019860973,0.146971202,0.276067527,0.176762661,0.013902681
530704042,0.15462963,0.05,0.121296296,0.07037037,0.139814815,0.251851852,0.124074074,0.053703704
530707031,0.242562929,0.032036613,0.155606407,0.050343249,0.148741419,0.137299771,0.19221968,0.018306636
530707032,0.198830409,0.012865497,0.025730994,0,0.100584795,0.461988304,0.156725146,0.098245614
530707033,0.082007344,0.012239902,0.052631579,0.031823745,0.110159119,0.396572827,0.335373317,0.078335373
530707034,0.124069479,0.032258065,0.05955335,0,0.146401985,0.191066998,0.436724566,0.029776675
530707035,0.279445727,0,0.016166282,0,0.200923788,0.247113164,0.120092379,0.050808314
530711001,0.159810127,0.012658228,0.10443038,0.069620253,0.162974684,0.193037975,0.137658228,0.074367089
530711002,0.257009346,0.01635514,0.121495327,0.025700935,0.144859813,0.221962617,0.193925234,0.058411215
530712051,0.305896806,0.022113022,0.0995086,0.098280098,0.092137592,0.197788698,0.042997543,0.023341523
530712052,0.18622449,0.043367347,0.101190476,0.086734694,0.162414966,0.116496599,0.12755102,0.073129252
530712061,0.146090535,0.034979424,0.189300412,0,0,0.269547325,0.096707819,0.096707819
530712062,0.194312796,0.049763033,0.078199052,0.109004739,0.073459716,0.28436019,0.109004739,0.037914692
530712063,0.120888889,0,0.091555556,0,0.212444444,0.456,0.075555556,0.031111111
530712064,0.120385233,0.064205457,0.146067416,0.033707865,0.078651685,0.345104334,0.192616372,0.030497592
530712071,0.094043887,0.020376176,0.114420063,0.111285266,0.159874608,0.289968652,0.15830721,0.010971787
530712072,0.102973169,0.05728789,0.100797679,0.023930384,0.171138506,0.29586657,0.164612038,0.0413343
530712073,0.101301115,0.015799257,0.015799257,0.036245353,0.170074349,0.293680297,0.351301115,0.068773234
530712081,0.194444444,0.031746032,0,0.097222222,0.168650794,0.263888889,0.291666667,0.025793651
530712082,0.056487202,0.067078553,0.068843778,0.01059135,0.189761695,0.451897617,0.14298323,0.022947926
530712083,0.158928571,0.058333333,0.100595238,0.036904762,0.154761905,0.344047619,0.114880952,0.038690476
530712091,0.181549815,0.0900369,0.070848708,0.056088561,0.138745387,0.279704797,0.132841328,0.03099631
530712092,0.046439628,0.046439628,0.086687307,0,0.232198142,0.244582043,0.20123839,0.114551084
530712093,0.041002278,0.120728929,0.241457859,0.06833713,0.08428246,0.316628702,0.102505695,0.020501139
530712101,0.011363636,0.068181818,0.166666667,0,0.193181818,0.318181818,0.151515152,0.090909091
530712102,0.286871961,0.100486224,0.175040519,0.076175041,0.094003241,0.098865478,0.145867099,0.003241491
530712103,0.186813187,0.033699634,0.177289377,0.084981685,0.101831502,0.21025641,0.121611722,0.061538462
530713041,0.147792706,0.03646833,0.010556622,0.026871401,0.194817658,0.285988484,0.401151631,0.044145873
530713042,0.180048662,0.098945661,0.150040552,0.064882401,0.123276561,0.221411192,0.176804542,0.051905921
530713043,0,0.121527778,0.041666667,0,0.048611111,0.263888889,0,0
530713051,0.089480048,0.060459492,0.029020556,0.061668682,0.286577993,0.203143894,0.175332527,0.032648126
530713052,0.097588978,0.056257176,0.066590126,0.066590126,0.174512055,0.21010333,0.221584386,0.095292767
530713061,0.044481054,0,0,0.069192751,0.220757825,0.334431631,0.342668863,0.05601318
530713062,0.14084507,0.029733959,0.021909233,0.053208138,0.136150235,0.414710485,0.162754304,0.062597809
530713063,0.127640845,0.05721831,0.033450704,0.034330986,0.040492958,0.443661972,0.243838028,0.048415493
530713064,0.035087719,0,0.122807018,0.09273183,0.152882206,0.248120301,0.295739348,0.15037594
530713071,0.094147583,0.027989822,0.13740458,0,0.176844784,0.160305344,0.319338422,0.024173028
530713072,0.164893617,0.053191489,0.050531915,0.053191489,0.074468085,0.188829787,0.234042553,0
530713073,0.138949672,0.021881838,0.110503282,0.111597374,0.138949672,0.2702407,0.143326039,0.060175055
530713091,0.043202033,0.124523507,0.040660737,0.07750953,0.198221093,0.283354511,0.115628971,0.039390089
530713092,0.033898305,0.01540832,0.197226502,0,0.169491525,0.362095532,0.109399076,0.013867488
530713093,0.16639478,0.066884176,0.07177814,0.114192496,0.053833605,0.282218597,0.210440457,0.073409462
530713101,0.112953368,0.005181347,0.113989637,0.071502591,0.216580311,0.265284974,0.118134715,0.055958549
530713102,0.210989011,0.059340659,0.077655678,0.095970696,0.172893773,0.256410256,0.101831502,0.049084249
530714031,0.223404255,0.024316109,0.037993921,0,0.212765957,0.229483283,0.094224924,0.024316109
530714032,0.147651007,0.040268456,0.020134228,0.040268456,0.184563758,0.318791946,0.22147651,0.11409396
530714033,0.038011696,0.051169591,0.016081871,0.051169591,0.175438596,0.305555556,0.242690058,0
530714061,0.168363352,0.046985121,0.093970243,0.091620987,0.206734534,0.277995301,0.085356304,0.008613939
530714062,0.141566265,0.034638554,0.085843373,0,0.192771084,0.236445783,0.13253012,0.111445783
530714063,0.140077821,0,0.046692607,0.093385214,0.256809339,0.276264591,0.023346304,0.023346304
530714064,0.223803364,0.016817594,0.077619664,0.02457956,0.186287193,0.288486417,0.150064683,0.012936611
530714071,0.076271186,0,0.138983051,0.050847458,0.077966102,0.342372881,0.230508475,0.040677966
530714072,0.12636695,0.031591738,0.058323208,0.137302552,0.227217497,0.309842041,0.148238153,0.009720535
530714073,0.115212528,0.042505593,0.031319911,0,0.193512304,0.25950783,0.146532438,0.036912752
530714074,0.254374159,0.02422611,0.184387618,0.017496635,0.181695828,0.211305518,0.102288022,0.02153432
530714081,0.07537155,0.041401274,0.072186837,0.058386412,0.221868365,0.165605096,0.149681529,0.081740977
530714082,0.024229075,0,0.050660793,0,0.18722467,0.209251101,0.233480176,0.083700441
530714083,0.063973064,0.057239057,0.033670034,0,0.117845118,0.464646465,0.228956229,0.04040404
530714091,0.055670103,0.030927835,0.059793814,0,0.206185567,0.212371134,0.362886598,0.016494845
530714092,0.045346062,0.093078759,0.038186158,0.143198091,0.241050119,0.243436754,0.133651551,0.057279236
530714093,0.105263158,0.023545706,0.033240997,0.06232687,0.148199446,0.378116343,0.102493075,0.052631579
530714094,0.097484277,0,0.040880503,0,0.433962264,0.132075472,0.198113208,0.122641509
530714101,0,0,0,0.033082707,0.571428571,0.273684211,0.118796992,0.085714286
530714102,0.062745098,0.062745098,0,0,0.152941176,0.205882353,0.458823529,0
530714103,0.102352941,0.022352941,0.018823529,0.076470588,0.205882353,0.416470588,0.214117647,0.037647059
530714104,0.128531073,0.040960452,0.127118644,0.021186441,0.187853107,0.302259887,0.124293785,0.084745763
530714111,0.223991507,0.008492569,0.085987261,0.035031847,0.175159236,0.304670913,0.244161359,0.042462845
530714112,0,0,0.148044693,0.019553073,0.365921788,0.335195531,0.044692737,0.016759777
530714113,0.20508982,0.038922156,0.020958084,0.04491018,0.130239521,0.194610778,0.266467066,0.095808383
530715031,0.153649168,0.053777209,0.119078105,0,0.222791293,0.38028169,0.030729834,0
530715032,0.026751592,0,0.017834395,0,0.360509554,0.415286624,0.193630573,0
530715033,0.09,0.096666667,0.053333333,0.05,0.023333333,0.47,0.15,0.03
530715034,0.29020979,0,0.024475524,0.020979021,0.223776224,0.309440559,0.082167832,0.033216783
530715041,0.077531646,0.007911392,0.120253165,0.036392405,0.178797468,0.305379747,0.082278481,0
530715042,0.023099134,0.059672762,0.194417709,0.008662175,0.311838306,0.336862368,0.015399423,0
530715043,0.059055118,0.027559055,0.133858268,0.102362205,0.177165354,0.283464567,0.106299213,0.059055118
