,0
0,1217.1576759754407
1,1695.5430898535135
2,785.3807718748011
3,20493.281767317065
4,2787.989138477647
5,2376.652594817579
6,24450.03997585954
7,1039.147377134492
8,982.1232209381782
9,5003.254574570519
