,0,1,2,3,4,5,6,7
count,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
mean,1.88,3.17,4.76,5.09,2.53,2.9,2.68,2.38
std,0.72,0.43,1.43,1.69,0.68,0.87,0.25,0.16
min,1.33,2.56,2.85,2.9,1.79,1.98,2.32,2.17
25%,1.36,2.79,3.38,3.44,2.04,2.07,2.48,2.26
50%,1.52,3.21,5.08,5.24,2.35,2.63,2.67,2.31
75%,2.29,3.34,6.21,6.69,2.8,3.85,2.87,2.44
max,4.03,4.12,6.48,7.66,4.29,4.24,3.23,2.94
