,0
0,417.2254950054775
1,19216.19635998973
2,7748.528004348243
3,17774.686482855097
4,480.70694883078914
5,1323.7862416359928
6,31836.80336339757
7,555.8841448354124
8,5822.769140394783
9,457.33814399345863
