,0,1,2,3,4,5,6,7
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,219.87,132.31,138.07,33.76,17.46,17.24,14.58,65.77
std,611.75,178.66,357.17,19.86,29.24,17.65,12.74,160.7
min,1.98,15.68,4.21,13.36,3.6,7.48,6.73,4.24
25%,2.68,27.82,8.76,19.89,5.08,9.52,8.04,5.65
50%,3.8,50.63,16.28,26.25,7.68,11.16,9.29,12.35
75%,76.55,146.24,41.26,44.82,13.56,13.48,13.99,26.25
max,1958.15,585.64,1151.85,74.64,99.81,65.87,48.51,521.89
