,0,1,2,3,4,5,6,7,8
0,16493.90523472346,-143135.70495590853,345431.51184955164,-264887.10646120633,251875.90068649198,-207321.5734879614,235897.00433944355,65538.89073642026,284991.75114812516
1,-601085.0237957916,476603.20002241957,351190.12437236385,125334.38223466076,-225638.50620329528,275825.59624665976,421016.6771855546,303001.7467601503,-148332.51762668308
2,-601085.0237953949,476603.2000217084,351190.12437225477,125334.3822356478,-225638.50620404497,275825.5962466725,421016.6771838767,303001.7467612067,-148332.517627969
3,-601085.0238154519,476603.20005263924,351190.1243875594,125334.3822228833,-225638.50620007323,275825.5962708463,421016.67717144446,303001.74675727927,-148332.51761549522
4,42373.85079068295,-147306.59169560877,334159.60105111677,237060.66581765877,-259271.9104545983,-183694.6134212222,102011.05749340246,-106508.40604606364,246132.24033887434
5,42373.85079043246,-147306.5916950982,334159.6010504574,237060.6658166528,-259271.91045376207,-183694.61342075156,102011.05749300982,-106508.40604515707,246132.2403385449
6,42373.85078728187,-147306.5916944257,334159.6010549545,237060.6657959373,-259271.91044965168,-183694.61342394384,102011.05750563604,-106508.40603386845,246132.24034558688
7,16493.905234948044,-143135.70495637428,345431.51184966165,-264887.1064618778,251875.90068697766,-207321.57348852043,235897.0043395614,65538.89073636018,284991.7511486387
8,-601085.0237960246,476603.2000226105,351190.12437278667,125334.38223557701,-225638.50620416884,275825.5962473561,421016.67718314426,303001.74676140654,-148332.5176279865
9,42373.850787692136,-147306.59169350116,334159.60105068365,237060.66581648463,-259271.910453371,-183694.6134194729,102011.05749786246,-106508.40604479225,246132.24033887486
