,0
0,667.4666911857895
1,2635.1112369258735
2,1063.321159093872
3,23092.565466023967
4,337.4883294838256
5,730.2216591627632
6,16758.780017093562
7,1070.1311416402891
8,1211.4299790648258
9,478.78820486061545
