,0
0,377.2092483512665
1,1063.4533528969462
2,436.8050093915336
3,19389.10644445177
4,893.7488976405423
5,3210.5716504799007
6,79252.27443336275
7,454.8643861918721
8,1587.73073576269
9,445.26966830765144
