,0,1,2,3,4,5,6,7
count,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
mean,1.93,3.88,4.39,6.66,1.76,3.52,1.74,2.7
std,0.65,0.62,1.24,3.31,0.33,1.19,0.22,0.46
min,1.43,3.13,2.7,2.91,1.43,2.09,1.53,2.17
25%,1.53,3.29,3.36,3.97,1.5,2.37,1.57,2.34
50%,1.73,3.78,4.33,5.8,1.67,3.19,1.62,2.58
75%,1.95,4.27,5.35,8.51,1.87,4.64,1.86,2.91
max,4.49,5.59,7.5,16.49,2.64,5.47,2.38,3.89
