,0,1,2,3,4,5,6,7
count,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
mean,2.62,3.87,2.74,6.37,2.15,2.95,2.31,1.52
std,0.8,1.13,0.73,2.05,0.54,0.32,0.23,0.35
min,1.88,2.59,1.81,3.88,1.52,2.44,2.03,1.2
25%,2.03,2.92,2.05,4.43,1.61,2.75,2.07,1.26
50%,2.28,3.47,2.8,6.25,2.11,2.93,2.26,1.3
75%,3.1,4.84,3.44,8.39,2.65,3.08,2.52,1.71
max,4.66,6.0,3.97,10.25,2.99,3.74,2.78,2.27
