,0,1,2,3,4,5,6,7
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,205.04,384.82,108.02,1035.97,37.87,367.88,102.44,84.34
std,248.49,745.28,213.17,2339.21,26.08,850.87,131.09,172.01
min,7.45,7.39,3.69,6.33,2.5,10.94,4.26,4.35
25%,40.61,14.62,13.49,18.26,12.31,18.13,23.63,5.36
50%,135.32,54.24,19.44,71.4,44.88,41.95,54.11,28.24
75%,181.35,377.73,37.96,785.17,55.93,215.57,103.77,65.6
max,666.75,2436.9,676.5,7598.92,73.2,2767.33,417.96,566.94
