,0,1,2,3,4,5,6,7
count,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
mean,3.91,3.59,2.92,9.94,2.06,6.35,2.1,2.41
std,1.13,1.07,0.26,3.83,0.26,2.09,0.56,0.6
min,2.63,2.43,2.45,5.57,1.6,3.86,1.48,1.92
25%,3.0,2.65,2.73,6.63,1.87,4.43,1.78,2.02
50%,3.55,3.12,2.88,8.42,2.04,5.78,2.05,2.16
75%,4.36,4.65,3.06,13.72,2.19,8.45,2.18,2.66
max,6.57,5.43,3.51,16.68,2.82,10.03,4.09,4.6
