,0,1,2,3,4,5,6,7,8
0,1.5623724445875005,-1.6816213951248307,0.0,-1.5320458430882808,1.9358998222265753,0.0,-1.3102277523606163,-2.050070586560471,1.7816313039892748
1,1.379127785026316,-2.5547923960819725,0.0,-1.7762971067152824,2.6443290282246648,0.0,0.0,-2.0747131451331504,1.9897792947249273
2,1.2847124141172974,-2.879050017879293,0.0,-1.8072775658624614,2.696310976652087,0.0,0.0,-2.128617374386119,2.1943373600462253
3,1.229340138172408,-2.686571645216391,0.0,-1.5548830973812189,2.4170596262349764,0.0,0.0,-1.9466661240656498,1.8660436754601242
4,1.300302350324003,-2.5298031821429414,-1.1160714811843255,-1.577454835355652,2.416415086198498,0.0,0.0,-1.9513735074143232,1.8026074922933633
5,1.30419462584232,-2.7659760609131117,0.0,-1.7518490663213406,2.639043752422899,0.0,0.0,-2.0723199323097075,2.057123922401293
6,1.2454369826856844,-2.7467340391937944,0.0,-1.6259191965845197,2.4984988097341847,0.0,0.0,-2.0013966196847788,1.9598915247269189
7,1.4703382607012299,-2.085877227497588,-1.1362701624257685,-1.5489325233349733,2.2673463920712003,0.0,-1.0955464426484263,-1.962098638788459,1.6722864949806593
8,1.5599435380506919,-1.9356048321723063,-1.0590132854588021,-1.560952888015335,2.1813960051782555,0.0,-1.2168280064423014,-2.0130397182955835,1.6970959926666338
9,1.2648344124520876,-2.468659655057276,-1.1394569132395596,-1.4778631833132565,2.2980009447516485,0.0,0.0,-1.877791535009697,1.6938426806850673
10,1.3049731092419155,-2.335134724556928,-1.171369636814801,-1.4749851017454716,2.269269236450329,0.0,0.0,-1.8755847073277154,1.6451024389439977
11,1.2423166165129866,-2.811805931020201,0.0,-1.6729711184011997,2.5480388662805606,0.0,0.0,-2.0507361347645086,2.06152864580928
12,1.3875120064891513,-2.331981978513186,-1.1579690928496003,-1.6297117983786695,2.4376387536541544,0.0,0.0,-1.9899968932492695,1.784928177826004
13,1.4791037860412246,-2.21709185059125,0.0,-1.7737468248524852,2.555866439016275,0.0,-1.178697576956145,-2.086354551467557,1.9376049263241106
14,1.081869742168334,-2.778445062514193,0.0,-2.03445246041266,3.1147322067863326,-1.4377488470587234,0.0,-1.9774296048161586,2.121475450383472
15,0.0,-2.2027130590809523,0.0,-1.8206300476155794,2.9558455483607227,-1.1963265083888672,0.0,-1.826398013286507,1.802921104005533
16,0.0,-1.8820075623600983,0.0,-1.4365778434612868,2.5468013863004506,0.0,0.0,-1.7527106286781755,1.8034514033438755
17,0.0,-1.5841381136392478,0.0,-1.203537163888616,2.061293311742879,0.0,0.0,-1.6945471229417526,1.6356641333999857
18,0.0,-1.5251600827119354,0.0,-1.1720205586214423,2.078050366622655,0.0,0.0,-1.6362831088755412,1.6162583181997083
19,0.0,-1.4102030614750194,0.0,-1.0844531765935383,1.7782018587089479,0.0,0.0,-1.616193120848293,1.5310912649576576
20,1.0844238108719753,-1.4310442938709338,0.0,-1.331214604889446,1.7446192816719222,0.0,0.0,-1.8393674236724005,1.6358986550198347
21,0.0,-1.2396742345807612,0.0,0.0,1.4180372538054804,0.0,0.0,-1.6820670396019248,1.49981062082164
22,1.3552992206810022,-2.2462239005257127,-1.1874932636773508,-1.5171879009382094,2.2976381897901557,0.0,0.0,-1.9099156179547616,1.6561161467765624
23,1.5190424104710212,-2.074930311645994,-1.0894963387806669,-1.6421122472813912,2.344017414417227,0.0,-1.1869066583519283,-2.0386493306145854,1.7844818857009714
24,1.2880848915274414,-2.9060288492322575,0.0,-1.8320752253550558,2.6983207128588336,-1.090465757381462,0.0,-2.1753965527333126,2.2833661461810615
25,0.0,-2.180504041604039,0.0,-1.6567804179889802,2.8610863533830795,-1.1653032462208401,0.0,-1.7985088917145244,1.879779357491294
26,0.0,-1.4762128537607178,0.0,-1.3703236097220923,2.1271491430009424,0.0,0.0,-1.7665601883949595,1.5613690542033045
27,1.3563813902595576,-2.1875683996336472,-1.1877287477340583,-1.471849216006592,2.2336369097788022,0.0,0.0,-1.8790370045551668,1.6010589761917942
28,0.0,-1.437259006522719,0.0,-1.127428618404795,2.109785475766137,0.0,0.0,-1.5253258342743456,1.5734166290740883
29,1.3990732321740877,-2.834683435871457,0.0,-2.1231372194563294,2.792525793076503,-1.5347513264042423,-1.2396873257463503,-2.228445528332691,2.420286198681227
30,0.0,-2.0347709314308315,0.0,-1.5558011317268485,2.7339813741148187,-1.0732170600832054,0.0,-1.743351168713323,1.9196883811243761
31,0.0,-1.6802076422207617,0.0,-1.2975317753561348,2.36265162431939,0.0,0.0,-1.6698748690967564,1.7306397121435886
32,0.0,-1.5743367105812143,0.0,-1.2283078378868695,2.289579545433169,0.0,0.0,-1.5953845255996726,1.6767076353844483
33,1.2410584327211758,-2.7197034590041222,0.0,-2.0896011385413558,2.969547039021265,-1.3665796211504522,-1.1888894240934529,-2.0035947287314255,2.3295104739922414
34,0.0,-2.3354026460197814,0.0,-1.7853821268714165,2.899678097230432,-1.1767210247124253,0.0,-1.7519333385221132,2.1388116732573446
