,0,1,2,3,4,5,6,7
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,371.42,246.64,94.29,55.13,366.17,136.23,83.69,156.65
std,803.91,634.41,211.45,89.67,997.65,331.49,191.85,314.68
min,6.89,17.36,7.73,12.09,4.38,8.17,4.5,21.66
25%,24.79,23.86,12.91,18.79,7.96,11.76,4.95,36.99
50%,48.96,27.36,17.56,27.04,32.58,16.66,12.24,40.46
75%,131.37,95.95,38.24,35.53,88.43,37.53,45.18,85.44
max,2565.28,2048.5,689.85,307.97,3200.33,1071.86,622.69,1042.72
