,0,1,2,3,4,5,6,7
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,1700.98,2082.27,547.17,1281.1,1952.09,1765.83,31.69,1961.67
std,2815.26,2118.99,668.08,1671.61,3110.5,2391.04,43.45,1652.14
min,7.54,205.74,12.21,56.91,19.08,28.99,4.5,250.23
25%,44.8,483.72,33.64,118.77,59.84,53.04,8.77,449.38
50%,265.11,1459.71,223.85,255.4,199.06,122.57,16.35,1710.04
75%,2095.36,3231.54,876.53,1956.37,2532.73,2973.0,29.24,3336.06
max,9038.9,6693.56,1966.17,4863.71,9784.94,6144.97,149.08,4148.36
