,0,1,2,3,4,5,6,7,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-2.3356294054079716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-2.311319594806797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-2.335559605700242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-2.30711767500506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-2.299168986484837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-2.2670205121064395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-2.3267129176915597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,-2.326940072953135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-2.249016133984305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-2.344363565630547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-2.2784426858943156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,-2.332370842854122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,-2.252494328968603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-2.315235581645478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
