,0,1,2,3,4,5,6,7,8
0,947709.9053925145,-481354.6461023907,-4907843.15798951,212602.2422977358,-232400.38828981709,188332.48364811353,2849901.835731156,-2362220.461507053,-2379820.131236146
1,2466647.379566987,-1824321.6334321217,-2261681.2896682946,-593974.3029465697,363839.71901539055,-628337.0385387385,3184480.1918543777,-2585998.52635613,-1876690.3346355571
2,2466647.379564086,-1824321.633426869,-2261681.289659967,-593974.3029479278,363839.7190171851,-628337.038538621,3184480.191855833,-2585998.5263522305,-1876690.3346212255
3,2466647.379737816,-1824321.6336447368,-2261681.28995664,-593974.3029506919,363839.71902513265,-628337.0385697609,3184480.1918484797,-2585998.526390303,-1876690.334832749
4,826445.1933812224,-456057.05847969855,-1762933.4203825262,-513689.5427940516,353704.247847225,141582.13257045788,2364084.0837090304,-1321722.444791959,-3146061.4164513545
5,826445.1933804865,-456057.05848008883,-1762933.4203805237,-513689.54279318766,353704.2478449409,141582.13256880376,2364084.0837016893,-1321722.444794961,-3146061.4164508968
6,826445.1933960606,-456057.05848521186,-1762933.4205079013,-513689.542847708,353704.24785252276,141582.13257297617,2364084.083753158,-1321722.444880148,-3146061.416371901
7,947709.9053905215,-481354.6460993531,-4907843.157989577,212602.2423020348,-232400.38829325236,188332.48365223815,2849901.835735623,-2362220.4615071616,-2379820.131242067
8,2466647.379570066,-1824321.633433771,-2261681.2896684287,-593974.3029489993,363839.7190185858,-628337.038539079,3184480.1918553575,-2585998.52635243,-1876690.3346232465
9,826445.1933954875,-456057.0584915848,-1762933.4203879046,-513689.5427902091,353704.2478415078,141582.13256345375,2364084.08371676,-1321722.444798633,-3146061.4164489103
