,0,1,2,3,4,5,6,7
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,97.18,771.69,77.12,146.83,58.1,25.89,460.8,49.87
std,206.16,1215.73,130.34,228.12,54.3,48.77,580.69,46.55
min,7.13,22.61,9.57,6.57,15.07,2.13,27.4,9.83
25%,11.21,71.7,12.94,27.68,17.21,2.79,36.33,11.12
50%,18.46,226.53,22.41,79.63,23.38,9.99,253.31,31.38
75%,50.7,484.75,48.5,157.42,98.08,17.13,675.85,89.49
max,674.62,3201.21,422.95,768.22,166.3,161.91,1861.21,118.45
