,0,1,2,3,4,5,6,7
0,1.3402194184870215,3.9641718884148647,5.077608428314481,5.922533198040677,2.35458023012729,2.627749661272527,2.860590428372952,2.3145476689135753
1,1.3705755499968966,2.8663513545829247,3.5832931101645533,3.7627837937373405,2.1351047576216824,2.116647763614087,2.453836935740508,2.2914420588050284
2,1.5208822366958357,2.8438473051485795,3.634331484809144,3.611356538238618,2.2752018562616803,2.136816047374636,2.6133752801073937,2.443869149813967
3,1.3766110016549338,2.6286471067396695,3.0214035113138626,3.0351449440340104,1.9018541879508086,1.991681414847232,2.44508453965293,2.3754098883016
4,1.3459735795343941,2.6557726067103404,3.04373141444155,3.133703600200714,1.8875744785443078,2.005938104077653,2.3825194347432745,2.305459799243027
5,1.4052849142747494,2.765090085109561,3.45653609334118,3.5359869122944154,2.1242122872929383,2.077353477855383,2.5010026622082835,2.3579626317041087
6,1.403743917376535,2.6905573518969077,3.1763481463516556,3.1859485689711344,1.9872834078565973,2.0200138064241777,2.4917554189970206,2.391410160581394
7,1.3414170308643412,3.1395880287790683,3.431769837715919,3.6763130777697004,1.993056255600797,2.103617342977715,2.4625257349090517,2.2522362825342856
8,1.3292367367313218,3.5350238001399683,3.9246003231941478,4.344721658912102,2.1310757144736643,2.2198218662861455,2.60809897749594,2.2637065960560165
9,1.3419626038766537,2.562957341232887,2.84516249594071,2.9008753680315555,1.7982358090466457,1.9815548626895372,2.3416501454209535,2.309069758175201
10,1.3486032181110945,2.598894413237278,2.8529402343983064,2.9199083727761543,1.7930392411531795,1.9993457289917578,2.3205649492706755,2.283061848863165
11,1.4726346254964773,2.776421387102127,3.3251480818457684,3.2736131620374063,2.0878271736563296,2.0618071192980447,2.5762177117885057,2.446356877152945
12,1.3546971251790267,2.79772372252292,3.2065614636517683,3.347996096513929,1.9377915931547955,2.0541766396501466,2.377241540910493,2.2622394727747848
13,1.3667024022606133,3.251454340465928,4.108102796237998,4.468962174326113,2.262377659198994,2.2544631020463153,2.542222546149214,2.2621410134938524
14,2.266415643217174,3.214661626122332,5.441837869371086,5.582228828567686,3.7651948582167822,2.9101642791518727,2.667927714714778,2.5599437280796633
15,1.7191950751001206,3.133121178422691,5.567509071707066,6.175959651219248,3.1006990642911183,2.8778350366550014,2.5250312789387706,2.467074571408535
16,2.363009712905731,3.16685850160748,6.40758426639839,6.750936166925491,3.028738380513837,3.802865641040173,2.7645132932674845,2.352951899777895
17,1.9152785199005555,3.237046117649964,6.221603661397287,6.901826081452436,2.586259689774372,3.8893108116879933,2.8388028472453066,2.293410665778718
18,2.0949798731549194,3.2217634149674494,6.134700135152445,6.786283337030411,2.545222472755127,4.0146339134596545,2.878118363000503,2.228478482668403
19,1.7183037421874348,3.3435543553769818,6.038195878559908,7.081463471185669,2.363810288295278,4.0179694026146295,2.9250272871535845,2.246387589491921
20,1.564838402673962,3.7701910140098858,6.130100451915353,7.260381068514505,2.500956040983165,3.311901139553082,2.874704364809901,2.4422030099795755
21,1.5024116522650646,3.7706647498290775,6.214281795142862,7.664415844980946,2.312862528716768,3.934693441215849,3.022096989998921,2.4306209617801526
22,1.3575459234757248,2.6895856078169342,2.9597638536612436,3.0497785866498237,1.8309750958831157,2.024476741145617,2.329414218659669,2.263564594392722
23,1.3377205052885508,3.3397991383496843,3.846273511373391,4.201353138888222,2.1294108408697223,2.1895815653691795,2.5460611016461705,2.2513395199435973
24,1.6469176849641742,2.968274169339014,3.772746413079075,3.6428501550970553,2.402528698602834,2.2070455954399106,2.7235779686107287,2.5272063370708673
25,2.3232828397566436,3.1518464993317115,6.3510761190868275,6.6764548629319185,3.3660196208766098,3.5274076969363417,2.6793725772329764,2.431977609889014
26,1.8427530017960843,3.4679562149597434,6.4841005562133125,7.525667208955191,2.8061591278014797,3.527582177402297,2.688339993926915,2.5487663149546522
27,1.35825006120014,2.706895072358861,2.9274552750507836,3.0137918604957785,1.8158846258996866,2.0245188354375743,2.327293701215956,2.2631173292500213
28,2.505558697587307,3.249415274923356,6.0503473969235735,6.737186366576328,2.5178850453053894,4.239061712527587,2.9297943343904453,2.173347042455431
29,3.1589583421407927,4.124780523305734,5.649116774519802,5.23515870483042,4.292741498825116,3.3728200613893167,3.2341768975241334,2.9449042169093373
30,2.9026278754250425,3.276321923291093,6.399350357194628,6.636721704953451,3.2278032268029473,3.8644024784994726,2.829415589335323,2.367449533279656
31,2.522940894715492,3.2056232349847282,6.285552948816289,6.691011642176568,2.80269236174272,4.0132108824683375,2.849820083920573,2.267716387187738
32,2.6896829967510634,3.2365257792506608,6.200902037590844,6.689915094378539,2.7059799365633257,4.158159650019479,2.895251769591875,2.2261831504809324
33,3.791560821079674,3.967123731510528,6.265999579164193,6.232379985328765,4.225755764836222,3.836442943522405,3.147700264143506,2.744497445570413
34,4.033774926299542,3.7322385657409827,6.395583254010811,6.613752742858202,3.7177202066326784,4.15069067281785,3.097499513217249,2.57776807720547
