,0,1,2,3,4,5,6,7
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,442.83,424.17,40.19,169.11,76.43,7.25,21.55,27.12
std,1164.78,988.43,52.83,204.9,54.29,5.32,11.51,42.0
min,49.11,6.68,4.99,43.81,6.3,3.44,8.77,4.79
25%,52.44,84.93,8.81,48.93,22.48,4.37,11.78,6.97
50%,63.44,117.73,14.25,91.35,90.3,5.53,20.32,11.83
75%,108.62,160.69,55.8,126.46,113.87,7.36,27.95,20.23
max,3756.64,3228.89,174.6,656.86,158.75,21.35,40.79,142.69
