,0,1,2,3,4,5,6,7,8
0,-599099.0370092884,37544.63266507666,-302067.80686510756,457110.6773683724,395891.2689434873,-15077.75812946661,228108.22349387573,884520.6986571602,1425475.9162095168
1,-1363655.590834139,-70717.16202401968,-476445.5229297559,1027408.1981548709,747925.3899568993,290975.25182212004,384046.32582268276,1268223.6970144236,888763.9810832206
2,-1363655.5908308018,-70717.16202510723,-476445.5229250527,1027408.1981486222,747925.3899519175,290975.2518223218,384046.325822339,1268223.6970135819,888763.9810745063
3,-1363655.5908950642,-70717.1619886504,-476445.52293181577,1027408.1982728331,747925.3899525111,290975.25179929077,384046.32582319615,1268223.697013415,888763.9812235504
4,-1366295.1454753475,2689.618423307119,-577242.7039771939,948886.9051976717,686023.9804795596,300495.9806330089,374658.51924002083,1415740.1040684655,1655765.0444338648
5,-1366295.145475285,2689.618425099201,-577242.7039788275,948886.9051988632,686023.9804813595,300495.98063432705,374658.519240814,1415740.1040690306,1655765.0444343064
6,-1366295.145468803,2689.618426522237,-577242.703968063,948886.9051983663,686023.9804723661,300495.9805985407,374658.51922952745,1415740.1040654709,1655765.044436668
7,-599099.0370099075,37544.63266563362,-302067.80686574016,457110.6773692446,395891.2689441443,-15077.758128699412,228108.22349461238,884520.6986574217,1425475.9162097494
8,-1363655.5908334164,-70717.16202647726,-476445.5229276206,1027408.1981524751,747925.3899532682,290975.2518198226,384046.3258212582,1268223.697013822,888763.9810787032
9,-1366295.145476014,2689.6184250331253,-577242.7039794888,948886.9051992819,686023.9804823718,300495.98063444375,374658.51924161025,1415740.1040690902,1655765.044435259
