,0,1,2,3,4,5,6,7
count,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
mean,1.92,2.84,2.63,3.61,3.22,1.72,1.66,1.64
std,0.76,0.45,1.07,0.41,0.75,0.53,0.14,0.2
min,1.41,2.31,1.44,3.21,2.28,1.22,1.46,1.43
25%,1.47,2.44,1.68,3.33,2.53,1.27,1.5,1.51
50%,1.62,2.89,2.59,3.48,3.23,1.45,1.7,1.59
75%,1.94,3.03,3.26,3.74,3.82,2.13,1.77,1.69
max,4.29,4.02,5.06,4.95,4.63,2.93,1.85,2.43
