,0,1,2,3,4,5,6,7
count,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
mean,1.99,3.3,5.32,5.03,2.65,4.05,3.15,3.34
std,0.97,0.43,1.99,1.36,0.6,1.76,0.66,1.0
min,1.27,2.79,2.9,3.12,2.04,2.12,2.26,2.3
25%,1.34,2.98,3.52,3.71,2.3,2.34,2.63,2.56
50%,1.64,3.12,4.85,5.65,2.47,3.23,3.27,3.06
75%,2.35,3.53,6.87,6.19,2.77,5.64,3.52,3.76
max,4.98,4.43,9.35,7.13,4.4,7.19,4.87,6.11
