,0
0,379.5492136212454
1,3690.2117699146975
2,1473.2759666418879
3,15272.131945474577
4,586.7447015806073
5,1442.467159117573
6,34325.118879565365
7,565.6549419737265
8,787.6342615940406
9,912.6400465409093
