,0,1,2,3,4,5,6,7
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,412.17,5856.44,172.2,677.5,1447.19,95.6,9302.71,239.05
std,670.19,7228.99,206.04,774.04,1932.65,105.98,12007.6,298.72
min,11.18,43.8,9.53,8.3,27.85,3.06,99.49,10.65
25%,18.99,128.07,14.8,35.61,32.18,4.3,154.85,12.04
50%,36.92,1528.95,89.24,413.98,100.24,63.9,782.2,29.36
75%,629.65,10694.77,221.76,1204.09,2997.13,153.23,18686.2,464.58
max,2133.99,17426.96,590.14,2234.79,5304.34,294.23,28250.19,740.46
