,0,1,2,3,4,5,6,7,8
0,0.0,-3.5424748485278665,0.0,0.0,0.0,0.0,0.0,0.0,3.2329533688169025
1,0.0,-3.4861784448999606,0.0,0.0,0.0,0.0,0.0,0.0,2.931103881091979
2,0.0,-3.0023459260689718,0.0,0.0,0.0,0.0,0.0,0.0,2.8509884258158733
3,0.0,-3.126665952987705,0.0,0.0,0.0,0.0,0.0,0.0,2.7811259461304503
4,0.0,-3.3433564152230644,0.0,0.0,0.0,0.0,0.0,0.0,2.8136913493909246
5,0.0,-3.261172476933214,0.0,0.0,0.0,0.0,0.0,0.0,2.883469614075462
6,0.0,-3.100594994528099,0.0,0.0,0.0,0.0,0.0,0.0,2.8147429575074874
7,0.0,-3.5118754429277717,0.0,0.0,0.0,0.0,0.0,0.0,2.9114795022575057
8,0.0,-3.5544559713078305,0.0,0.0,0.0,0.0,0.0,0.0,3.038033420664539
9,0.0,-3.296714119448997,0.0,0.0,0.0,0.0,0.0,0.0,2.7414074603787206
10,0.0,-3.3502456344865874,0.0,0.0,0.0,0.0,0.0,0.0,2.739283743059094
11,0.0,-2.950178023315402,0.0,0.0,0.0,0.0,0.0,0.0,2.8135504950163592
12,0.0,-3.449656885627407,0.0,0.0,0.0,0.0,0.0,0.0,2.856897276935628
13,0.0,-3.6318841060349887,0.0,0.0,0.0,0.0,0.0,0.0,3.0420450380821267
14,0.0,-2.8795520930921454,0.0,0.0,0.0,0.0,0.0,0.0,2.6301112534297055
15,0.0,-3.5295122897810187,0.0,0.0,0.0,0.0,0.0,0.0,2.8791502925437813
16,0.0,-3.352718684833961,0.0,0.0,2.785612777493377,0.0,0.0,0.0,3.1666943505759204
17,0.0,-3.306445442572447,0.0,0.0,2.7185319235420176,0.0,0.0,0.0,3.199545250621642
18,0.0,-3.15194091069445,0.0,0.0,2.8224577610759813,0.0,0.0,0.0,3.1894038501179147
19,0.0,-3.1426607634802957,0.0,0.0,2.616472741791604,0.0,0.0,0.0,3.1382273929591986
20,0.0,-3.3834622163054897,0.0,0.0,0.0,0.0,0.0,0.0,3.1673500752627146
21,0.0,-3.1495738842377157,0.0,0.0,0.0,0.0,0.0,0.0,3.1479934187664145
22,0.0,-3.389876433815933,0.0,0.0,0.0,0.0,0.0,0.0,2.7722681571077668
23,0.0,-3.588664504822617,0.0,0.0,0.0,0.0,0.0,0.0,3.022802917949678
24,0.0,-2.775457192463852,0.0,0.0,0.0,0.0,0.0,0.0,2.808547536678901
25,0.0,-3.3950844116859304,0.0,0.0,2.534527005274492,0.0,0.0,0.0,3.005288622037729
26,0.0,-3.4250222333206324,0.0,0.0,0.0,0.0,0.0,0.0,3.081384740753593
27,0.0,-3.386760288356314,0.0,0.0,0.0,0.0,0.0,0.0,2.7514570983753908
28,0.0,-2.938578202768497,0.0,0.0,2.9044607138308405,0.0,0.0,0.0,3.1545865514912235
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.411596044741561
30,0.0,-3.2194309086988953,0.0,0.0,2.764647348273931,0.0,0.0,0.0,3.1707488924636156
31,0.0,-3.1784470027191043,0.0,0.0,2.898265886376828,0.0,0.0,0.0,3.227225795639668
32,0.0,-3.0462143531859436,0.0,0.0,2.9298810035596508,0.0,0.0,0.0,3.222278342287874
33,0.0,-2.519261599895921,0.0,0.0,0.0,0.0,0.0,0.0,2.7603897022668606
34,0.0,-2.8093454199321126,0.0,0.0,2.2442304589902347,0.0,0.0,0.0,3.0995172514193254
