,0,1,2,3,4,5,6,7,8
0,0.0,-3.235236298342778,0.0,-1.1487156717512383,0.0,-1.5827159744765003,-2.771797421981637,0.0,0.0
1,-1.1417215804161096,-3.4533688927191926,0.0,-1.9152974403965561,2.086640568640149,-1.346219240077909,-2.39594362724024,0.0,0.0
2,-1.717561154566193,-3.2288742763475047,0.0,-1.8463164545449948,2.484465400958673,-1.0987239563042253,-1.8077012012857259,0.0,0.0
3,-1.4847599853191407,-3.415430029820286,0.0,-1.9828862789011141,2.45846099489355,-1.4927804862376428,-2.1025645647792883,0.0,0.0
4,-1.2349254288201168,-3.4742714271422463,0.0,-2.007759357354115,2.265474713501646,-1.571016988107435,-2.3439811960810157,0.0,0.0
5,-1.4692790673697305,-3.3734875606821078,0.0,-1.9126127671528617,2.3474385490168714,-1.2608110973452356,-2.115254857682173,0.0,0.0
6,-1.5539452726181038,-3.3842860065113882,0.0,-1.9507654182153265,2.474372819403008,-1.3922418547184905,-2.035078197687189,0.0,0.0
7,0.0,-3.4134006895525357,0.0,-1.789321685391728,1.8022850414268041,-1.7486449296376612,-2.642717810409944,0.0,0.0
8,0.0,-3.36402761309947,0.0,-1.5529805863703963,1.509940913444661,-1.739111756590718,-2.7089940783437068,0.0,0.0
9,-1.2122603277247637,-3.454586771697935,0.0,-2.037237279873355,2.287832839010104,-1.6661276910203255,-2.3441217586430874,0.0,0.0
10,-1.0772722592479225,-3.4474391377971227,0.0,-2.0433725598994417,2.181130609479869,-1.7190271269420292,-2.4471797756667546,0.0,0.0
11,-1.698805151448223,-3.308655967242639,0.0,-1.9018922116395014,2.5484559874190684,-1.2841509937957298,-1.8543007146659094,0.0,0.0
12,0.0,-3.4871962156568466,0.0,-1.9932550376824776,2.054923557046561,-1.6096526298542784,-2.524102759670401,0.0,0.0
13,0.0,-3.415587152638817,0.0,-1.7039129367156503,1.670644499341467,-1.4123549763008072,-2.6211847754289916,0.0,0.0
14,-1.6574651591019127,-2.546505130275575,0.0,-1.4325195105446142,2.017204241915215,0.0,-1.1058123785850345,0.0,0.0
15,0.0,-2.921065195149839,0.0,-1.479237157055016,1.4692432804324975,0.0,-2.074981619131608,0.0,0.0
16,-1.3148038445468901,-2.0410732431569762,0.0,0.0,1.2913800489607412,0.0,-1.0534110647571295,0.0,0.0
17,0.0,-2.1759339301083838,0.0,0.0,0.0,0.0,-1.3719908525713949,0.0,0.0
18,-1.0800456179954174,-1.8276683674194307,0.0,0.0,0.0,0.0,-1.089635024281378,0.0,1.0774188609907978
19,0.0,-2.1522486088156967,0.0,0.0,0.0,0.0,-1.5206094740190021,0.0,1.1463241146807361
20,0.0,-2.878123796345947,0.0,0.0,0.0,-1.3745456943404402,-2.5676860492185414,0.0,0.0
21,0.0,-2.6407972292858943,0.0,0.0,0.0,-1.3896117421216136,-2.395079027232407,0.0,1.1612126961278928
22,0.0,-3.450855418345045,0.0,-2.030813608827261,2.083540039229582,-1.7235821514872116,-2.5248101610491394,0.0,0.0
23,0.0,-3.417020957305603,0.0,-1.671418526198018,1.6465908677999515,-1.638203345996087,-2.677203453808945,0.0,0.0
24,-1.8750327328830267,-3.137001168319272,0.0,-1.7911935690819527,2.5670945846041175,0.0,-1.555460732536346,0.0,0.0
25,-1.3416326790441602,-2.2964989836598453,0.0,0.0,1.4964286473882633,0.0,-1.1923703194575404,0.0,0.0
26,0.0,-2.721420815318088,0.0,0.0,0.0,-1.0853689606381034,-2.243735567187082,0.0,0.0
27,0.0,-3.422562316286483,0.0,-2.0103992797386896,2.0548906817105266,-1.771311391280327,-2.5414835957815245,0.0,0.0
28,-1.3146748560710042,-1.3888567630928503,0.0,0.0,0.0,0.0,0.0,0.0,1.1995401730374922
29,-1.7462344609903944,-2.185102536213505,0.0,-1.1366080570246275,1.882376331432485,0.0,0.0,0.0,0.0
30,-1.6048260799335246,-1.759265092293726,0.0,0.0,1.4552836323504768,0.0,0.0,0.0,0.0
31,-1.3906914010879323,-1.688636921482548,0.0,0.0,1.2049135269860667,0.0,0.0,0.0,0.0
32,-1.4418538114388966,-1.4680305661420259,0.0,0.0,1.1763120705555132,0.0,0.0,0.0,1.1182504409826721
33,-1.7976018955332462,-1.7723513793365637,0.0,0.0,1.679868064127044,0.0,0.0,0.0,1.1606724392073413
34,-1.831296569718753,-1.4706586105063004,0.0,0.0,1.5599445141166726,0.0,0.0,0.0,1.1698292277058167
