,0,1,2,3,4,5,6,7
count,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
mean,2.01,3.37,3.19,3.64,1.67,1.9,1.83,1.96
std,0.51,0.98,0.56,0.96,0.39,0.42,0.21,0.14
min,1.5,2.17,2.35,2.35,1.37,1.44,1.61,1.71
25%,1.72,2.44,2.66,2.71,1.46,1.5,1.63,1.86
50%,1.83,3.18,3.42,3.85,1.57,1.68,1.79,1.97
75%,2.1,4.25,3.74,4.42,1.67,2.31,1.99,2.08
max,3.54,5.44,3.93,5.58,3.24,2.58,2.37,2.18
