,0
0,56.29003549727775
1,44.815847425398196
2,41.9658256386834
3,42.53669521411753
4,43.64201342791372
5,42.758696846659646
6,42.19192730027289
7,47.91431807724152
8,50.34503449179634
9,44.1175995270532
10,45.01315820173284
11,41.847458603148965
12,45.09700705577511
13,49.008667124294256
14,46.21083450133924
15,57.039570977433826
16,59.24138731713294
17,64.86269698797763
18,63.30739807789003
19,66.4863078897418
20,65.6333173150244
21,67.07550665426446
22,45.507142935772194
23,48.87007489660494
24,41.800242738599025
25,56.68779452795642
26,67.80343599709732
27,46.19401026722711
28,62.75240732413795
29,50.16877401860493
30,54.92580026900183
31,59.478759455973595
32,60.068031879053876
33,51.4343877939118
34,53.37252853119297
