,0,1,2,3,4,5,6,7
count,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
mean,1.71,9.78,3.16,10.64,2.61,4.61,3.07,1.66
std,0.32,4.6,1.23,4.96,0.24,1.53,1.05,0.41
min,1.45,4.1,1.78,4.77,2.38,3.0,1.96,1.25
25%,1.54,5.34,2.08,5.93,2.41,3.22,2.07,1.39
50%,1.63,9.7,2.7,9.8,2.44,4.17,2.44,1.52
75%,1.7,14.29,4.07,15.91,2.81,5.87,3.98,1.78
max,3.0,17.66,5.99,17.74,3.32,7.89,5.03,3.07
