,0,1,2,3,4,5,6,7
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,1195.32,756.83,275.46,1228.73,989.37,1198.01,16.97,1157.05
std,2295.1,888.98,305.32,1695.78,1905.65,1667.1,28.81,906.11
min,5.51,121.94,12.32,105.31,13.16,34.95,1.69,316.37
25%,21.13,233.12,30.87,177.84,63.48,57.96,2.27,367.57
50%,75.0,467.44,186.21,405.04,178.5,129.21,3.42,917.53
75%,1248.36,964.51,391.68,1474.73,912.92,1731.06,21.49,1731.99
max,7436.84,3077.59,901.98,5502.78,6257.42,4612.91,93.63,2650.51
