,0
0,67.85920834707994
1,50.91541859267587
2,52.03795293846265
3,52.207317710083316
4,51.64758808143484
5,50.702287180682426
6,51.700004141974354
7,54.95602411758101
8,58.13434579734306
9,53.25401722185167
10,53.73417733025685
11,52.39693635452577
12,51.753244574637286
13,54.5625350418428
14,63.230604778394124
15,65.84889396281626
16,80.57046178966547
17,87.52678825064295
18,90.34631203328586
19,95.29451279266225
20,78.39839973882236
21,93.92380713514406
22,53.40726454537115
23,55.280377322551324
24,53.981729769979324
25,75.9917777669661
26,77.43358360827085
27,54.486237993757115
28,94.31100036471257
29,73.96624748926943
30,80.56722224268097
31,85.10890466417676
32,88.42589398414954
33,83.14792425985539
34,88.91087745931141
