,0
0,2163.1914067441467
1,5119.584086086502
2,2227.1851504850865
3,54917.22830362864
4,2639.5079912811234
5,4773.724252232161
6,109709.47953799536
7,6703.292833199666
8,3046.3151203052266
9,4061.45379830528
