id,newid,Y15_WP,Y15_BP,Y15_NP,Y15_AP,Y15_PP,Y15_OP,Y15_MP,Y15_MOP,Y15_MOEP
1500000US530530724072,530724072,0.861708666,0.063921328,0,0.050399508,0,0,0.023970498,0,0.023970498
1500000US530530724073,530724073,0.822066822,0.010878011,0.052059052,0.096348096,0,0,0.018648019,0,0.018648019
1500000US530530724081,530724081,0.945,0,0,0.023571429,0,0.031428571,0,0,0
1500000US530530724082,530724082,0.941397093,0.002344116,0.022034693,0.011720581,0.016408814,0.006094702,0,0,0
1500000US530530724083,530724083,0.850717703,0.054545455,0.011483254,0.03923445,0,0,0.044019139,0,0.044019139
1500000US530530724084,530724084,0.911250874,0.032844165,0,0,0,0,0.055904962,0,0.055904962
1500000US530530724091,530724091,0.956036288,0.007676204,0.005582694,0.002791347,0.00628053,0.002791347,0.018841591,0,0.018841591
1500000US530530724092,530724092,0.921861282,0.007901668,0,0,0,0,0.07023705,0,0.07023705
1500000US530530724101,530724101,0.866862457,0.002936858,0,0.072442487,0,0,0.057758199,0,0.057758199
1500000US530530724102,530724102,0.916469194,0.011848341,0,0,0,0.005331754,0.066350711,0,0.066350711
1500000US530530725031,530725031,0.927643785,0.002473717,0.005565863,0.017316017,0,0.018552876,0.028447743,0,0.028447743
1500000US530530725032,530725032,0.819336627,0.002470007,0.052223006,0.03810868,0.01340861,0.009174312,0.065278758,0.002470007,0.062808751
1500000US530530725041,530725041,0.903180543,0.041627689,0.011225444,0,0,0,0.043966324,0,0.043966324
1500000US530530725042,530725042,0.736791237,0.036404639,0.028994845,0.03060567,0,0.024806701,0.142396907,0.004188144,0.138208763
1500000US530530725051,530725051,0.897580645,0,0,0.047580645,0,0.034677419,0.02016129,0,0.02016129
