,0,1
0,1.0562360150098846,1.0562360150098846
1,1.0418422191412584,1.0418422191412589
2,1.1111111518466905,1.1111111518466903
3,1.0648586421927593,1.0648586421927597
4,1.0354249143387126,1.0354249143387126
5,1.0658524738542305,1.0658524738542305
6,1.0758487095204303,1.07584870952043
7,1.0211790052595096,1.0211790052595093
8,1.0259917536831835,1.0259917536831835
9,1.0316353205661413,1.0316353205661413
10,1.0226117201373928,1.022611720137393
11,1.1071907392550773,1.107190739255077
12,1.0251938542514858,1.0251938542514858
13,1.0430218558868065,1.0430218558868063
14,1.1960341550166471,1.1960341550166471
15,1.1054345983088205,1.10543459830882
16,1.206534949765272,1.2065349497652718
17,1.1767241895384246,1.1767241895384244
18,1.1969999950737136,1.1969999950737138
19,1.1604948226029137,1.160494822602914
20,1.1129699473960257,1.1129699473960257
21,1.1137731172146008,1.1137731172146008
22,1.0195964982252546,1.019596498225255
23,1.0297874088996886,1.0297874088996877
24,1.1585090629015444,1.1585090629015447
25,1.19274258762481,1.1927425876248101
26,1.1365608886642224,1.1365608886642227
27,1.0176755981073882,1.0176755981073886
28,1.2287517072644392,1.2287517072644392
29,1.3968442782319401,1.3968442782319404
30,1.2512232204327425,1.251223220432742
31,1.2264232328066524,1.2264232328066529
32,1.239236825059353,1.2392368250593533
33,1.3659186623289936,1.3659186623289938
34,1.341074733829033,1.3410747338290332
