,0
0,15.267851170619739
1,15.593748306588314
2,13.543900132880138
3,17.47661519521799
4,18.095160682364988
5,15.313686434388732
6,16.30567347457249
7,16.989069709424733
8,15.566016013033334
9,19.48471900046805
10,19.761772553251575
11,14.811848646820136
12,17.62942793074362
13,14.662889141584433
14,10.80659491333167
15,14.670719361258296
16,14.106911413576302
17,16.967013715774677
18,16.58839482821404
19,19.334815424554986
20,16.021625606326243
21,19.593080101968287
22,19.264531615913945
23,15.385130562863367
24,12.050881549825744
25,13.504727009887558
26,15.394302988315253
27,19.60006860863169
28,14.589664422151664
29,7.356212789946477
30,11.253314416415622
31,13.818743176012157
32,13.249321271430034
33,6.840699306738515
34,7.112212817117305
