,0
0,20.620628208133873
1,20.45885607474762
2,19.321040186316058
3,10.681011525598603
4,14.981054410662704
5,17.590087982593026
6,23.34279460935477
7,25.336234050155554
8,15.540962639957952
9,14.959116526821864
