,0,1
0,0.0,-1.4956005029811281
1,0.0,-1.875306185607932
2,0.0,-1.900866838924254
3,0.0,-1.1150583569742865
4,0.0,-1.7980575966022727
5,0.0,-1.613177219646338
6,0.0,-1.1597990459727137
7,0.0,-1.2146549830721467
8,0.0,-1.637433773907576
9,0.0,-2.0410691114400943
