,0,1
0,0.0,-1.4790061163498365
1,0.0,-1.9821780340863224
2,0.0,-2.2727811643742095
3,0.0,-2.204455992213991
4,0.0,-2.0471067103858394
5,0.0,-2.152784359447465
6,0.0,-2.229495960036618
7,0.0,-1.7925930240668682
8,0.0,-1.6822234583481448
9,0.0,-2.043929688036428
10,0.0,-1.9653849618490746
11,0.0,-2.2998609903634155
12,0.0,-1.9233583032882613
13,0.0,-1.804411865780103
14,0.0,-2.2224087596076783
15,0.0,-1.852174571738838
16,0.0,-2.1441728915323606
17,0.0,-1.9103926562213442
18,0.0,-2.002213897839384
19,0.0,-1.7389247691777592
20,0.0,-1.3950410506817075
21,0.0,-1.2273673657186936
22,0.0,-1.9133434856211708
23,0.0,-1.758317312137375
24,0.0,-2.335109036299462
25,0.0,-2.156917151297551
26,0.0,-1.5958862982016342
27,0.0,-1.8891083767835821
28,0.0,-1.973110047787021
29,0.0,-2.2627884349865357
30,0.0,-2.1904016093609773
31,0.0,-2.1173743522439046
32,0.0,-2.052815775979301
33,0.0,-2.1593209615415527
34,0.0,-2.03711197461113
