,0
0,19.856391980151642
1,23.36569981660471
2,23.417315879201645
3,16.98093986288565
4,15.220453067885357
5,17.0308706111987
6,20.953540456881765
7,25.209390148129668
8,20.70025179627301
9,16.538012337057072
