,0,1,2
0,0.0,-1.100378107295257,-6.695200061294659
1,1.2620266780269003,-1.6462807187944153,-6.472622494194884
2,0.0,-1.6441326775220746,-6.11810099646491
3,1.4266315216689147,-1.9218844756850426,-6.004867815464334
4,1.5284430303199656,-1.8988418349734917,-6.217562171567912
5,1.2334673618694934,-1.7206912244381227,-6.300964493031643
6,1.3140397066764675,-1.852630703403466,-6.058708596090628
7,1.5368588428230634,-1.7610648584705255,-6.542021597874205
8,1.4275932230487338,-1.5920405284849783,-6.706610592730478
9,1.6379821755361923,-1.986142413449433,-6.04348263073783
10,1.6670399611633382,-1.9726415997566737,-6.07022345593144
11,1.1364025950420353,-1.787161704414608,-5.951459364351463
12,1.4881637939075052,-1.809442191946966,-6.351392426023038
13,1.1509593875439603,-1.4335269172633176,-6.710435096872284
14,0.0,0.0,-6.048224352445711
15,0.0,0.0,-6.256130771927246
16,0.0,0.0,-5.943065041681945
17,0.0,0.0,-5.747049150327673
18,0.0,0.0,-5.680268444146202
19,0.0,0.0,-5.564037891295618
20,0.0,0.0,-6.146763775815248
21,0.0,0.0,-5.654958790019588
22,1.6273021637695722,-1.91804981484424,-6.163014387468466
23,1.3607463033563125,-1.5872039592589506,-6.711533968994363
24,0.0,-1.5868994971954453,-5.911488548874566
25,0.0,0.0,-6.083450372304838
26,0.0,0.0,-5.951076381602315
27,1.6698931566289923,-1.938617627826705,-6.136260146364206
28,0.0,0.0,-5.566187820630074
29,0.0,0.0,-5.496392116776904
30,0.0,0.0,-5.995316467845073
31,0.0,0.0,-5.803817581378837
32,0.0,0.0,-5.700925985839237
33,0.0,0.0,-5.8377409048172675
34,0.0,0.0,-5.870025953665083
