,0,1
0,-3.324059616990987,0.0
1,0.0,-2.990913082292959
2,0.0,-2.7778069163666257
3,-2.840808728410713,-1.3811757089741203
4,0.0,-1.5875669008734636
5,0.0,-1.2556327321372482
6,-1.7272862805696436,0.0
7,-2.205143490259096,0.0
8,-2.6602639628010736,-1.638884831178781
9,0.0,-2.373257145534734
