,0,1
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,-1.3343438679397692
4,0.0,-1.2938228026159102
5,0.0,-1.1058360027667045
6,0.0,-1.2575761233069247
7,0.0,-1.0642356093024166
8,0.0,0.0
9,0.0,-1.393800467545095
10,0.0,-1.3710689828715361
11,0.0,-1.1789129659716613
12,0.0,-1.1762720602683483
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,-1.6452409567515527,0.0
17,-1.7278009252990427,0.0
18,-1.8199697541257671,0.0
19,-1.7715393834149655,0.0
20,-1.274996595028068,0.0
21,-1.5041652016727376,0.0
22,0.0,-1.3038368683130734
23,0.0,0.0
24,0.0,0.0
25,-1.424165705937304,0.0
26,-1.283763692339829,0.0
27,0.0,-1.3194117873413924
28,-1.7993989452074257,0.0
29,0.0,0.0
30,-1.595128708075627,0.0
31,-1.759787013106622,0.0
32,-1.7626981509596464,0.0
33,-1.2243143543449404,0.0
34,-1.3682684308180335,0.0
