,0,1,2
0,-4.754925545909467,0.0,6.109189845049897
1,-5.091642349313788,0.0,5.711256264018046
2,-5.334961123808127,0.0,5.483360276898289
3,-4.734399591356721,0.0,4.964299457656676
4,-4.679307211425033,0.0,5.152219296893279
5,-5.170071725432935,0.0,5.52643239197525
6,-4.926491388521214,0.0,5.136554958945091
7,-4.610305395796217,0.0,5.617742189774884
8,-4.739548855844676,0.0,5.959443184877364
9,-4.4151226425078445,0.0,4.824651662123067
10,-4.339502293186296,0.0,4.836039110428927
11,-5.071934626207116,0.0,5.158850607844396
12,-4.6953770834814375,0.0,5.358629864128462
13,-5.081151452535924,0.0,6.040913374777745
14,-5.587107901368918,0.0,5.88463313529452
15,-4.826980758756816,0.0,5.880131138488014
16,-5.198447507757851,0.0,5.66479346014916
17,-4.6950576410279785,0.0,5.385898174426067
18,-4.9113009664103515,0.0,5.3394835756162555
19,-4.457312949007226,0.0,5.171365630073636
20,-4.124643654610725,0.0,5.638557409450426
21,-3.8347114374978726,0.0,5.181769532884499
22,-4.399728722051246,0.0,4.9932334196213235
23,-4.869045916223065,0.0,5.947527891116153
24,-5.38733812043796,0.0,5.397562314939835
25,-5.302777980455748,0.0,5.82903136679805
26,-4.074431276344304,0.0,5.546495760428476
27,-4.300038278273758,0.0,4.92754476789074
28,-5.088117116365823,0.0,5.272395533687343
29,-5.66659289943261,0.0,5.75658447660004
30,-5.541729783812358,0.0,5.811991133917161
31,-5.229521711300988,0.0,5.528522739549825
32,-5.232887166670102,0.0,5.439409859859667
33,-5.86404571037323,0.0,6.100645560075092
34,-5.80347867593934,0.0,6.02794563730087
