,0,1,2
0,0.0,0.0,-7.234788000188198
1,0.0,0.0,-6.94244124997184
2,0.0,0.0,-6.394420233039441
3,0.0,-2.4551451193179243,-6.300857432579935
4,0.0,-2.4790299838673198,-6.63288403479292
5,0.0,0.0,-6.665060198476535
6,0.0,-2.361571250357262,-6.3522291302007705
7,0.0,-2.377286792520869,-7.152012620334203
8,0.0,0.0,-7.3497597872010525
9,0.0,-2.576255782646721,-6.430824659902898
10,0.0,-2.580038320605724,-6.511568334558035
11,0.0,0.0,-6.194844089762454
12,0.0,-2.4179325151094972,-6.859701947974801
13,0.0,0.0,-7.261307106914751
14,0.0,0.0,-6.2773374001229705
15,0.0,0.0,-6.590250165232593
16,0.0,0.0,-6.074513462462292
17,0.0,0.0,-5.872544225054797
18,0.0,0.0,-5.767773013088953
19,0.0,0.0,-5.669260311376291
20,0.0,0.0,-6.4712670165007
21,0.0,0.0,-5.84777410559842
22,0.0,-2.533915827141827,-6.654863469110066
23,0.0,0.0,-7.322418163276763
24,0.0,0.0,-6.126313075333002
25,0.0,0.0,-6.263777404481582
26,0.0,0.0,-6.208434789646407
27,2.2864255340300335,-2.557012742633785,-6.641749987293072
28,0.0,0.0,-5.600295398791489
29,0.0,0.0,-5.615954098173204
30,0.0,0.0,-6.087834077462346
31,0.0,0.0,-5.8835167091014124
32,0.0,0.0,-5.7482249911374135
33,0.0,0.0,-5.899276232532344
34,0.0,0.0,-5.883930036150477
