,0
0,19.626669991083197
1,25.573168550328187
2,25.004138976846612
3,18.214855255241172
4,14.646985647466103
5,16.665822513960677
6,21.118072681050002
7,24.909846551761422
8,21.87706552611782
9,16.136260073515693
