,0
0,28.925498543047876
1,52.209665888473396
2,52.11130369762579
3,45.756468971303654
4,29.610328345089655
5,31.702496198134096
6,29.96764775162331
7,30.39131992648464
8,42.01589504854576
9,36.720703566132656
