,0,1
0,0.0,0.0
1,0.0,-1.1086760983136268
2,0.0,0.0
3,0.0,0.0
4,0.0,-1.0553953569815047
5,0.0,-1.0764796476868075
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,-1.0736138437602807
13,0.0,-1.1055575821702943
14,0.0,0.0
15,0.0,-1.0611982536451672
16,0.0,-1.091761990766559
17,0.0,-1.0652446929331056
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,-1.0529610107435012
24,0.0,0.0
25,0.0,-1.0841291795587045
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
