,0
0,29.37002174343408
1,52.62074850934539
2,53.296062325871425
3,51.93129945650776
4,30.920334715684547
5,32.60660570599007
6,32.2519281840504
7,31.491998853852806
8,45.44173983139968
9,37.966687026439544
