,0,1
0,0.0,-1.843126103535362
1,1.1646308349471746,-2.2671022901193245
2,1.277559359347205,-2.585022940495504
3,1.1482572697445315,-2.451099690451374
4,1.0716996619721113,-2.263441389012618
5,1.2192472709256146,-2.4427577879642093
6,1.1853664645049005,-2.493441287876182
7,0.0,-1.9874024129939365
8,0.0,-1.9150094557076076
9,0.0,-2.241225183661163
10,0.0,-2.141588564595661
11,1.226931960518361,-2.583368060143686
12,0.0,-2.1266627458315575
13,1.1366158399720816,-2.1235783182477412
14,1.5558253107957554,-2.6941732607556985
15,1.6182510609971004,-2.466947023918162
16,1.5891417926130544,-2.5241398791627785
17,1.4213428107490096,-2.280999822120592
18,1.2991729249080195,-2.196848711381462
19,1.1844360447232214,-2.005221069398473
20,1.1806819692924766,-1.8881924909080283
21,0.0,-1.6050627405039035
22,0.0,-2.0825646870199064
23,0.0,-2.005413992660313
24,1.277777277692021,-2.64538744727031
25,1.7211550934633637,-2.6717245574277144
26,1.488193271142079,-2.196037861881323
27,0.0,-2.050564708889069
28,0.0,-1.8958940396629496
29,1.1066592451651263,-2.379266908315026
30,1.3660056272897347,-2.3432371172787354
31,1.3309708451629392,-2.2595774207010333
32,1.1414572834164374,-2.038299307273143
33,0.0,-2.1166695202929833
34,0.0,-1.8689634168568696
