,0,1
0,-2.6652656495492586,1.8533813630365696
1,-2.9637715831490223,1.9904921989477469
2,-2.79619965069998,1.7099305364621538
3,-2.815614690075098,1.808847005254146
4,-2.8510981604057073,1.9009756806404017
5,-2.8883501969421506,1.8574829159912005
6,-2.834311458771432,1.7981336311195204
7,-2.8415627663896954,1.9490272737672028
8,-2.8358074033431393,1.9440674189493132
9,-2.7829246800701553,1.861178750434922
10,-2.783657121145572,1.888849586389815
11,-2.8029045065030047,1.7231998932550348
12,-2.912773914643163,1.988401818753705
13,-2.989503447117853,2.0590307414905666
14,-2.2108670948199545,1.264789014450775
15,-2.5079717264575656,1.765241087491098
16,-2.1164566382232137,1.289082096992211
17,-1.964790849808357,1.2502892420791991
18,-2.017245776559999,1.2485204759762492
19,-1.81148246356065,1.1502711385224271
20,-2.111129818910583,1.5233635989832293
21,-1.5648713721638754,0.0
22,-2.824422916805847,1.9334261227820626
23,-2.919768339439498,2.0051828022335525
24,-2.682055220406801,1.5706813118936183
25,-2.1662223479052867,1.324075882420376
26,-2.098042600274812,1.5309286684623615
27,-2.7834997967428285,1.907800568607971
28,-2.0348913643681548,1.2430661121418307
29,-1.8660257449636937,0.0
30,-2.1011464218269613,1.2271366195948328
31,-2.0897687182371576,1.260058633860132
32,-2.062814662345821,1.245669335896989
33,-1.890752506187194,0.0
34,-1.9257612492547944,1.11256971738634
