,0,1
0,0.0,0.0
1,-1.2353651687975076,0.0
2,-1.0706915682060374,0.0
3,-1.2364823750120384,0.0
4,-1.2976907291623532,0.0
5,-1.1961409794558655,0.0
6,-1.2081083412988194,0.0
7,-1.258384508891972,0.0
8,-1.1416366754204377,0.0
9,-1.2969099671253965,0.0
10,-1.315567652925605,0.0
11,-1.1324819672290438,0.0
12,-1.322546361737451,0.0
13,-1.0832509693151189,0.0
14,0.0,-1.1352755529872836
15,0.0,0.0
16,0.0,-1.3619082908534417
17,0.0,-1.3505249599157039
18,0.0,-1.2394295998718516
19,0.0,-1.2433838421764118
20,0.0,-1.1369355453566794
21,0.0,-1.2583349082440043
22,-1.3307000743936013,0.0
23,-1.1704514311760756,0.0
24,0.0,0.0
25,0.0,-1.3245845659015991
26,0.0,-1.1470653021504431
27,-1.3187753592751554,0.0
28,0.0,0.0
29,0.0,-1.2733201686221869
30,0.0,-1.2371690511409401
31,0.0,-1.2223784427326765
32,0.0,-1.066442979077619
33,0.0,-1.1479868020136053
34,0.0,0.0
