,0,1,2
0,2.722298107098442,-2.2969318879375877,-5.869924347061755
1,3.0171758200593493,-2.539850078351905,-6.088640002192172
2,2.8176920883598755,-2.4354343195450037,-5.66596112540712
3,3.149117446740596,-2.724249584340027,-5.580800845527304
4,3.2046019687343006,-2.7346020108926767,-5.8291702514584385
5,3.0381422738470385,-2.560318437062017,-5.896876202716118
6,3.077445615081867,-2.654267256400651,-5.630489961285601
7,3.1088786731342672,-2.6833797337595637,-6.028564496757621
8,3.021424206444366,-2.600228275201545,-6.082281394685131
9,3.233491612830243,-2.803628621981798,-5.644824861416116
10,3.2088866595020917,-2.7955458944131863,-5.674677484489303
11,2.9041379395663642,-2.5646144973012737,-5.492742945392116
12,3.1283287602502265,-2.6731325852845385,-5.96644993671304
13,2.8718019112833764,-2.4348457176506133,-6.204364948357475
14,2.2438961892540727,-1.8148104307939625,-5.485273623078503
15,2.4053536342203325,-1.9472036345428898,-5.7101436896666735
16,2.21354215410911,-1.4908639470572527,-5.117663600084503
17,2.2484710968673576,-1.515057028848803,-4.841335558495373
18,2.056306810881117,-1.2697328495878153,-4.762237958520517
19,2.1605174286323705,-1.4214831153120482,-4.598726171447314
20,2.368274215948517,-1.8997130216786995,-5.227886555797265
21,2.2566649661321945,-1.71914263893658,-4.623624567318688
22,3.1713981097782984,-2.753617822165142,-5.767811656998838
23,3.0063188003379855,-2.5743173829439248,-6.160845176098975
24,2.570072412544631,-2.334477285591794,-5.412028136012761
25,2.3141961408938423,-1.674230384317039,-5.346144676736726
26,2.280203148192475,-1.8061125665086988,-5.14260772706384
27,3.1698846951180184,-2.774525970738388,-5.716457759436203
28,1.596787613468065,0.0,-4.638756050951405
29,1.541387634358421,-1.6323510467190792,-4.740438827150423
30,1.8866111236288055,-1.2202636426336284,-5.158361543458195
31,1.9339267406347467,-1.1805120476907345,-4.922238978505084
32,1.6804538165820073,0.0,-4.7970188739688675
33,1.4117067461811754,-1.2130439026173807,-4.998729534241037
34,1.2493179795208498,0.0,-4.978994001697376
